rows,swe_rows,text_llm_rows,text_raw_rows,ai_any_share_arshkon,ai_any_share_asaniczka,ai_any_share_scraped
59972,59972,26219,33753,0.02046471967597527,0.013348778200672954,0.17194229112833764
