source,period,seniority_3level,n,tech,category,share
kaggle_arshkon,2024-04,senior,2077,spring,backend,0.012999518536350506
kaggle_arshkon,2024-04,senior,2077,spring_boot,backend,0.002407318247472316
kaggle_arshkon,2024-04,senior,2077,dotnet,backend,0.022147327876745306
kaggle_arshkon,2024-04,senior,2077,aspnet,backend,0.03177660086663457
kaggle_arshkon,2024-04,senior,2077,rails,backend,0.003370245546461242
kaggle_arshkon,2024-04,senior,2077,laravel,backend,0.006740491092922484
kaggle_arshkon,2024-04,senior,2077,fastapi,backend,0.002888781896966779
kaggle_arshkon,2024-04,senior,2077,phoenix,backend,0.0
kaggle_arshkon,2024-04,senior,2077,tornado,backend,0.0
kaggle_arshkon,2024-04,senior,2077,bottle,backend,0.0
kaggle_arshkon,2024-04,senior,2077,grpc,backend,0.011073663938372653
kaggle_arshkon,2024-04,senior,2077,graphql,backend,0.02599903707270101
kaggle_arshkon,2024-04,senior,2077,rest_api,backend,0.02455464612421762
kaggle_arshkon,2024-04,senior,2077,microservices,backend,0.1136254212806933
kaggle_arshkon,2024-04,senior,2077,event_driven,backend,0.0
kaggle_arshkon,2024-04,senior,2077,oauth,backend,0.02407318247472316
kaggle_arshkon,2024-04,senior,2077,sql,data,0.2956186807896004
kaggle_arshkon,2024-04,senior,2077,postgresql,data,0.0693307655272027
kaggle_arshkon,2024-04,senior,2077,mysql,data,0.04285026480500722
kaggle_arshkon,2024-04,senior,2077,sqlite,data,0.003370245546461242
kaggle_arshkon,2024-04,senior,2077,mongodb,data,0.006259027443428021
kaggle_arshkon,2024-04,senior,2077,redis,data,0.004814636494944632
kaggle_arshkon,2024-04,senior,2077,cassandra,data,0.013962445835339432
kaggle_arshkon,2024-04,senior,2077,kafka,data,0.07751564756860857
kaggle_arshkon,2024-04,senior,2077,spark,data,0.011073663938372653
kaggle_arshkon,2024-04,senior,2077,hadoop,data,0.023591718825228696
kaggle_arshkon,2024-04,senior,2077,hive,data,0.002888781896966779
kaggle_arshkon,2024-04,senior,2077,presto,data,0.00048146364949446316
kaggle_arshkon,2024-04,senior,2077,trino,data,0.0
kaggle_arshkon,2024-04,senior,2077,snowflake,data,0.008666345690900338
kaggle_arshkon,2024-04,senior,2077,databricks,data,0.006740491092922484
kaggle_arshkon,2024-04,senior,2077,dbt,data,0.0019258545979778526
kaggle_arshkon,2024-04,senior,2077,elasticsearch,data,0.013480982185844969
kaggle_arshkon,2024-04,senior,2077,airflow,data,0.025517573423206548
kaggle_arshkon,2024-04,senior,2077,luigi,data,0.00048146364949446316
kaggle_arshkon,2024-04,senior,2077,airbyte,data,0.0
kaggle_arshkon,2024-04,senior,2077,delta_lake,data,0.0
kaggle_arshkon,2024-04,senior,2077,tableau,data,0.015888300433317286
kaggle_arshkon,2024-04,senior,2077,powerbi,data,0.0
kaggle_arshkon,2024-04,senior,2077,looker,data,0.002888781896966779
kaggle_arshkon,2024-04,senior,2077,superset,data,0.0009629272989889263
kaggle_arshkon,2024-04,senior,2077,metabase,data,0.0
kaggle_arshkon,2024-04,senior,2077,bigquery,data,0.011073663938372653
kaggle_arshkon,2024-04,senior,2077,redshift,data,0.023591718825228696
kaggle_arshkon,2024-04,senior,2077,aws,cloud_devops,0.31150698122291764
kaggle_arshkon,2024-04,senior,2077,azure,cloud_devops,0.04718343765045739
kaggle_arshkon,2024-04,senior,2077,gcp,cloud_devops,0.09003370245546462
kaggle_arshkon,2024-04,senior,2077,kubernetes,cloud_devops,0.18006740491092924
kaggle_arshkon,2024-04,senior,2077,docker,cloud_devops,0.010110736639383727
kaggle_arshkon,2024-04,senior,2077,terraform,cloud_devops,0.013480982185844969
kaggle_arshkon,2024-04,senior,2077,ansible,cloud_devops,0.004333172845450169
kaggle_arshkon,2024-04,senior,2077,helm,cloud_devops,0.0009629272989889263
kaggle_arshkon,2024-04,senior,2077,jenkins,cloud_devops,0.010110736639383727
kaggle_arshkon,2024-04,senior,2077,github_actions,cloud_devops,0.0009629272989889263
kaggle_arshkon,2024-04,senior,2077,gitlab_ci,cloud_devops,0.0
kaggle_arshkon,2024-04,senior,2077,circleci,cloud_devops,0.002407318247472316
kaggle_arshkon,2024-04,senior,2077,argo_cd,cloud_devops,0.002888781896966779
kaggle_arshkon,2024-04,senior,2077,openshift,cloud_devops,0.01781415503129514
kaggle_arshkon,2024-04,senior,2077,nomad,cloud_devops,0.0
kaggle_arshkon,2024-04,senior,2077,prometheus,cloud_devops,0.00048146364949446316
kaggle_arshkon,2024-04,senior,2077,grafana,cloud_devops,0.00048146364949446316
kaggle_arshkon,2024-04,senior,2077,datadog,cloud_devops,0.002888781896966779
kaggle_arshkon,2024-04,senior,2077,new_relic,cloud_devops,0.0
kaggle_arshkon,2024-04,senior,2077,splunk,cloud_devops,0.020221473278767454
kaggle_arshkon,2024-04,senior,2077,opentelemetry,cloud_devops,0.0019258545979778526
kaggle_arshkon,2024-04,senior,2077,linux,cloud_devops,0.029369282619162253
kaggle_arshkon,2024-04,senior,2077,bash,cloud_devops,0.003370245546461242
kaggle_arshkon,2024-04,senior,2077,git,cloud_devops,0.03562831006259028
kaggle_arshkon,2024-04,senior,2077,serverless,cloud_devops,0.022147327876745306
kaggle_arshkon,2024-04,senior,2077,cloudformation,cloud_devops,0.019258545979778528
kaggle_arshkon,2024-04,senior,2077,pulumi,cloud_devops,0.0014443909484833895
kaggle_arshkon,2024-04,senior,2077,junit,method_testing,0.025036109773712085
kaggle_arshkon,2024-04,senior,2077,pytest,method_testing,0.0038517091959557053
kaggle_arshkon,2024-04,senior,2077,jest,method_testing,0.020221473278767454
kaggle_arshkon,2024-04,senior,2077,mocha,method_testing,0.006259027443428021
kaggle_arshkon,2024-04,senior,2077,chai,method_testing,0.0
kaggle_arshkon,2024-04,senior,2077,selenium,method_testing,0.02599903707270101
kaggle_arshkon,2024-04,senior,2077,cypress,method_testing,0.003370245546461242
kaggle_arshkon,2024-04,senior,2077,playwright,method_testing,0.005296100144439095
kaggle_arshkon,2024-04,senior,2077,tdd,method_testing,0.023591718825228696
kaggle_arshkon,2024-04,senior,2077,agile,method_testing,0.03755416466056813
kaggle_arshkon,2024-04,senior,2077,scrum,method_testing,0.10736639383726529
kaggle_arshkon,2024-04,senior,2077,kanban,method_testing,0.013962445835339432
kaggle_arshkon,2024-04,senior,2077,ci_cd,method_testing,0.20221473278767452
kaggle_arshkon,2024-04,senior,2077,code_review,method_testing,0.0
kaggle_arshkon,2024-04,senior,2077,pair_programming,method_testing,0.0
kaggle_arshkon,2024-04,senior,2077,unit_testing,method_testing,0.0
kaggle_arshkon,2024-04,senior,2077,integration_testing,method_testing,0.00048146364949446316
kaggle_arshkon,2024-04,senior,2077,bdd,method_testing,0.012999518536350506
kaggle_arshkon,2024-04,senior,2077,qa,method_testing,0.0548868560423688
kaggle_arshkon,2024-04,senior,2077,machine_learning,ai_domain,0.00048146364949446316
kaggle_arshkon,2024-04,senior,2077,deep_learning,ai_domain,0.0
kaggle_arshkon,2024-04,senior,2077,data_science,ai_domain,0.0
kaggle_arshkon,2024-04,senior,2077,statistics,ai_domain,0.002407318247472316
kaggle_arshkon,2024-04,senior,2077,nlp,ai_domain,0.0
kaggle_arshkon,2024-04,senior,2077,computer_vision,ai_domain,0.0
kaggle_arshkon,2024-04,senior,2077,generative_ai,ai_domain,0.01203659123736158
kaggle_arshkon,2024-04,senior,2077,tensorflow,ai_domain,0.023110255175734232
kaggle_arshkon,2024-04,senior,2077,pytorch,ai_domain,0.02455464612421762
kaggle_arshkon,2024-04,senior,2077,scikit_learn,ai_domain,0.010110736639383727
kaggle_arshkon,2024-04,senior,2077,pandas,ai_domain,0.0091478093403948
kaggle_arshkon,2024-04,senior,2077,numpy,ai_domain,0.008184882041405874
kaggle_arshkon,2024-04,senior,2077,jupyter,ai_domain,0.0009629272989889263
kaggle_arshkon,2024-04,senior,2077,xgboost,ai_domain,0.00048146364949446316
kaggle_arshkon,2024-04,senior,2077,lightgbm,ai_domain,0.0
kaggle_arshkon,2024-04,senior,2077,catboost,ai_domain,0.0
kaggle_arshkon,2024-04,senior,2077,mlflow,ai_domain,0.002888781896966779
kaggle_arshkon,2024-04,senior,2077,kubeflow,ai_domain,0.003370245546461242
kaggle_arshkon,2024-04,senior,2077,ray,ai_domain,0.0009629272989889263
kaggle_arshkon,2024-04,senior,2077,hugging_face,ai_domain,0.0
kaggle_arshkon,2024-04,senior,2077,openai_api,ai_tool,0.0
kaggle_arshkon,2024-04,senior,2077,anthropic_api,ai_tool,0.0
kaggle_arshkon,2024-04,senior,2077,claude_api,ai_tool,0.0
kaggle_arshkon,2024-04,senior,2077,gemini_api,ai_tool,0.0
kaggle_arshkon,2024-04,senior,2077,langchain,ai_tool,0.00048146364949446316
kaggle_arshkon,2024-04,senior,2077,langgraph,ai_tool,0.0
kaggle_arshkon,2024-04,senior,2077,llamaindex,ai_tool,0.0
kaggle_arshkon,2024-04,senior,2077,rag,ai_tool,0.0
kaggle_arshkon,2024-04,senior,2077,vector_db,ai_tool,0.00048146364949446316
kaggle_arshkon,2024-04,senior,2077,pinecone,ai_tool,0.0
kaggle_arshkon,2024-04,senior,2077,weaviate,ai_tool,0.00048146364949446316
kaggle_arshkon,2024-04,senior,2077,chroma,ai_tool,0.0
kaggle_arshkon,2024-04,senior,2077,milvus,ai_tool,0.0
kaggle_arshkon,2024-04,senior,2077,faiss,ai_tool,0.0
kaggle_arshkon,2024-04,senior,2077,prompt_engineering,ai_tool,0.0
kaggle_arshkon,2024-04,senior,2077,fine_tuning,ai_tool,0.006740491092922484
kaggle_arshkon,2024-04,senior,2077,mcp,ai_tool,0.0
kaggle_arshkon,2024-04,senior,2077,llm,ai_tool,0.020221473278767454
kaggle_arshkon,2024-04,senior,2077,copilot,ai_tool,0.0
kaggle_arshkon,2024-04,senior,2077,cursor,ai_tool,0.0
kaggle_arshkon,2024-04,senior,2077,chatgpt,ai_tool,0.0
kaggle_arshkon,2024-04,senior,2077,claude,ai_tool,0.0
kaggle_arshkon,2024-04,senior,2077,gemini,ai_tool,0.0
kaggle_arshkon,2024-04,senior,2077,codex,ai_tool,0.0
kaggle_arshkon,2024-04,senior,2077,agent,ai_tool,0.003370245546461242
kaggle_arshkon,2024-04,unknown,2424,python,language,0.04826732673267327
kaggle_arshkon,2024-04,unknown,2424,java,language,0.04826732673267327
kaggle_arshkon,2024-04,unknown,2424,javascript,language,0.18935643564356436
kaggle_arshkon,2024-04,unknown,2424,typescript,language,0.06023102310231023
kaggle_arshkon,2024-04,unknown,2424,go,language,0.057755775577557754
kaggle_arshkon,2024-04,unknown,2424,rust,language,0.0020627062706270625
kaggle_arshkon,2024-04,unknown,2424,c_plus_plus,language,0.0952970297029703
kaggle_arshkon,2024-04,unknown,2424,c_sharp,language,0.1018976897689769
kaggle_arshkon,2024-04,unknown,2424,ruby,language,0.0033003300330033004
kaggle_arshkon,2024-04,unknown,2424,kotlin,language,0.02103960396039604
kaggle_arshkon,2024-04,unknown,2424,swift,language,0.0028877887788778876
kaggle_arshkon,2024-04,unknown,2424,scala,language,0.03341584158415842
kaggle_arshkon,2024-04,unknown,2424,php,language,0.0037128712871287127
kaggle_arshkon,2024-04,unknown,2424,perl,language,0.015264026402640265
kaggle_arshkon,2024-04,unknown,2424,dart,language,0.0
kaggle_arshkon,2024-04,unknown,2424,lua,language,0.0
kaggle_arshkon,2024-04,unknown,2424,haskell,language,0.0
kaggle_arshkon,2024-04,unknown,2424,clojure,language,0.00041254125412541255
kaggle_arshkon,2024-04,unknown,2424,elixir,language,0.0
kaggle_arshkon,2024-04,unknown,2424,erlang,language,0.0
kaggle_arshkon,2024-04,unknown,2424,julia,language,0.0
kaggle_arshkon,2024-04,unknown,2424,matlab,language,0.00825082508250825
kaggle_arshkon,2024-04,unknown,2424,r_language,language,0.0297029702970297
kaggle_arshkon,2024-04,unknown,2424,html,other,0.09034653465346534
kaggle_arshkon,2024-04,unknown,2424,css,other,0.023514851485148515
kaggle_arshkon,2024-04,unknown,2424,sass,other,0.006600660066006601
kaggle_arshkon,2024-04,unknown,2424,less,other,0.0020627062706270625
kaggle_arshkon,2024-04,unknown,2424,react,frontend,0.041666666666666664
kaggle_arshkon,2024-04,unknown,2424,react_native,frontend,0.00041254125412541255
kaggle_arshkon,2024-04,unknown,2424,angular,frontend,0.08952145214521452
kaggle_arshkon,2024-04,unknown,2424,vue,frontend,0.01155115511551155
kaggle_arshkon,2024-04,unknown,2424,nextjs,frontend,0.010313531353135313
kaggle_arshkon,2024-04,unknown,2424,svelte,frontend,0.0008250825082508251
kaggle_arshkon,2024-04,unknown,2424,redux,frontend,0.0024752475247524753
kaggle_arshkon,2024-04,unknown,2424,webpack,frontend,0.008663366336633664
kaggle_arshkon,2024-04,unknown,2424,vite,frontend,0.0008250825082508251
kaggle_arshkon,2024-04,unknown,2424,storybook,frontend,0.0012376237623762376
kaggle_arshkon,2024-04,unknown,2424,tailwind,frontend,0.00041254125412541255
kaggle_arshkon,2024-04,unknown,2424,bootstrap,frontend,0.012376237623762377
kaggle_arshkon,2024-04,unknown,2424,material_ui,frontend,0.0
kaggle_arshkon,2024-04,unknown,2424,nodejs,backend,0.05693069306930693
kaggle_arshkon,2024-04,unknown,2424,express,backend,0.0049504950495049506
kaggle_arshkon,2024-04,unknown,2424,nestjs,backend,0.0012376237623762376
kaggle_arshkon,2024-04,unknown,2424,django,backend,0.01773927392739274
kaggle_arshkon,2024-04,unknown,2424,django_rest_framework,backend,0.0
kaggle_arshkon,2024-04,unknown,2424,flask,backend,0.01608910891089109
kaggle_arshkon,2024-04,unknown,2424,spring,backend,0.014438943894389438
kaggle_arshkon,2024-04,unknown,2424,spring_boot,backend,0.00041254125412541255
kaggle_arshkon,2024-04,unknown,2424,dotnet,backend,0.013201320132013201
kaggle_arshkon,2024-04,unknown,2424,aspnet,backend,0.02145214521452145
kaggle_arshkon,2024-04,unknown,2424,rails,backend,0.0020627062706270625
kaggle_arshkon,2024-04,unknown,2424,laravel,backend,0.006188118811881188
kaggle_arshkon,2024-04,unknown,2424,fastapi,backend,0.005363036303630363
kaggle_arshkon,2024-04,unknown,2424,phoenix,backend,0.00041254125412541255
kaggle_arshkon,2024-04,unknown,2424,tornado,backend,0.0
kaggle_arshkon,2024-04,unknown,2424,bottle,backend,0.00041254125412541255
kaggle_arshkon,2024-04,unknown,2424,grpc,backend,0.005363036303630363
kaggle_arshkon,2024-04,unknown,2424,graphql,backend,0.020627062706270627
kaggle_arshkon,2024-04,unknown,2424,rest_api,backend,0.010726072607260726
kaggle_arshkon,2024-04,unknown,2424,microservices,backend,0.0688943894389439
kaggle_arshkon,2024-04,unknown,2424,event_driven,backend,0.0
kaggle_arshkon,2024-04,unknown,2424,oauth,backend,0.01608910891089109
kaggle_arshkon,2024-04,unknown,2424,sql,data,0.26113861386138615
kaggle_arshkon,2024-04,unknown,2424,postgresql,data,0.052805280528052806
kaggle_arshkon,2024-04,unknown,2424,mysql,data,0.04249174917491749
kaggle_arshkon,2024-04,unknown,2424,sqlite,data,0.004537953795379538
kaggle_arshkon,2024-04,unknown,2424,mongodb,data,0.0037128712871287127
kaggle_arshkon,2024-04,unknown,2424,redis,data,0.0024752475247524753
kaggle_arshkon,2024-04,unknown,2424,cassandra,data,0.014438943894389438
kaggle_arshkon,2024-04,unknown,2424,kafka,data,0.05734323432343234
kaggle_arshkon,2024-04,unknown,2424,spark,data,0.009900990099009901
kaggle_arshkon,2024-04,unknown,2424,hadoop,data,0.026815181518151814
kaggle_arshkon,2024-04,unknown,2424,hive,data,0.0033003300330033004
kaggle_arshkon,2024-04,unknown,2424,presto,data,0.0020627062706270625
kaggle_arshkon,2024-04,unknown,2424,trino,data,0.0016501650165016502
kaggle_arshkon,2024-04,unknown,2424,snowflake,data,0.008663366336633664
kaggle_arshkon,2024-04,unknown,2424,databricks,data,0.004125412541254125
kaggle_arshkon,2024-04,unknown,2424,dbt,data,0.0
kaggle_arshkon,2024-04,unknown,2424,elasticsearch,data,0.01155115511551155
kaggle_arshkon,2024-04,unknown,2424,airflow,data,0.018976897689768978
kaggle_arshkon,2024-04,unknown,2424,luigi,data,0.0008250825082508251
kaggle_arshkon,2024-04,unknown,2424,airbyte,data,0.0
kaggle_arshkon,2024-04,unknown,2424,delta_lake,data,0.0
kaggle_arshkon,2024-04,unknown,2424,tableau,data,0.011138613861386138
kaggle_arshkon,2024-04,unknown,2424,powerbi,data,0.00041254125412541255
kaggle_arshkon,2024-04,unknown,2424,looker,data,0.0020627062706270625
kaggle_arshkon,2024-04,unknown,2424,superset,data,0.0
kaggle_arshkon,2024-04,unknown,2424,metabase,data,0.0
kaggle_arshkon,2024-04,unknown,2424,bigquery,data,0.007425742574257425
kaggle_arshkon,2024-04,unknown,2424,redshift,data,0.013613861386138614
kaggle_arshkon,2024-04,unknown,2424,aws,cloud_devops,0.25495049504950495
kaggle_arshkon,2024-04,unknown,2424,azure,cloud_devops,0.037541254125412545
kaggle_arshkon,2024-04,unknown,2424,gcp,cloud_devops,0.06518151815181518
kaggle_arshkon,2024-04,unknown,2424,kubernetes,cloud_devops,0.11427392739273927
kaggle_arshkon,2024-04,unknown,2424,docker,cloud_devops,0.012376237623762377
kaggle_arshkon,2024-04,unknown,2424,terraform,cloud_devops,0.014026402640264026
kaggle_arshkon,2024-04,unknown,2424,ansible,cloud_devops,0.005363036303630363
kaggle_arshkon,2024-04,unknown,2424,helm,cloud_devops,0.00041254125412541255
kaggle_arshkon,2024-04,unknown,2424,jenkins,cloud_devops,0.009488448844884489
kaggle_arshkon,2024-04,unknown,2424,github_actions,cloud_devops,0.00041254125412541255
kaggle_arshkon,2024-04,unknown,2424,gitlab_ci,cloud_devops,0.0
kaggle_arshkon,2024-04,unknown,2424,circleci,cloud_devops,0.0020627062706270625
kaggle_arshkon,2024-04,unknown,2424,argo_cd,cloud_devops,0.0016501650165016502
kaggle_arshkon,2024-04,unknown,2424,openshift,cloud_devops,0.01485148514851485
kaggle_arshkon,2024-04,unknown,2424,nomad,cloud_devops,0.00041254125412541255
kaggle_arshkon,2024-04,unknown,2424,prometheus,cloud_devops,0.00041254125412541255
kaggle_arshkon,2024-04,unknown,2424,grafana,cloud_devops,0.0024752475247524753
kaggle_arshkon,2024-04,unknown,2424,datadog,cloud_devops,0.0012376237623762376
kaggle_arshkon,2024-04,unknown,2424,new_relic,cloud_devops,0.0
kaggle_arshkon,2024-04,unknown,2424,splunk,cloud_devops,0.02557755775577558
kaggle_arshkon,2024-04,unknown,2424,opentelemetry,cloud_devops,0.0
kaggle_arshkon,2024-04,unknown,2424,linux,cloud_devops,0.033003300330033
kaggle_arshkon,2024-04,unknown,2424,bash,cloud_devops,0.007838283828382838
kaggle_arshkon,2024-04,unknown,2424,git,cloud_devops,0.03547854785478548
kaggle_arshkon,2024-04,unknown,2424,serverless,cloud_devops,0.025165016501650164
kaggle_arshkon,2024-04,unknown,2424,cloudformation,cloud_devops,0.013201320132013201
kaggle_arshkon,2024-04,unknown,2424,pulumi,cloud_devops,0.0
kaggle_arshkon,2024-04,unknown,2424,junit,method_testing,0.019389438943894388
kaggle_arshkon,2024-04,unknown,2424,pytest,method_testing,0.0028877887788778876
kaggle_arshkon,2024-04,unknown,2424,jest,method_testing,0.009488448844884489
kaggle_arshkon,2024-04,unknown,2424,mocha,method_testing,0.0033003300330033004
kaggle_arshkon,2024-04,unknown,2424,chai,method_testing,0.00041254125412541255
kaggle_arshkon,2024-04,unknown,2424,selenium,method_testing,0.02433993399339934
kaggle_arshkon,2024-04,unknown,2424,cypress,method_testing,0.0012376237623762376
kaggle_arshkon,2024-04,unknown,2424,playwright,method_testing,0.005775577557755775
kaggle_arshkon,2024-04,unknown,2424,tdd,method_testing,0.015264026402640265
kaggle_arshkon,2024-04,unknown,2424,agile,method_testing,0.03341584158415842
kaggle_arshkon,2024-04,unknown,2424,scrum,method_testing,0.08044554455445545
kaggle_arshkon,2024-04,unknown,2424,kanban,method_testing,0.010726072607260726
kaggle_arshkon,2024-04,unknown,2424,ci_cd,method_testing,0.1476897689768977
kaggle_arshkon,2024-04,unknown,2424,code_review,method_testing,0.0
kaggle_arshkon,2024-04,unknown,2424,pair_programming,method_testing,0.00041254125412541255
kaggle_arshkon,2024-04,unknown,2424,unit_testing,method_testing,0.0
kaggle_arshkon,2024-04,unknown,2424,integration_testing,method_testing,0.0
kaggle_arshkon,2024-04,unknown,2424,bdd,method_testing,0.011138613861386138
kaggle_arshkon,2024-04,unknown,2424,qa,method_testing,0.04702970297029703
kaggle_arshkon,2024-04,unknown,2424,machine_learning,ai_domain,0.0
kaggle_arshkon,2024-04,unknown,2424,deep_learning,ai_domain,0.0008250825082508251
kaggle_arshkon,2024-04,unknown,2424,data_science,ai_domain,0.00041254125412541255
kaggle_arshkon,2024-04,unknown,2424,statistics,ai_domain,0.0020627062706270625
kaggle_arshkon,2024-04,unknown,2424,nlp,ai_domain,0.0028877887788778876
kaggle_arshkon,2024-04,unknown,2424,computer_vision,ai_domain,0.0
kaggle_arshkon,2024-04,unknown,2424,generative_ai,ai_domain,0.009075907590759076
kaggle_arshkon,2024-04,unknown,2424,tensorflow,ai_domain,0.014026402640264026
kaggle_arshkon,2024-04,unknown,2424,pytorch,ai_domain,0.013201320132013201
kaggle_arshkon,2024-04,unknown,2424,scikit_learn,ai_domain,0.004537953795379538
kaggle_arshkon,2024-04,unknown,2424,pandas,ai_domain,0.008663366336633664
kaggle_arshkon,2024-04,unknown,2424,numpy,ai_domain,0.007013201320132013
kaggle_arshkon,2024-04,unknown,2424,jupyter,ai_domain,0.0033003300330033004
kaggle_arshkon,2024-04,unknown,2424,xgboost,ai_domain,0.0012376237623762376
kaggle_arshkon,2024-04,unknown,2424,lightgbm,ai_domain,0.0
kaggle_arshkon,2024-04,unknown,2424,catboost,ai_domain,0.0
kaggle_arshkon,2024-04,unknown,2424,mlflow,ai_domain,0.0012376237623762376
kaggle_arshkon,2024-04,unknown,2424,kubeflow,ai_domain,0.00041254125412541255
kaggle_arshkon,2024-04,unknown,2424,ray,ai_domain,0.0012376237623762376
kaggle_arshkon,2024-04,unknown,2424,hugging_face,ai_domain,0.0
kaggle_arshkon,2024-04,unknown,2424,openai_api,ai_tool,0.0
kaggle_arshkon,2024-04,unknown,2424,anthropic_api,ai_tool,0.0
kaggle_arshkon,2024-04,unknown,2424,claude_api,ai_tool,0.0
kaggle_arshkon,2024-04,unknown,2424,gemini_api,ai_tool,0.0
kaggle_arshkon,2024-04,unknown,2424,langchain,ai_tool,0.0
kaggle_arshkon,2024-04,unknown,2424,langgraph,ai_tool,0.0
kaggle_arshkon,2024-04,unknown,2424,llamaindex,ai_tool,0.00041254125412541255
kaggle_arshkon,2024-04,unknown,2424,rag,ai_tool,0.0
kaggle_arshkon,2024-04,unknown,2424,vector_db,ai_tool,0.0
kaggle_arshkon,2024-04,unknown,2424,pinecone,ai_tool,0.0
kaggle_arshkon,2024-04,unknown,2424,weaviate,ai_tool,0.0
kaggle_arshkon,2024-04,unknown,2424,chroma,ai_tool,0.0
kaggle_arshkon,2024-04,unknown,2424,milvus,ai_tool,0.0
kaggle_arshkon,2024-04,unknown,2424,faiss,ai_tool,0.0
kaggle_arshkon,2024-04,unknown,2424,prompt_engineering,ai_tool,0.0
kaggle_arshkon,2024-04,unknown,2424,fine_tuning,ai_tool,0.004125412541254125
kaggle_arshkon,2024-04,unknown,2424,mcp,ai_tool,0.0
kaggle_arshkon,2024-04,unknown,2424,llm,ai_tool,0.011138613861386138
kaggle_arshkon,2024-04,unknown,2424,copilot,ai_tool,0.00041254125412541255
kaggle_arshkon,2024-04,unknown,2424,cursor,ai_tool,0.0
kaggle_arshkon,2024-04,unknown,2424,chatgpt,ai_tool,0.0
kaggle_arshkon,2024-04,unknown,2424,claude,ai_tool,0.00041254125412541255
kaggle_arshkon,2024-04,unknown,2424,gemini,ai_tool,0.0
kaggle_arshkon,2024-04,unknown,2424,codex,ai_tool,0.0
kaggle_arshkon,2024-04,unknown,2424,agent,ai_tool,0.0016501650165016502
kaggle_asaniczka,2024-01,junior,158,python,language,0.0379746835443038
kaggle_asaniczka,2024-01,junior,158,java,language,0.06329113924050633
kaggle_asaniczka,2024-01,junior,158,javascript,language,0.2088607594936709
kaggle_asaniczka,2024-01,junior,158,typescript,language,0.05063291139240506
kaggle_asaniczka,2024-01,junior,158,go,language,0.056962025316455694
kaggle_asaniczka,2024-01,junior,158,rust,language,0.0
kaggle_asaniczka,2024-01,junior,158,c_plus_plus,language,0.24050632911392406
kaggle_asaniczka,2024-01,junior,158,c_sharp,language,0.15822784810126583
kaggle_asaniczka,2024-01,junior,158,ruby,language,0.0
kaggle_asaniczka,2024-01,junior,158,kotlin,language,0.012658227848101266
kaggle_asaniczka,2024-01,junior,158,swift,language,0.0
kaggle_asaniczka,2024-01,junior,158,scala,language,0.02531645569620253
kaggle_asaniczka,2024-01,junior,158,php,language,0.0
kaggle_asaniczka,2024-01,junior,158,perl,language,0.0189873417721519
kaggle_asaniczka,2024-01,junior,158,dart,language,0.0
kaggle_asaniczka,2024-01,junior,158,lua,language,0.0
kaggle_asaniczka,2024-01,junior,158,haskell,language,0.0
kaggle_asaniczka,2024-01,junior,158,clojure,language,0.0
kaggle_asaniczka,2024-01,junior,158,elixir,language,0.0
kaggle_asaniczka,2024-01,junior,158,erlang,language,0.0
kaggle_asaniczka,2024-01,junior,158,julia,language,0.0
kaggle_asaniczka,2024-01,junior,158,matlab,language,0.056962025316455694
kaggle_asaniczka,2024-01,junior,158,r_language,language,0.06962025316455696
kaggle_asaniczka,2024-01,junior,158,html,other,0.12025316455696203
kaggle_asaniczka,2024-01,junior,158,css,other,0.0189873417721519
kaggle_asaniczka,2024-01,junior,158,sass,other,0.0
kaggle_asaniczka,2024-01,junior,158,less,other,0.0
kaggle_asaniczka,2024-01,junior,158,react,frontend,0.0
kaggle_asaniczka,2024-01,junior,158,react_native,frontend,0.0
kaggle_asaniczka,2024-01,junior,158,angular,frontend,0.06329113924050633
kaggle_asaniczka,2024-01,junior,158,vue,frontend,0.0
kaggle_asaniczka,2024-01,junior,158,nextjs,frontend,0.012658227848101266
kaggle_asaniczka,2024-01,junior,158,svelte,frontend,0.0
kaggle_asaniczka,2024-01,junior,158,redux,frontend,0.0
kaggle_asaniczka,2024-01,junior,158,webpack,frontend,0.0
kaggle_asaniczka,2024-01,junior,158,vite,frontend,0.0
kaggle_asaniczka,2024-01,junior,158,storybook,frontend,0.006329113924050633
kaggle_asaniczka,2024-01,junior,158,tailwind,frontend,0.0
kaggle_asaniczka,2024-01,junior,158,bootstrap,frontend,0.0189873417721519
kaggle_asaniczka,2024-01,junior,158,material_ui,frontend,0.0
kaggle_asaniczka,2024-01,junior,158,nodejs,backend,0.006329113924050633
kaggle_asaniczka,2024-01,junior,158,express,backend,0.0
kaggle_asaniczka,2024-01,junior,158,nestjs,backend,0.0
kaggle_asaniczka,2024-01,junior,158,django,backend,0.0
kaggle_asaniczka,2024-01,junior,158,django_rest_framework,backend,0.0
kaggle_asaniczka,2024-01,junior,158,flask,backend,0.006329113924050633
kaggle_asaniczka,2024-01,junior,158,spring,backend,0.0
kaggle_asaniczka,2024-01,junior,158,spring_boot,backend,0.0
kaggle_asaniczka,2024-01,junior,158,dotnet,backend,0.006329113924050633
kaggle_asaniczka,2024-01,junior,158,aspnet,backend,0.0379746835443038
kaggle_asaniczka,2024-01,junior,158,rails,backend,0.0
kaggle_asaniczka,2024-01,junior,158,laravel,backend,0.0
kaggle_asaniczka,2024-01,junior,158,fastapi,backend,0.0
kaggle_asaniczka,2024-01,junior,158,phoenix,backend,0.0
kaggle_asaniczka,2024-01,junior,158,tornado,backend,0.0
