tech_a,tech_b,phi,freq_a,freq_b,source,n_rows_capped
java,spring,0.24090583950809294,0.04923010193016699,0.013662979830839297,kaggle_arshkon,4611
javascript,typescript,0.2958745165613813,0.19843851659076123,0.08067664281067013,kaggle_arshkon,4611
javascript,c_sharp,0.16120042419792593,0.19843851659076123,0.11515940143135979,kaggle_arshkon,4611
javascript,html,0.4527470680228843,0.19843851659076123,0.0850140967252223,kaggle_arshkon,4611
javascript,css,0.23753962456352695,0.19843851659076123,0.023205378442854044,kaggle_arshkon,4611
javascript,react,0.19166012309415556,0.19843851659076123,0.04250704836261115,kaggle_arshkon,4611
javascript,angular,0.29420872742341775,0.19843851659076123,0.0988939492517892,kaggle_arshkon,4611
javascript,vue,0.16839088292066534,0.19843851659076123,0.013012361743656473,kaggle_arshkon,4611
javascript,bootstrap,0.1511533224534882,0.19843851659076123,0.014747343309477337,kaggle_arshkon,4611
javascript,nodejs,0.27725937565515124,0.19843851659076123,0.07048362611147256,kaggle_arshkon,4611
typescript,html,0.18666127538198243,0.08067664281067013,0.0850140967252223,kaggle_arshkon,4611
typescript,css,0.1500456629670903,0.08067664281067013,0.023205378442854044,kaggle_arshkon,4611
typescript,react,0.17047291692385916,0.08067664281067013,0.04250704836261115,kaggle_arshkon,4611
typescript,angular,0.17129176786686298,0.08067664281067013,0.0988939492517892,kaggle_arshkon,4611
typescript,nodejs,0.24820967617174192,0.08067664281067013,0.07048362611147256,kaggle_arshkon,4611
typescript,graphql,0.15116371769979126,0.08067664281067013,0.022988505747126436,kaggle_arshkon,4611
typescript,jest,0.19224791228059268,0.08067664281067013,0.014313597918022121,kaggle_arshkon,4611
go,kubernetes,0.23631539241238167,0.07872478854912167,0.1405335068314899,kaggle_arshkon,4611
c_sharp,dotnet,0.25519497536190106,0.11515940143135979,0.01669919757102581,kaggle_arshkon,4611
c_sharp,aspnet,0.37177360812989146,0.11515940143135979,0.025590978095857732,kaggle_arshkon,4611
c_sharp,sql,0.2428340773594201,0.11515940143135979,0.2741270873996964,kaggle_arshkon,4611
scala,sql,0.15367409657904,0.03925395792669703,0.2741270873996964,kaggle_arshkon,4611
scala,kafka,0.19814945815956836,0.03925395792669703,0.06397744523964433,kaggle_arshkon,4611
scala,hadoop,0.32910141779247265,0.03925395792669703,0.02450661461721969,kaggle_arshkon,4611
scala,airflow,0.21939102303941713,0.03925395792669703,0.021036651485577967,kaggle_arshkon,4611
perl,linux,0.17823850969590563,0.013662979830839297,0.029494686618954675,kaggle_arshkon,4611
html,css,0.43334748524608063,0.0850140967252223,0.023205378442854044,kaggle_arshkon,4611
html,angular,0.2063899877312046,0.0850140967252223,0.0988939492517892,kaggle_arshkon,4611
html,aspnet,0.1524951360105226,0.0850140967252223,0.025590978095857732,kaggle_arshkon,4611
css,bootstrap,0.17234740185276728,0.023205378442854044,0.014747343309477337,kaggle_arshkon,4611
react,angular,0.15706790718750097,0.04250704836261115,0.0988939492517892,kaggle_arshkon,4611
react,nodejs,0.15617236921780256,0.04250704836261115,0.07048362611147256,kaggle_arshkon,4611
react,jest,0.1646659398185433,0.04250704836261115,0.014313597918022121,kaggle_arshkon,4611
angular,vue,0.20556437355089272,0.0988939492517892,0.013012361743656473,kaggle_arshkon,4611
angular,bootstrap,0.18849577345900229,0.0988939492517892,0.014747343309477337,kaggle_arshkon,4611
angular,nodejs,0.1926060230219552,0.0988939492517892,0.07048362611147256,kaggle_arshkon,4611
vue,nodejs,0.15529424221874524,0.013012361743656473,0.07048362611147256,kaggle_arshkon,4611
nodejs,serverless,0.1612907838891812,0.07048362611147256,0.022988505747126436,kaggle_arshkon,4611
nodejs,jest,0.1594148141987843,0.07048362611147256,0.014313597918022121,kaggle_arshkon,4611
django,flask,0.4269713077496237,0.016048579483842983,0.013012361743656473,kaggle_arshkon,4611
spring,kafka,0.16008451755245406,0.013662979830839297,0.06397744523964433,kaggle_arshkon,4611
aspnet,sql,0.15287273721191347,0.025590978095857732,0.2741270873996964,kaggle_arshkon,4611
graphql,jest,0.17644411301374605,0.022988505747126436,0.014313597918022121,kaggle_arshkon,4611
microservices,kubernetes,0.16358762590872009,0.08674907829104316,0.1405335068314899,kaggle_arshkon,4611
sql,airflow,0.15045431760465625,0.2741270873996964,0.021036651485577967,kaggle_arshkon,4611
postgresql,mysql,0.315257716277131,0.060073736716547387,0.04207330297115593,kaggle_arshkon,4611
postgresql,aws,0.16922831530749058,0.060073736716547387,0.2723921058338755,kaggle_arshkon,4611
cassandra,kafka,0.1600845175524543,0.013662979830839297,0.06397744523964433,kaggle_arshkon,4611
kafka,hadoop,0.19929940078328148,0.06397744523964433,0.02450661461721969,kaggle_arshkon,4611
kafka,elasticsearch,0.16519721314623279,0.06397744523964433,0.012144870960746042,kaggle_arshkon,4611
kafka,kubernetes,0.19518532189613683,0.06397744523964433,0.1405335068314899,kaggle_arshkon,4611
hadoop,airflow,0.17224867175444025,0.02450661461721969,0.021036651485577967,kaggle_arshkon,4611
hadoop,tableau,0.15050369950492098,0.02450661461721969,0.013662979830839297,kaggle_arshkon,4611
airflow,tableau,0.16500053555117952,0.021036651485577967,0.013662979830839297,kaggle_arshkon,4611
airflow,redshift,0.191711787865131,0.021036651485577967,0.016916070266753416,kaggle_arshkon,4611
redshift,aws,0.17661485323482792,0.016916070266753416,0.2723921058338755,kaggle_arshkon,4611
aws,gcp,0.29418232942491057,0.2723921058338755,0.07265235306874865,kaggle_arshkon,4611
aws,kubernetes,0.31186370356727905,0.2723921058338755,0.1405335068314899,kaggle_arshkon,4611
aws,serverless,0.192192049162073,0.2723921058338755,0.022988505747126436,kaggle_arshkon,4611
aws,cloudformation,0.18619754808559222,0.2723921058338755,0.015614834092387769,kaggle_arshkon,4611
aws,ci_cd,0.25178160080437273,0.2723921058338755,0.16785946649316852,kaggle_arshkon,4611
gcp,kubernetes,0.25705050482402714,0.07265235306874865,0.1405335068314899,kaggle_arshkon,4611
kubernetes,splunk,0.1599810130447007,0.1405335068314899,0.02277163305139883,kaggle_arshkon,4611
kubernetes,ci_cd,0.265855772800117,0.1405335068314899,0.16785946649316852,kaggle_arshkon,4611
openshift,bdd,0.18922781701377464,0.01626545217957059,0.012144870960746042,kaggle_arshkon,4611
junit,selenium,0.27491966869915135,0.02168726957276079,0.02450661461721969,kaggle_arshkon,4611
selenium,bdd,0.18731904063163254,0.02450661461721969,0.012144870960746042,kaggle_arshkon,4611
selenium,qa,0.24830930033963095,0.02450661461721969,0.05161570158317068,kaggle_arshkon,4611
tdd,bdd,0.399421064544301,0.01951854261548471,0.012144870960746042,kaggle_arshkon,4611
agile,scrum,0.3844626797214266,0.03469963131641726,0.09282151377141618,kaggle_arshkon,4611
scrum,kanban,0.2715788497531425,0.09282151377141618,0.012144870960746042,kaggle_arshkon,4611
generative_ai,tensorflow,0.3260869997777755,0.010843634786380394,0.01865105183257428,kaggle_arshkon,4611
generative_ai,pytorch,0.350595585968052,0.010843634786380394,0.019301669919757104,kaggle_arshkon,4611
generative_ai,llm,0.32223887343209656,0.010843634786380394,0.015831706788115376,kaggle_arshkon,4611
tensorflow,pytorch,0.7962540518113597,0.01865105183257428,0.019301669919757104,kaggle_arshkon,4611
pytorch,llm,0.1968858593045285,0.019301669919757104,0.015831706788115376,kaggle_arshkon,4611
