corpus_group,n,mean_chars_role_summary,mean_chars_responsibilities,mean_chars_requirements,mean_chars_preferred,mean_chars_benefits,mean_chars_about_company,mean_chars_legal_eeo,mean_chars_unclassified,median_chars_role_summary,median_chars_responsibilities,median_chars_requirements,median_chars_preferred,median_chars_benefits,median_chars_about_company,median_chars_legal_eeo,median_chars_unclassified,mean_char_len,median_char_len,mean_prop_core_req_resp_pref,mean_prop_boilerplate,explicit_section_share
arshkon_2024,4653,191.83644960240704,113.99011390500752,273.05802707930366,1.440575972490866,0.2559638942617666,0.0,1.0702772404900065,264.832796045562,61.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,902.1289490651193,823.0,0.35936956683811266,0.001022942850688995,0.6148721255104234
asaniczka_2024,16992,238.77336393596985,120.47016242937853,357.68149717514126,1.473987758945386,0.22763653483992466,0.0,0.3339218455743879,159.5505532015066,141.0,0.0,235.0,0.0,0.0,0.0,0.0,0.0,958.0014712806027,874.0,0.43685828322056025,0.0006493094006386824,0.7594750470809792
scraped_2026,12456,274.218368657675,146.02994540783558,354.54664418754015,0.6673089274245344,0.2766538214515093,0.0,1.4020552344251767,229.43778098908157,162.0,0.0,249.0,0.0,0.0,0.0,0.0,0.0,1094.2236673089274,1011.0,0.414607894240599,0.0013233654323626565,0.7361111111111112
pooled_2024,21645,228.6833910833911,119.07715407715408,339.49009009009006,1.466805266805267,0.23372603372603373,0.0,0.4922152922152922,182.1829521829522,124.0,0.0,203.0,0.0,0.0,0.0,0.0,0.0,945.9906213906214,864.0,0.42020062568637256,0.0007296289406287081,0.7283899283899284
