metro_area,year,archetype_name,share
San Francisco Bay Area,2024,Data Engineering / ETL,0.019498607242339833
San Francisco Bay Area,2026,Generic Workflow / Admin,0.2222956598369685
San Francisco Bay Area,2026,Embedded / Firmware,0.1337298964529632
San Francisco Bay Area,2026,AI / LLM workflows,0.126679885437321
San Francisco Bay Area,2026,Backend / API,0.10927517074245428
San Francisco Bay Area,2026,DevOps / Tooling,0.0610266578541529
San Francisco Bay Area,2026,Requirements / Compliance,0.060586032165675256
San Francisco Bay Area,2026,DevOps / Infra,0.05309539546155541
San Francisco Bay Area,2026,Cross-functional / Delivery,0.04406256884776383
San Francisco Bay Area,2026,Embedded / Systems,0.04340163031504737
San Francisco Bay Area,2026,Requirements / Boilerplate,0.036351619299405155
San Francisco Bay Area,2026,Mobile / iOS,0.02775941837409121
San Francisco Bay Area,2026,Frontend / Angular,0.02467503855474774
San Francisco Bay Area,2026,Backend / Data Platform,0.024014100022031283
San Francisco Bay Area,2026,Frontend / Web,0.018726591760299626
San Francisco Bay Area,2026,Data Engineering / ETL,0.014320334875523243
Seattle Metro,2024,Embedded / Firmware,0.24277456647398843
Seattle Metro,2024,Requirements / Compliance,0.14450867052023122
Seattle Metro,2024,Requirements / Boilerplate,0.11560693641618497
Seattle Metro,2024,DevOps / Infra,0.07514450867052024
Seattle Metro,2024,Generic Workflow / Admin,0.06936416184971098
Seattle Metro,2024,Embedded / Systems,0.06358381502890173
Seattle Metro,2024,Data Engineering / ETL,0.06358381502890173
Seattle Metro,2024,Cross-functional / Delivery,0.05202312138728324
Seattle Metro,2024,Frontend / Angular,0.046242774566473986
Seattle Metro,2024,Backend / API,0.03468208092485549
Seattle Metro,2024,Frontend / Web,0.028901734104046242
Seattle Metro,2024,Backend / Data Platform,0.028901734104046242
Seattle Metro,2024,DevOps / Tooling,0.017341040462427744
Seattle Metro,2024,AI / LLM workflows,0.011560693641618497
Seattle Metro,2024,Mobile / iOS,0.005780346820809248
Seattle Metro,2026,Embedded / Firmware,0.3491358024691358
Seattle Metro,2026,Generic Workflow / Admin,0.11012345679012346
Seattle Metro,2026,Requirements / Compliance,0.10864197530864197
Seattle Metro,2026,AI / LLM workflows,0.08938271604938272
Seattle Metro,2026,DevOps / Tooling,0.04839506172839506
Seattle Metro,2026,Embedded / Systems,0.04691358024691358
Seattle Metro,2026,DevOps / Infra,0.04246913580246914
Seattle Metro,2026,Requirements / Boilerplate,0.03358024691358025
Seattle Metro,2026,Backend / API,0.03209876543209877
Seattle Metro,2026,Cross-functional / Delivery,0.03160493827160494
Seattle Metro,2026,Data Engineering / ETL,0.027160493827160494
Seattle Metro,2026,Frontend / Web,0.023209876543209877
Seattle Metro,2026,Backend / Data Platform,0.022222222222222223
Seattle Metro,2026,Mobile / iOS,0.018271604938271607
Seattle Metro,2026,Frontend / Angular,0.016790123456790124
Washington DC Metro,2024,Requirements / Compliance,0.308
Washington DC Metro,2024,Backend / Data Platform,0.112
Washington DC Metro,2024,DevOps / Infra,0.092
Washington DC Metro,2024,Requirements / Boilerplate,0.072
Washington DC Metro,2024,Cross-functional / Delivery,0.068
Washington DC Metro,2024,Frontend / Angular,0.056
Washington DC Metro,2024,Embedded / Firmware,0.056
Washington DC Metro,2024,Data Engineering / ETL,0.044
Washington DC Metro,2024,Frontend / Web,0.044
Washington DC Metro,2024,DevOps / Tooling,0.04
Washington DC Metro,2024,AI / LLM workflows,0.04
Washington DC Metro,2024,Backend / API,0.036
Washington DC Metro,2024,Generic Workflow / Admin,0.016
Washington DC Metro,2024,Mobile / iOS,0.008
Washington DC Metro,2024,Embedded / Systems,0.008
Washington DC Metro,2026,Requirements / Compliance,0.3221476510067114
Washington DC Metro,2026,DevOps / Infra,0.10477255779269203
Washington DC Metro,2026,DevOps / Tooling,0.08762117822520507
Washington DC Metro,2026,AI / LLM workflows,0.07568978374347501
Washington DC Metro,2026,Frontend / Web,0.06152125279642058
Washington DC Metro,2026,Cross-functional / Delivery,0.05853840417598807
Washington DC Metro,2026,Backend / Data Platform,0.05480984340044743
Washington DC Metro,2026,Embedded / Firmware,0.04697986577181208
Washington DC Metro,2026,Data Engineering / ETL,0.040268456375838924
Washington DC Metro,2026,Generic Workflow / Admin,0.03355704697986577
Washington DC Metro,2026,Frontend / Angular,0.03243847874720358
Washington DC Metro,2026,Backend / API,0.029082774049217
Washington DC Metro,2026,Requirements / Boilerplate,0.025727069351230425
Washington DC Metro,2026,Embedded / Systems,0.01715137956748695
Washington DC Metro,2026,Mobile / iOS,0.009694258016405667
