topic_id,pct_2024_avg,pct_2026,change_pp,name,top_terms
3,0.2597402597402597,5.717798954810944,5.458058695070685,Cluster (great),"great, culture, want, fintech, company"
8,0.23036487322201607,4.764832462342453,4.534467589120437,Cluster (dice),"dice, careers client, following apply, experts stage, leading career"
12,0.6516697588126159,3.2277897325545655,2.5761199737419496,Cluster (banking),"banking, financial, qualifications capabilities, capabilities skills, jpmorganchase"
22,0.032467532467532464,2.551490931447894,2.519023398980362,ML/AI Engineering,"ai, agents, agentic, agent, workflows"
19,0.24969078540507111,2.6437134952351675,2.3940227098300966,Cluster (power platform),"power platform, trimble, cybersecurity, power, cryptography"
13,0.7397959183673469,2.766676913618199,2.0268809952508517,Security Engineering,"cyber, clearance, security, security clearance, cybersecurity"
31,0.08116883116883117,1.9981555487242546,1.9169867175554234,Cluster (annotation),"annotation, 2040, evaluation workflows, data annotation, job connects"
21,0.36641929499072357,2.2440823854903167,1.8776630904995932,Cluster (advertising),"advertising, ads, ad, disney, advertisers"
20,0.5094310451453308,2.05963725791577,1.5502062127704392,Cluster (healthcare),"healthcare, clinical, patients, patient, care"
26,0.46382189239332094,1.9059329849369815,1.4421110925436604,Cluster (energy),"energy, billions users, networking data, display leadership, project critical"
28,0.3927025355596784,1.6600061481709192,1.267303612611241,Cluster (16000000 usd),"16000000 usd, stellar, 16000000, wms, booz allen"
65,0.0,1.1988933292345527,1.1988933292345527,ML/AI Engineering,"akamai, csp, ai, observability, pioneers"
52,0.16542980828695114,1.3218567476175838,1.1564269393306326,Cluster (wa usa),"wa usa, eligible based, available eligible, package available, based employees"
48,0.16233766233766234,1.291115893021826,1.1287782306841638,Cluster (spacecraft),"spacecraft, satellites, satellite, space, itar"
72,0.0,1.1066707654472794,1.1066707654472794,Cluster (usa base),"usa base, buy, responses, spending, coding software"
38,0.30844155844155846,1.3833384568090994,1.0748968983675409,Cluster (jobs),"jobs, agencies marketing, jobs staffing, promotes jobs, redirects job"
69,0.032467532467532464,1.0759299108515217,1.0434623783839891,ML/AI Engineering,"human capital, ai, data ai, ai engineer, ai engineering"
25,0.8039579468150896,1.8137104211497077,1.009752474334618,ML/AI Engineering,"ai, ml, inference, models, machine"
74,0.06802721088435373,1.0759299108515217,1.0079026999671679,ML/AI Engineering,"agentic, ai, rag, generative, llms"
79,0.016233766233766232,1.014448201660006,0.9982144354262398,Cluster (merchants),"merchants, merchants consumers, paypal, belonging, consumers"
56,0.12987012987012986,1.1066707654472794,0.9768006355771495,Cluster (anduril),"anduril, ubuntu, caution, parenting, health resources"
29,0.6679035250463822,1.5985244389794036,0.9306209139330214,Cluster (lean),"lean, audio, game, product engineering, supportable"
75,0.08426097711811997,1.014448201660006,0.9301872245418861,Cluster (autonomous),"autonomous, autonomous driving, driver, vehicle, selfdriving"
90,0.06493506493506493,0.8300030740854596,0.7650680091503946,ML/AI Engineering,"sales performance, agent, ai, canvas, reps"
46,0.41202844774273345,1.0759299108515217,0.6639014631087883,Cluster (pwc),"pwc, data analytics, data architecture, akkodis, forth following"
87,0.16542980828695114,0.7377805102981863,0.5723507020112351,Cluster (payment),"payment, stack ai, payments, easy apply, ai engineer"
84,0.16233766233766234,0.6762988011066707,0.5139611387690084,Cluster (amazon),"amazon, diverse experiences, usd annually, years noninternship, noninternship"
32,0.7815398886827458,1.2603750384260684,0.47883514974332253,Cloud/Infrastructure,"cloud, infrastructure, cloud engineer, hybrid cloud, cloud engineering"
86,0.1978973407544836,0.6762988011066707,0.4784014603521871,Cluster (certified safe),"certified safe, tax, certified, graphql, cpa"
82,0.3014842300556586,0.7377805102981863,0.43629628024252765,Cluster (people connect),"people connect, gender, screens, way people, sexual"
35,0.923778602350031,1.3525976022133415,0.4288189998633105,Cloud/Infrastructure,"aws, terraform, infrastructure, cloud, infrastructure code"
78,0.3339517625231911,0.7070396557024285,0.37308789317923746,ML/AI Engineering,"machine learning, machine, learning, learning engineer, deep learning"
80,0.2435064935064935,0.5840762373193975,0.340569743812904,Cluster (robotics),"robotics, robotic, robot, robots, perception"
18,1.2840136054421767,1.5985244389794036,0.31451083353722686,Cluster (easy apply),"easy apply, easy, demonstrated experience, apply clicking, apply button"
92,0.21103896103896103,0.522594528127882,0.31155556708892096,Cloud/Infrastructure,"kubernetes, kubernetes platform, container, control plane, plane"
27,0.8371985157699444,1.1066707654472794,0.26947224967733496,Cluster (geographic market),"geographic market, geographic, highest geographic, outside california, lowest geographic"
60,0.3764687693259122,0.6148170919151552,0.238348322589243,QA/Testing,"assurance, genai, quality, quality assurance, audits"
53,0.5449907235621521,0.768521364893944,0.2235306413317919,Mobile Development,"mobile, android, app, ios, kotlin"
93,0.2435064935064935,0.46111281893636646,0.21760632542987296,Cluster (fleet),"fleet, vehicle, toyota, connected vehicle, browser"
24,1.257730364873222,1.4448201660006148,0.1870898011273927,Cluster (azure),"azure, azure data, data factory, synapse, using azure"
83,0.47000618429189855,0.6148170919151552,0.14481090762325666,Cluster (trading),"trading, traders, electronic trading, trading systems, trading firm"
70,0.5349412492269635,0.6148170919151552,0.0798758426881917,Cluster (azure),"azure, microsoft, active directory, directory, azure devops"
37,1.0374149659863945,1.0759299108515217,0.03851494486512719,Platform/SRE,"identity security, notification, editorial, identity, platform"
64,0.42207792207792205,0.3996311097448509,-0.022446812333071164,Cluster (early engineering),"early engineering, abstractions, sophisticated ml, quickbooks, tech product"
89,0.48314780457637596,0.43037196434060865,-0.05277584023576731,Cluster (ruby rails),"ruby rails, rails, ruby, django, experience ruby"
67,0.5480828695114409,0.49185367353212417,-0.05622919597931675,Cluster (position posted),"position posted, typescript sql, javascript java, sql python, candidates hired"
76,0.5480828695114409,0.43037196434060865,-0.11771090517083227,Platform/SRE,"maintenance, equipment, optical, plant, reliability"
30,1.238404452690167,1.1066707654472794,-0.1317336872428876,Cloud/Infrastructure,"devops, devops engineer, gitlab, cicd, delivery center"
81,0.5125231910946197,0.33814940055333537,-0.17437379054128438,Cloud/Infrastructure,"senior devops, devops engineer, monitoring logging, devops, development operations"
4,2.4884044526901667,2.305564094681832,-0.18284035800833465,Cluster (martin),"martin, lockheed, lockheed martin, flight, aircraft"
85,0.46072974644403214,0.27666769136181985,-0.1840620550822123,Cluster (medical device),"medical device, medical, device, device software, surgical"
91,0.5674087816944959,0.33814940055333537,-0.22925938114116057,Cluster (servicenow),"servicenow, itsm, servicenow platform, cmdb, itom"
45,0.7884972170686456,0.522594528127882,-0.26590268894076363,Frontend/Web,"frontend, react, quality features, reactjs workflows, mui"
55,0.6393011750154607,0.3688902551490931,-0.27041091986636756,Cluster (senior systems),"senior systems, electrical, verification, train control, mechanical"
33,1.112399505256648,0.8300030740854596,-0.2823964311711884,Mobile Development,"android, kotlin, android applications, mobile, android developer"
58,0.7490723562152133,0.46111281893636646,-0.2879595372788468,ML/AI Engineering,"ml, machine learning, ml models, machine, learning"
66,0.5194805194805194,0.18444512757454656,-0.33503539190597287,Cluster (server infrastructure),"server infrastructure, server, engineer requires, years following, infrastructure engineer"
43,1.1054421768707483,0.768521364893944,-0.33692081197680435,Platform/SRE,"sre, site reliability, reliability engineer, reliability, service level"
61,0.8557513914656771,0.49185367353212417,-0.36389771793355297,Mobile Development,"ios, swift, ios applications, swiftui, using swift"
44,1.1054421768707483,0.7070396557024285,-0.39840252116831976,Cluster (oracle),"oracle, attainment, incentive, ncino, students"
88,0.506338899196042,0.09222256378727328,-0.41411633540876874,Cluster (redshift snowflake),"redshift snowflake, lead data, aws microsoft, cloud years, azure google"
50,0.9114100185528757,0.43037196434060865,-0.4810380542122671,Technical Leadership,"lead software, lead, bms, scout, companywide"
57,0.9724799010513296,0.46111281893636646,-0.5113670821149632,QA/Testing,"qa, qa engineer, testing, test, quality assurance"
41,1.0443722943722944,0.522594528127882,-0.5217777662444124,Frontend/Web,"backend, developers expected, developers, apis, react"
68,0.6910946196660482,0.12296341838303104,-0.5681312012830172,Cluster (streaming data),"streaming data, cassandra, data services, zookeeper, scale realtime"
54,0.8596165739022881,0.27666769136181985,-0.5829488825404683,Technical Leadership,"operational stability, evaluation sessions, startups internal, vendors startups, lead"
63,0.9724799010513296,0.3688902551490931,-0.6035896459022365,Frontend/Web,"react, reactjs, react developer, redux, react js"
71,0.8333333333333334,0.21518598217030432,-0.6181473511630291,Cluster (aem),"aem, saas, experience sponsor, trimble, demonstrated hands"
73,0.8333333333333334,0.21518598217030432,-0.6181473511630291,Frontend/Web,"angular, using angular, angularjs, rxjs, frontend"
51,1.0474644403215831,0.3688902551490931,-0.67857418517249,Cloud/Infrastructure,"mulesoft, ansible, devops, terraform, bash perl"
62,1.0211811997526283,0.27666769136181985,-0.7445135083908085,Cloud/Infrastructure,"cloud distributed, aws, lambda, data stored, webbased user"
59,0.8758503401360545,0.12296341838303104,-0.7528869217530234,Cluster (programmer analyst),"programmer analyst, programmer, analyst, senior software, senior"
17,1.434755720470006,0.6148170919151552,-0.8199386285548509,Cluster (systems engineering),"systems engineering, bae, clearance, bae systems, navy"
36,1.5074211502782933,0.6762988011066707,-0.8311223491716225,QA/Testing,"selenium, automation, test automation, automation frameworks, test"
47,1.3064316635745208,0.43037196434060865,-0.8760596992339121,Cluster (agile),"agile, scrum, coach, high quality, scrum master"
49,1.0026283240568954,0.09222256378727328,-0.910405760269622,Frontend/Web,"php, nodejs typescript, nodejs, ensuring high, typescript"
40,1.0644712430426715,0.12296341838303104,-0.9415078246596404,Cluster (people management),"people management, meet regulatory, years people, regulatory needs, technology projects"
39,1.345856524427953,0.3688902551490931,-0.9769662692788599,Cluster (existing software),"existing software, development process, software, software development, existing"
23,1.498917748917749,0.46111281893636646,-1.0378049299813825,Cluster (simulator),"simulator, dod, clearance, electrical, security clearance"
34,1.4432591218305504,0.3996311097448509,-1.0436280120856996,QA/Testing,"test, test engineer, test equipment, labview, equipment"
0,7.663110698824983,6.578542883492161,-1.0845678153328224,Data Engineering,"data, data engineer, data engineering, snowflake, analytics"
42,1.468769325912183,0.3074085459575776,-1.1613607799546055,QA/Testing,"test, test cases, testing, manual, test automation"
77,1.5290661719233147,0.33814940055333537,-1.1909167713699793,Cluster (chatbots),"chatbots, javascript html, ai chatbots, python javascript, train ai"
16,1.8266852195423624,0.46111281893636646,-1.365572400605996,Cluster (clearance),"clearance, tssci, swe, polygraph, hii"
5,3.492578849721707,1.7522287119581925,-1.7403501377635147,Embedded/Systems,"embedded, firmware, embedded software, embedded systems, rtos"
11,2.8014842300556584,0.9837073470642483,-1.81777688299141,Frontend/Web,"frontend, drupal, web, css, javascript"
7,3.466295609152752,1.3833384568090994,-2.0829571523436528,Cluster (manufacturing),"manufacturing, sales, equipment, mechanical, drawings"
15,2.6360544217687076,0.49185367353212417,-2.1442007482365835,Cluster (salesforce),"salesforce, lightning, salesforce developer, lightning web, developer"
14,2.4690785405071116,0.24592683676606208,-2.2231517037410495,Cluster (systems engineering),"systems engineering, systems engineer, requirements, dod, clearance"
1,5.4854669140383425,3.0433446049800184,-2.442122309058324,Backend/API,"spring, spring boot, boot, java, java spring"
6,3.797155225726654,1.2296341838303104,-2.5675210418963434,Cluster (project),"project, software development, issues, business, develops"
