topic_id,archetype,pct_2024_avg,pct_2026,change_pp
3,ML/AI Engineering,4.155071119356834,26.529357516138948,22.374286396782114
11,Benefits-Heavy Postings,0.0,1.1066707654472794,1.1066707654472794
6,AI-Focused Engineering,0.30844155844155846,1.3833384568090994,1.0748968983675409
8,General SWE (anduril),0.12987012987012986,1.1066707654472794,0.9768006355771495
7,General SWE (pwc),0.41202844774273345,1.0759299108515217,0.6639014631087883
13,General SWE (certified safe),0.1978973407544836,0.6762988011066707,0.4784014603521871
5,Benefits-Heavy Postings,0.8371985157699444,1.1066707654472794,0.26947224967733496
9,General SWE (server infrastructure),0.5194805194805194,0.18444512757454656,-0.33503539190597287
4,Mobile Development,2.513141620284477,2.090378112511528,-0.42276350777294924
10,Cloud-Centric Engineering,0.6910946196660482,0.12296341838303104,-0.5681312012830172
2,Data/Analytics,21.88079777365492,21.241930525668614,-0.6388672479863047
12,General SWE (chatbots),1.5290661719233147,0.33814940055333537,-1.1909167713699793
1,Embedded/Systems,26.08843537414966,19.059329849369814,-7.0291055247798475
0,Frontend/Web Development,40.737476808905384,23.977866584691053,-16.75961022421433
