topic_id,archetype_name,n_docs,pct_of_sample,top_5_terms,top_20_terms,top_tech,senior_pct,mid_pct,junior_pct,unknown_pct,period_2024_01_pct,period_2024_04_pct,period_2026_03_pct,mean_desc_length,mean_yoe,median_yoe,mean_tech_count,aggregator_pct,text_source_llm_pct
0,Frontend/Web Development,2227,27.8305423644089,"development, software, experience, design, applications","development, software, experience, design, applications, technical, team, web, skills, code","javascript(39%), java(37%), agile(37%), sql(35%), devops_cicd(29%)",81.00583744948361,6.780422092501123,7.678491243825775,4.535249214189493,50.02245172878311,14.952851369555455,35.02469690166143,2351.065559048047,5.283650689428759,5.0,7.7215985630893575,12.572968118545127,57.072294566681634
1,Embedded/Systems,1707,21.332166958260434,"test, systems, software, engineering, requirements","test, systems, software, engineering, requirements, experience, development, testing, embedded, design","python(34%), agile(24%), devops_linux(23%), java(18%), devops_git(17%)",77.50439367311071,7.5571177504393665,9.900410076157,5.038078500292912,54.13005272407732,9.548916227299356,36.32103104862331,2727.671353251318,5.513899920571882,5.0,3.611013473930873,13.415348564733451,52.3725834797891
2,Data/Analytics,1522,19.02024493876531,"data, cloud, aws, azure, experience","data, cloud, aws, azure, experience, years, years experience, services, infrastructure, technologies","aws(65%), python(63%), sql(49%), azure(48%), java(38%)",84.23127463863338,3.7450722733245727,8.015768725361367,4.0078843626806835,43.95532194480946,10.64388961892247,45.40078843626807,2451.8278580814717,5.338276181649675,5.0,10.020367936925098,33.04862023653088,47.700394218134036
3,ML/AI Engineering,1036,12.946763309172708,"ai, build, learning, building, work","ai, build, learning, building, work, role, platform, team, data, ml","python(54%), aws(34%), ml_machine_learning(31%), devops_cicd(30%), java(29%)",82.43243243243244,2.606177606177606,9.652509652509652,5.308880308880308,14.18918918918919,2.5096525096525095,83.3011583011583,3538.7750965250966,4.967654986522911,5.0,8.352316602316602,9.073359073359073,11.389961389961389
4,Mobile Development,159,1.987003249187703,"android, ios, mobile, kotlin, app","android, ios, mobile, kotlin, app, swift, android applications, apps, applications, native","android(71%), ios(62%), kotlin(56%), swift(42%), java(31%)",81.76100628930818,5.031446540880504,7.547169811320755,5.660377358490567,44.65408805031446,12.578616352201259,42.76729559748428,2135.698113207547,4.966942148760331,5.0,5.352201257861635,25.157232704402517,48.42767295597484
5,Benefits-Heavy Postings,78,0.9747563109222694,"geographic market, geographic, highest geographic, salary, california","geographic market, geographic, highest geographic, salary, california, market, lowest geographic, outside california, expected salary, lowest","aws(79%), devops_git(50%), fe_react(42%), typescript(36%), go(31%)",100.0,0.0,0.0,0.0,50.0,3.8461538461538463,46.15384615384615,3127.653846153846,5.672727272727273,6.0,8.217948717948717,26.923076923076923,48.717948717948715
6,AI-Focused Engineering,64,0.7998000499875031,"jobs, site helps, behalf direct, job boardemployer, agencies marketing","jobs, site helps, behalf direct, job boardemployer, agencies marketing, site information, ad agencies, hire directly, firm agency, helps job","llm(41%), ml_nlp(36%), agile(33%), devops_git(31%), python(31%)",56.25,0.0,42.1875,1.5625,29.6875,0.0,70.3125,3385.9375,3.9148936170212765,5.0,7.84375,100.0,29.6875
7,General SWE (pwc),54,0.6748312921769558,"pwc, data, data analytics, analytics, ai","pwc, data, data analytics, analytics, ai, data architecture, forth following, azure, models, set forth","python(57%), azure(52%), aws(48%), gcp(46%), ml_machine_learning(46%)",72.22222222222221,11.11111111111111,5.555555555555555,11.11111111111111,31.48148148148148,3.7037037037037033,64.81481481481481,3108.796296296296,6.185185185185185,6.0,7.962962962962963,16.666666666666664,33.33333333333333
8,General SWE (anduril),44,0.5498625343664084,"anduril, ubuntu, agency, military, parenting","anduril, ubuntu, agency, military, parenting, health resources, suspect, personal, personal information, open source","python(68%), devops_linux(61%), ml_computer_vision(59%), devops_kubernetes(52%), devops_docker(45%)",81.81818181818183,0.0,13.636363636363635,4.545454545454546,18.181818181818183,0.0,81.81818181818183,4798.068181818182,5.5,5.0,6.9772727272727275,0.0,9.090909090909092
9,General SWE (server infrastructure),38,0.47488127968008,"server infrastructure, server, years following, infrastructure engineer, blade","server infrastructure, server, years following, infrastructure engineer, blade, policies procedures, dell, hosting, escalating, following","python(84%), devops_linux(82%), aws(11%), azure(11%), javascript(8%)",100.0,0.0,0.0,0.0,84.21052631578947,0.0,15.789473684210526,2627.684210526316,4.285714285714286,3.0,3.736842105263158,0.0,84.21052631578947
