stratum,sampled,population,sample_pct
2024-01_junior,100,130,76.92307692307692
2024-01_mid,217,1450,14.96551724137931
2024-01_senior,3248,21633,15.014098830490454
2024-04_junior,123,830,14.819277108433734
2024-04_mid,100,228,43.85964912280702
2024-04_senior,450,3008,14.960106382978724
2024-04_unknown,142,953,14.900314795383
2026-03_junior,488,3255,14.99231950844854
2026-03_mid,100,622,16.077170418006432
2026-03_senior,2791,18592,15.011833046471601
2026-03_unknown,243,1626,14.944649446494465
