panel,n_cos_overlap,n_cos_with_j3_in_both_periods,j3_2024_agg,j3_2026_agg,agg_delta_pp,within_pp,between_pp
pooled_min1,2109,1423,0.09317394704502291,0.1545029660255258,6.132901898050289,1.9726313137041487,4.16027058434614
pooled_min3,609,563,0.09115795236791678,0.1677166290265066,7.655867665858983,3.67001404878852,3.985853617070463
pooled_min5,356,346,0.09045925467759394,0.16881705826429444,7.83578035867005,3.945783624464817,3.889996734205233
pooled_min10,160,159,0.09046177138531415,0.1693312704143029,7.886949902898875,4.87190985671485,3.0150400461840254
arshkon_min5,125,121,0.12007684918347743,0.17042073948151296,5.0343890298035525,-0.21574671787451696,5.25013574767807
asaniczka_min5,254,247,0.08185753640299095,0.16830727658753136,8.644974018454041,8.240524049512736,0.40444996894130547
arshkon_min5_no_agg,103,101,0.1334981458590853,0.1792788217369223,4.578067587783702,-1.1230433807534284,5.7011109685371295
pooled_min5_no_agg,312,302,0.10358974358974359,0.17964262922782387,7.6052885638080285,3.956692918124653,3.6485956456833755
