subset,n,nmi_title_arch,nmi_seniority_3level,ratio
full (incl noise -1),8000,0.21761112411902556,0.024512770645464,8.87745931565242
content-only (noise removed),4259,0.3167628044576522,0.036732415987231884,8.623522192707345
