family,period,n,ai_strict_prev,length_mean,length_median,scope_prev,tech_count_mean,tech_count_median,reqs_share_t13,reqs_share_simple,sen_entry_share,sen_associate_share,sen_mid-senior_share,sen_director_share,sen_unknown_share
data_engineer,2024,1286,0.0038880248833592537,3542.3211508553654,3319.0,0.5015552099533437,6.120528771384137,6.0,0.23599007029104718,0.032202078631404285,0.026438569206842923,0.004665629860031105,0.5614307931570762,0.003110419906687403,0.40435458786936235
data_engineer,2026,3388,0.0947461629279811,4469.798701298701,4286.0,0.6936245572609209,6.141676505312869,6.0,0.23388726656658498,0.14476191627177507,0.028925619834710745,0.0035419126328217238,0.41735537190082644,0.007969303423848878,0.5422077922077922
network_engineer,2024,1384,0.0,3609.610549132948,3344.5,0.3092485549132948,0.7716763005780347,0.0,0.2567386095696555,0.03955336185186761,0.011560693641618497,0.001445086705202312,0.5708092485549133,0.002167630057803468,0.41401734104046245
network_engineer,2026,1419,0.011980267794221282,4701.22903453136,4543.0,0.53276955602537,1.4552501761804086,1.0,0.24682105388974696,0.062227198423457815,0.023255813953488372,0.004228329809725159,0.43058491895701195,0.0021141649048625794,0.5398167723749119
data_scientist,2024,831,0.036101083032490974,4293.321299638989,3948.0,0.6161251504211793,3.9241877256317688,3.0,0.2219435263332866,0.05088058692409682,0.030084235860409144,0.0048134777376654635,0.529482551143201,0.00842358604091456,0.42719614921780985
data_scientist,2026,2828,0.19413012729844414,5382.140735502122,5373.5,0.7758132956152758,4.103606789250354,4.0,0.22936923896693953,0.06949077110564368,0.04738330975954738,0.010608203677510608,0.44130127298444133,0.017326732673267328,0.4833804809052334
ml_engineer,2024,349,0.12034383954154727,3903.5501432664755,3837.0,0.5673352435530086,4.495702005730659,4.0,0.23188098995291967,0.04202572529854946,0.02005730659025788,0.0,0.5530085959885387,0.0057306590257879654,0.42120343839541546
ml_engineer,2026,3167,0.5487843384906852,4901.991790337859,4872.0,0.6899273760656773,4.676981370382065,4.0,0.2234600171457665,0.1676676881241099,0.06409851594568992,0.001894537417113988,0.4145879381117777,0.010104199557941269,0.5093148089674772
devops_sre,2024,1116,0.002688172043010753,3833.609318996416,3816.5,0.44265232974910396,6.075268817204301,6.0,0.23323246341444454,0.06221387352603709,0.010752688172043012,0.0008960573476702509,0.5161290322580645,0.00985663082437276,0.46236559139784944
devops_sre,2026,3021,0.05263157894736842,4780.059913935783,4698.0,0.5345911949685535,6.427010923535253,6.0,0.2280409092202219,0.14743660043286658,0.029129427341939754,0.0013240648791790798,0.39490235021516057,0.009268454154253558,0.5653757034094671
security_engineer,2024,613,0.0016313213703099511,4378.014681892333,4342.0,0.4176182707993475,1.928221859706362,1.0,0.22945505951142883,0.04726659973531303,0.01794453507340946,0.0065252854812398045,0.5350734094616639,0.0016313213703099511,0.43882544861337686
security_engineer,2026,1872,0.06143162393162393,5427.431623931624,5373.5,0.6324786324786325,2.796474358974359,2.0,0.22806918465111437,0.06507957106534809,0.018162393162393164,0.0005341880341880342,0.4439102564102564,0.009615384615384616,0.5277777777777778
solutions_architect,2024,447,0.006711409395973154,4158.6510067114095,3808.0,0.5749440715883669,2.8456375838926173,2.0,0.21118074518582047,0.031042805761950235,0.0,0.0022371364653243847,0.7181208053691275,0.015659955257270694,0.2639821029082774
solutions_architect,2026,503,0.16302186878727634,5076.349900596421,4938.0,0.8290258449304175,3.4433399602385686,2.0,0.2217218872379741,0.0431779844323523,0.007952286282306162,0.0,0.6461232604373758,0.009940357852882704,0.3359840954274354
systems_administrator,2024,1340,0.0,4465.129850746269,4192.0,0.29328358208955224,1.326865671641791,1.0,0.25243194098318733,0.05566215790828908,0.03208955223880597,0.004477611940298508,0.2537313432835821,0.002238805970149254,0.7074626865671642
systems_administrator,2026,96,0.010416666666666666,5428.822916666667,5343.0,0.4895833333333333,2.7395833333333335,2.5,0.24908462670717554,0.034881520905456896,0.041666666666666664,0.0,0.2916666666666667,0.0,0.6666666666666666
qa_quality_engineer,2024,1137,0.0,3703.193491644679,3342.0,0.48636763412489004,0.5391380826737028,0.0,0.21562772499275562,0.026229401120726845,0.023746701846965697,0.002638522427440633,0.4494283201407212,0.0008795074758135445,0.523306948109059
qa_quality_engineer,2026,1180,0.025423728813559324,4463.724576271186,4292.0,0.6771186440677966,1.2805084745762711,0.0,0.21908008465977818,0.06756402016168928,0.043220338983050846,0.002542372881355932,0.2847457627118644,0.001694915254237288,0.6677966101694915
data_analyst,2024,557,0.0017953321364452424,3516.585278276481,3116.0,0.6086175942549371,2.4775583482944343,2.0,0.235378997475852,0.049093494905138285,0.04847396768402154,0.0,0.4614003590664273,0.0,0.49012567324955114
data_analyst,2026,837,0.02031063321385902,4117.439665471924,3869.0,0.7455197132616488,2.812425328554361,3.0,0.23517807335499852,0.055540324861764134,0.1087216248506571,0.005973715651135006,0.2628434886499403,0.0,0.6224611708482676
