spec,representation,corpus,junior_n,senior_n,junior_senior_similarity,arshkon_to_scraped_shift,pooled_2024_to_scraped_shift,within_2024_asaniczka_minus_arshkon,calibration_verdict
primary_all,embedding,arshkon,166,337,0.9543308615684508,0.0049603581428527,-0.0151076912879943,0.0215088725090026,reject_convergence
primary_all,embedding,asaniczka,197,1663,0.9758397340774536,0.0049603581428527,-0.0151076912879943,0.0215088725090026,reject_convergence
primary_all,embedding,pooled_2024,363,2000,0.974398910999298,0.0049603581428527,-0.0151076912879943,0.0215088725090026,reject_convergence
primary_all,embedding,scraped_2026,601,2000,0.9592912197113036,0.0049603581428527,-0.0151076912879943,0.0215088725090026,reject_convergence
primary_all,tfidf_svd,arshkon,166,337,0.8843197226524353,-0.0424683094024658,-0.0922087430953979,0.054978609085083,reject_convergence
primary_all,tfidf_svd,asaniczka,197,1663,0.9392983317375184,-0.0424683094024658,-0.0922087430953979,0.054978609085083,reject_convergence
primary_all,tfidf_svd,pooled_2024,363,2000,0.9340601563453674,-0.0424683094024658,-0.0922087430953979,0.054978609085083,reject_convergence
primary_all,tfidf_svd,scraped_2026,601,2000,0.8418514132499695,-0.0424683094024658,-0.0922087430953979,0.054978609085083,reject_convergence
