label,base_rate_2024,emb_nn_rate,tfidf_nn_rate,emb_excess_over_base,tfidf_excess_over_base
junior,0.08495695514272769,0.11625766871165644,0.16349693251533742,0.031300713568928745,0.07853997737260973
mid,0.008835523334843678,0.01411042944785276,0.00950920245398773,0.005274906113009082,0.0006736791191440522
senior,0.45310376076121434,0.4573619631901841,0.3904907975460123,0.004258202428969737,-0.06261296321520204
unknown,0.45310376076121434,0.41226993865030676,0.43650306748466255,-0.04083382211090758,-0.01660069327655178
