panel,n_companies,spearman_ai_pair_vs_t16,spearman_breadth_pair_vs_t16,mean_ai_pair,mean_ai_t16,mean_breadth_pair,mean_breadth_t16,pair_less_than_t16_ai,pair_less_than_t16_breadth
pooled_min5_n3,18,0.3495585690706769,-0.28586171310629516,0.16283577503444577,0.09198920010334108,-0.16908111203127646,0.3951024305508953,False,True
arshkon_min3_n3_vs_t16_pooled,14,0.22550256385005507,-0.3626373626373627,0.15519713286143413,0.07849350224498106,-0.07649629187857952,0.6932999223181734,False,True
