source,period,role_summary,responsibilities,requirements,preferred,benefits,about_company,legal,unclassified
kaggle_arshkon,2024-04,0.004576362034290305,0.006380396105349272,0.004321731127442066,0.0002513438198872836,0.00039396204346731713,0.0008742177075317931,7.896688749192706e-06,0.9820341714337258
kaggle_asaniczka,2024-01,0.01259016818252258,0.02100474400270834,0.007266833869341329,0.0009894874235948012,0.0002791160525431699,0.00043376111967369056,0.0007374995622898727,0.9527107104474705
scraped,2026-03,0.08641653259568345,0.10275623992499718,0.12635189501532704,0.058473660024006544,0.004242199009146023,0.000806040108910804,0.0009322852759980533,0.6030508606162803
scraped,2026-04,0.0747668222036309,0.10055264481882085,0.13280994732039367,0.06570484572466652,0.0036332632485508837,0.0004707822077042975,0.001001113995931631,0.6038497029849486
