source,period,n,median_detected_share,mean_detected_share,median_core_share,docs_with_core
kaggle_arshkon,2024-04,4525,1.0,0.9988400809604431,0.0,0.01613259668508287
kaggle_asaniczka,2024-01,12111,0.9971751412429378,0.9960123206601443,0.0,0.04549583023697465
scraped,2026-03,3589,0.9864532019704434,0.9830297125703494,0.29201430274135876,0.6079687935358038
scraped,2026-04,1891,0.9866870362287211,0.9827891225046473,0.3107530417625781,0.6224219989423585
