seniority,period,n,people_density,orch_density,strat_density,people_any
entry,2024,376,0.06383760978545118,0.10499199935544122,0.04990122608454913,0.10904255319148937
entry,2026,607,0.0557219877993664,0.15895055410646527,0.0371835970917271,0.09884678747940692
mid-senior,2024,12745,0.18617004582750735,0.16754850047827027,0.0454391794122515,0.3021577089054531
mid-senior,2026,6062,0.2323359517097391,0.3317205083925075,0.053036974683321324,0.41026064005278784
director,2024,99,0.2281569432196563,0.11802341346069717,0.03494185343826428,0.37373737373737376
director,2026,112,0.18060782076061896,0.3015460727249935,0.07562981578180945,0.42857142857142855
