period2,ai_mention,n,people_density,orch_density,strat_density
2024,no_ai,12269,0.18757673955842993,0.16772668606593374,0.045157998763200306
2024,ai,575,0.16338391966600002,0.1552195568438658,0.04963147525883291
2026,no_ai,4482,0.23142912869408597,0.27408996779561046,0.04933438768938714
2026,ai,1692,0.23131398367773892,0.4823827697166983,0.06434039850710603
