period,n_director,n_midsen,dir_people,mid_people,dir_orch,mid_orch,dir_strat,mid_strat
2024,99,12745,0.2281569432196563,0.18617004582750735,0.11802341346069717,0.16754850047827027,0.03494185343826428,0.0454391794122515
2026,112,6062,0.18060782076061896,0.2323359517097391,0.3015460727249935,0.3317205083925075,0.07562981578180945,0.053036974683321324
