panel,metric,agg_2024,agg_2026,total,within,between,n_both
pooled_min5,entry_share_j3,0.08996168582375479,0.16897206400867915,0.07901037818492436,0.044727769752007006,0.034282608432917354,346
pooled_min5,ai_strict,0.01066468253968254,0.08346566728069618,0.07280098474101364,0.07654676012682966,-0.003745775385816017,356
pooled_min5,scope_term_count,0.5560515873015873,1.1005526265641872,0.5445010392625999,0.47239742431774784,0.0721036149448521,356
pooled_min5,breadth_resid,-0.8492894301074084,0.011886994606552738,0.8611764247139612,1.0859004787951356,-0.2247240540811748,356
pooled_min5,desc_length,4104.093005952381,5287.673950327129,1183.5809443747485,1010.1018042288816,173.47914014586712,356
pooled_min5_no_agg,entry_share_j3,0.09968907889623008,0.1792632581771991,0.07957417928096902,0.04826822409104091,0.031305955189928125,304
pooled_min5_no_agg,ai_strict,0.008791208791208791,0.08209647495361781,0.07330526616240902,0.06920565872820239,0.00409960743420662,322
pooled_min5_no_agg,scope_term_count,0.6138147566718996,1.1230674087816945,0.509252652109795,0.4462183759116108,0.06303427619818422,322
pooled_min5_no_agg,breadth_resid,-1.4144756448826667,0.03081985469671332,1.44529549957938,1.1244116964477033,0.3208838031316768,322
pooled_min5_no_agg,desc_length,4256.633751962323,5552.113945578231,1295.4801936159083,898.0771129058207,397.403080710087,322
