title_normalized,n_arshkon,n_scraped,theme,ai_class,marker,change_class
back-end software engineer - gcp,1.0,0.0,General SWE,other,none,disappeared_2026
"backend & applied ml engineer (eagan, mn or frisco, tx)",1.0,0.0,Backend/API,ai_domain,none,disappeared_2026
backend developer (16116),1.0,0.0,Backend/API,other,none,disappeared_2026
backend developer (node.js/aws/mobile development),1.0,0.0,Backend/API,other,none,disappeared_2026
backend developer remote,1.0,0.0,Backend/API,other,none,disappeared_2026
"backend engineer (fully remote, u.s. only)",1.0,0.0,Backend/API,other,none,disappeared_2026
backend engineer (ruby on rails),1.0,0.0,Backend/API,other,none,disappeared_2026
backend engineer (solidity),1.0,0.0,Backend/API,other,none,disappeared_2026
backend engineer (ts+ node.js),1.0,0.0,Backend/API,other,none,disappeared_2026
"backend engineer - node.js, typescript, postgresql",1.0,0.0,Backend/API,other,none,disappeared_2026
backend engineer - video,1.0,0.0,Backend/API,other,none,disappeared_2026
"backend engineer, distributed services - mesh platform",1.0,0.0,Backend/API,other,none,disappeared_2026
"backend engineer, subscriptions & payments",1.0,0.0,Backend/API,other,none,disappeared_2026
backend engineer- direct client- only w2-go/python or java/python- with handling large scale of data- spark,1.0,0.0,Backend/API,ai_domain,none,disappeared_2026
backend java software engineer developer,1.0,0.0,Backend/API,other,none,disappeared_2026
backend services developer,1.0,0.0,Backend/API,other,none,disappeared_2026
backend software engineer - global e-commerce supply chain billing & settlement,1.0,0.0,Backend/API,other,none,disappeared_2026
backend/devops engineer,1.0,0.0,Backend/API,other,none,disappeared_2026
bi cloud engineer (top secret),1.0,0.0,General SWE,other,none,disappeared_2026
big data engineer (java+python+aws),1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
big data engineer (no sponsorship),1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
big data engineer with aws (only w2 candidates),1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
big data engineer/mandarin speaking,1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
bilingual software developer,1.0,0.0,General SWE,other,none,disappeared_2026
bioinformatics data engineer,1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
brand marketing web developer intern,1.0,0.0,Frontend/Web,other,none,disappeared_2026
broadcast systems engineer,1.0,0.0,Embedded/Systems,other,none,disappeared_2026
business analyst (figma /azure devops),1.0,0.0,DevOps,other,none,disappeared_2026
business analyst with devops,1.0,0.0,DevOps,other,none,disappeared_2026
business application developer,1.0,0.0,General SWE,other,none,disappeared_2026
business systems analyst - site reliability center,1.0,0.0,Reliability/SRE,other,none,disappeared_2026
c linux software engineer,1.0,0.0,General SWE,other,none,disappeared_2026
c# .net developer/architect,1.0,0.0,General SWE,other,none,disappeared_2026
c# / .net engineer,1.0,0.0,General SWE,other,none,disappeared_2026
c# developer consultant,1.0,0.0,General SWE,other,none,disappeared_2026
"c# developer, payments",1.0,0.0,General SWE,other,none,disappeared_2026
c++ algo software engineer - chicago/new york- leading quant-driven market-maker,1.0,0.0,General SWE,other,none,disappeared_2026
c++ backend developer,1.0,0.0,Backend/API,other,none,disappeared_2026
c++ developer - algorithmic trading,1.0,0.0,General SWE,other,none,disappeared_2026
c++ developer - derivatives trading system,1.0,0.0,General SWE,other,none,disappeared_2026
c++ developer with python,1.0,0.0,General SWE,other,none,disappeared_2026
"c++ developer with python - remote @ sandiego, ca",1.0,0.0,General SWE,other,none,disappeared_2026
c++ engineer with linux,1.0,0.0,General SWE,other,none,disappeared_2026
c++ software engineer (medical devices) - no visa,1.0,0.0,General SWE,other,none,disappeared_2026
c++ software engineer (quant trading),1.0,0.0,General SWE,other,none,disappeared_2026
cde data engineer,1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
cdn devops engineer,1.0,0.0,DevOps,other,none,disappeared_2026
cdn site reliability engineer l4/ - open connect,1.0,0.0,Reliability/SRE,other,none,disappeared_2026
"cellular systems engineer, power and performance",1.0,0.0,Embedded/Systems,other,none,disappeared_2026
chassis/os software engineer,1.0,0.0,General SWE,other,none,disappeared_2026
chief data engineer,1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
chief software architect,1.0,0.0,Other,other,none,disappeared_2026
cib technology-application developer - associate,1.0,0.0,General SWE,other,associate,disappeared_2026
"citrix systems engineer - onsite job in santa clara, ca",1.0,0.0,Embedded/Systems,other,none,disappeared_2026
cleared cloud engineer on site (3496),1.0,0.0,General SWE,other,none,disappeared_2026
cloud / .net developer,1.0,0.0,General SWE,other,none,disappeared_2026
cloud analytics - software development engineer,1.0,0.0,Data/Analytics,other,none,disappeared_2026
cloud application engineer,1.0,0.0,General SWE,other,none,disappeared_2026
cloud application software engineer,1.0,0.0,General SWE,other,none,disappeared_2026
"cloud azure devops engineer (terraform) - phoenix, az (hybrid)",1.0,0.0,DevOps,other,none,disappeared_2026
cloud computing systems engineer,1.0,0.0,Embedded/Systems,other,none,disappeared_2026
cloud data engineer 191995,1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
cloud developer - with security clearance,1.0,0.0,Security,other,none,disappeared_2026
"cloud devops engineer (gcp) – hybrid at berkeley heights, nj (locals only)",1.0,0.0,DevOps,other,none,disappeared_2026
cloud devops security engineer,1.0,0.0,Security,other,none,disappeared_2026
cloud engineer (100% remote) azure is must,1.0,0.0,General SWE,other,none,disappeared_2026
cloud engineer (925437),1.0,0.0,General SWE,other,none,disappeared_2026
cloud engineer (azure),1.0,0.0,General SWE,other,none,disappeared_2026
"cloud engineer (azure, windows, devops)",1.0,0.0,DevOps,other,none,disappeared_2026
cloud engineer - aws,1.0,0.0,General SWE,other,none,disappeared_2026
cloud engineer - ts/sci ci poly,1.0,0.0,General SWE,other,none,disappeared_2026
"cloud engineer -remote, usa",1.0,0.0,General SWE,other,none,disappeared_2026
cloud engineer / architect (aws),1.0,0.0,General SWE,other,none,disappeared_2026
cloud engineer azure (930779),1.0,0.0,General SWE,other,none,disappeared_2026
cloud engineer or cloud generalist,1.0,0.0,General SWE,other,none,disappeared_2026
cloud engineer with node.js exp,1.0,0.0,General SWE,other,none,disappeared_2026
cloud engineer(golang),1.0,0.0,General SWE,other,none,disappeared_2026
"cloud engineer, with security clearance",1.0,0.0,Security,other,none,disappeared_2026
cloud infrastructure engineer (azure ),1.0,0.0,General SWE,other,none,disappeared_2026
cloud infrastructure engineer (azure),1.0,0.0,General SWE,other,none,disappeared_2026
cloud infrastructure engineer (m365),1.0,0.0,General SWE,other,none,disappeared_2026
cloud native application engineer-react,1.0,0.0,General SWE,other,none,disappeared_2026
cloud native- full stack java developer,1.0,0.0,Full Stack,other,none,disappeared_2026
cloud online data engineer,1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
cloud operation engineer,1.0,0.0,General SWE,other,none,disappeared_2026
cloud platform/ big data engineer,1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
"cloud platforms and infrastructure engineer, google cloud",1.0,0.0,General SWE,other,none,disappeared_2026
cloud softwareengineer,1.0,0.0,Other,other,none,disappeared_2026
cloud systems engineer (security),1.0,0.0,Embedded/Systems,other,none,disappeared_2026
"co-founder, full stack engineer - front end expert (**equity based position)",1.0,0.0,Frontend/Web,other,none,disappeared_2026
consultant - devops,1.0,0.0,DevOps,other,none,disappeared_2026
consulting system engineer,1.0,0.0,Embedded/Systems,other,none,disappeared_2026
contract cloud engineer,1.0,0.0,General SWE,other,none,disappeared_2026
core infrastructure engineer - platforms,1.0,0.0,General SWE,other,none,disappeared_2026
"core java developer - w2 - onsite in reston, va",1.0,0.0,General SWE,other,none,disappeared_2026
core python developer,1.0,0.0,General SWE,other,none,disappeared_2026
crd/c# software architect,1.0,0.0,Other,other,none,disappeared_2026
current product engineer-electric,1.0,0.0,General SWE,other,none,disappeared_2026
customer-facing technical project manager and devops engineer,1.0,0.0,DevOps,other,manager,disappeared_2026
cwl system engineer,1.0,0.0,Embedded/Systems,other,none,disappeared_2026
cwl system engineer - safety,1.0,0.0,Embedded/Systems,other,none,disappeared_2026
cyber infrastructure engineer,1.0,0.0,General SWE,other,none,disappeared_2026
cyber infrastructure engineer(),1.0,0.0,General SWE,other,none,disappeared_2026
cyber security specialist - data engineer l4 (remote),1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
cyber software engineer (ec),1.0,0.0,General SWE,other,none,disappeared_2026
d365 fsc - systems engineer / developer,1.0,0.0,Embedded/Systems,other,none,disappeared_2026
data center / system engineer (nutanix),1.0,0.0,Embedded/Systems,ai_domain,none,disappeared_2026
data engineer (),1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
"data engineer (azure, python, sql)",1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
data engineer (d365 f&o) - up to $130k base + benefits usd - remote (usa) - global manufacturing organization,1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
data engineer (data as a service),1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
data engineer (finops),1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
data engineer (informatica / snaplogic / sql),1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
data engineer (internship),1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
"data engineer (java, spring boot, aws)",1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
data engineer (property reinsurance/ speciality reinsurance) - 100% remote,1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
data engineer (sap ecc to hana migration),1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
"data engineer (ts/sci,python,elasticsearch) full time",1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
data engineer (w2) (remote),1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
"data engineer , community operations",1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
"data engineer , customer engagement technology generative ai",1.0,0.0,AI/ML,ai_tool_or_domain,none,disappeared_2026
"data engineer , people analytics, technology, operational excellence team (patoe)",1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
"data engineer , revenue reporting service",1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
data engineer - 100% remote - contract to hire (w2),1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
data engineer - all levels,1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
"data engineer - enterprise data and analytics, human resources stream",1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
data engineer - full time,1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
"data engineer - itp-a, exempt",1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
data engineer - nbc sports next,1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
data engineer - people & finance tech (remote),1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
data engineer - python,1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
data engineer - python [74476],1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
data engineer - usds,1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
data engineer -w2,1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
data engineer / (health network),1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
"data engineer / - hybrid - des moines, ia",1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
data engineer / ai / snowflake,1.0,0.0,AI/ML,ai_tool_or_domain,none,disappeared_2026
data engineer / power bi developer,1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
data engineer : 24-00989,1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
data engineer intern (remote but needs to be in eastern or central time zone),1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
data engineer sme (data collection engines) - u.s. citizenship required,1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
"data engineer with aws, python (w2)",1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
data engineer with graph ql,1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
data engineer with kafka,1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
data engineer with palantir foundry (must),1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
data engineer with python - w2,1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
data engineer with strong scala (10 years minimum),1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
data engineer(informatica / snaplogic/ sql),1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
"data engineer, analytics engineering",1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
"data engineer, databricks",1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
"data engineer, governance",1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
"data engineer, marketing technology",1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
"data engineer, quality assurance",1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
"data engineer, with security clearance",1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
"data engineer, wwde",1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
data engineer- python,1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
data engineer-sql/ python/ data analysis,1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
data engineer/analyst - full time,1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
data engineer/etl,1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
data engineer/scala developer,1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
data engineering (permanent direct hire),1.0,0.0,Other,ai_domain,none,disappeared_2026
data information engineer,1.0,0.0,General SWE,ai_domain,none,disappeared_2026
data intelligence engineer,1.0,0.0,General SWE,ai_domain,none,disappeared_2026
"data platform engineer (gcp, bigquery)",1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
data platform engineer data mesh/virtualization,1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
data science software engineer,1.0,0.0,General SWE,ai_domain,none,disappeared_2026
data scientist/ data engineer,1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
data scientist/ java programmer,1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
data scientist/java programmer,1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
data scientist/software developer,1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
data systems engineer | remote,1.0,0.0,Embedded/Systems,ai_domain,none,disappeared_2026
database application engineer,1.0,0.0,General SWE,other,none,disappeared_2026
database application engineer (w2 only and georgia candidates only),1.0,0.0,General SWE,other,none,disappeared_2026
databricks cloud data engineer,1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
databricks platform engineer,1.0,0.0,Platform,other,none,disappeared_2026
dataplane software engineer (sase),1.0,0.0,General SWE,other,none,disappeared_2026
decision science and integration- application engineer---w2 only,1.0,0.0,General SWE,other,none,disappeared_2026
deep learning/genai systems engineer,1.0,0.0,Embedded/Systems,other,none,disappeared_2026
design/systems engineer,1.0,0.0,Embedded/Systems,other,none,disappeared_2026
developer (react native developer ),1.0,0.0,General SWE,other,none,disappeared_2026
"developer (react native developer ) contract (corp--corp, 1099, cth)- or full time - all options are available",1.0,0.0,General SWE,other,none,disappeared_2026
"developer, designer, ai engineer, data scientist, devops and qa",1.0,0.0,AI/ML,ai_tool_or_domain,none,disappeared_2026
devops and platform delivery engineer,1.0,0.0,DevOps,other,none,disappeared_2026
"devops architect/sre architect remote/oaklnad, ca",1.0,0.0,Reliability/SRE,other,none,disappeared_2026
"devops big data architect remote(spark, python, snowflake)/oaklnad, ca",1.0,0.0,DevOps,ai_domain,none,disappeared_2026
devops big data aws engineer,1.0,0.0,DevOps,ai_domain,none,disappeared_2026
"devops cloud engineer, hap tech",1.0,0.0,DevOps,other,none,disappeared_2026
devops engineer (clt),1.0,0.0,DevOps,other,none,disappeared_2026
"devops engineer (need 10+ years of experience candidates) || fulltime role only (usc, gc, gc ead visa only) || newark, de or atlanta, ga or plano, tx or pennington, nj (hybrid)",1.0,0.0,DevOps,other,none,disappeared_2026
"devops engineer (vuejs, node.js, iot devices, lambda, aws, medical device domain)",1.0,0.0,DevOps,other,none,disappeared_2026
devops engineer - harness,1.0,0.0,DevOps,other,none,disappeared_2026
devops engineer - only w2,1.0,0.0,DevOps,other,none,disappeared_2026
devops engineer - platform services team,1.0,0.0,DevOps,other,none,disappeared_2026
devops engineer - w2 role,1.0,0.0,DevOps,other,none,disappeared_2026
devops engineer `100% remote,1.0,0.0,DevOps,other,none,disappeared_2026
devops engineer with aws,1.0,0.0,DevOps,other,none,disappeared_2026
devops engineer with google cloud platform(gcp),1.0,0.0,Platform,other,none,disappeared_2026
devops engineer with openshift,1.0,0.0,DevOps,other,none,disappeared_2026
devops engineer with python,1.0,0.0,DevOps,other,none,disappeared_2026
devops engineer(10+years),1.0,0.0,DevOps,other,none,disappeared_2026
"devops engineer, .net core",1.0,0.0,DevOps,other,none,disappeared_2026
"devops engineer, transaction banking, cloud data engineering",1.0,0.0,DevOps,ai_domain,none,disappeared_2026
devops engineer- (only w2),1.0,0.0,DevOps,other,none,disappeared_2026
devops engineer: 24-01051,1.0,0.0,DevOps,other,none,disappeared_2026
devops engineer: w2 only,1.0,0.0,DevOps,other,none,disappeared_2026
devops engineer[fulltime only},1.0,0.0,DevOps,other,none,disappeared_2026
devops engineer\ sql server database administrator,1.0,0.0,DevOps,other,none,disappeared_2026
devops platform manager,1.0,0.0,DevOps,other,manager,disappeared_2026
devops security aws engineer,1.0,0.0,Security,other,none,disappeared_2026
devops software engineer with security clearance,1.0,0.0,Security,other,none,disappeared_2026
devops tech,1.0,0.0,DevOps,other,none,disappeared_2026
devops with openshift,1.0,0.0,DevOps,other,none,disappeared_2026
devops/site reliability engineering (sre) - linux,1.0,0.0,Reliability/SRE,other,none,disappeared_2026
devsecops engineer(),1.0,0.0,DevOps,other,none,disappeared_2026
diagnostics infrastructure system engineer,1.0,0.0,Embedded/Systems,other,none,disappeared_2026
digital engineer (azure data engineer),1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
director of portfolio analytics (full stack development),1.0,0.0,Data/Analytics,other,none,disappeared_2026
director of site reliability engineering,1.0,0.0,Reliability/SRE,other,none,disappeared_2026
director software engineer - advanced advertising,1.0,0.0,General SWE,other,none,disappeared_2026
"director, devops, scientific american",1.0,0.0,DevOps,other,none,disappeared_2026
display software engineer (16939),1.0,0.0,General SWE,other,none,disappeared_2026
"distributed systems engineer, ai infrastructure",1.0,0.0,AI/ML,ai_tool_or_domain,none,disappeared_2026
dot net application developer,1.0,0.0,General SWE,other,none,disappeared_2026
dotnet architect,1.0,0.0,Other,other,none,disappeared_2026
dotnet developer - in-person interview is required,1.0,0.0,General SWE,other,none,disappeared_2026
dotnet developer with healthcare (only w2 contract),1.0,0.0,General SWE,other,none,disappeared_2026
drupal back end developer,1.0,0.0,Backend/API,other,none,disappeared_2026
"ecad application engineer, design technologies",1.0,0.0,General SWE,other,none,disappeared_2026
ecommerce php (laravel) software engineer,1.0,0.0,General SWE,other,none,disappeared_2026
edi software engineer (remote),1.0,0.0,General SWE,other,none,disappeared_2026
elastic cloud engineer,1.0,0.0,General SWE,other,none,disappeared_2026
elastic path product (fullstack developer),1.0,0.0,Full Stack,other,none,disappeared_2026
"electrical power systems engineer, transmission engineering",1.0,0.0,Embedded/Systems,other,none,disappeared_2026
electronics and firmware engineer,1.0,0.0,Embedded/Systems,other,none,disappeared_2026
elite hedge fund | software engineer,1.0,0.0,General SWE,other,none,disappeared_2026
embedded design engineer,1.0,0.0,Embedded/Systems,other,none,disappeared_2026
embedded linux software developer,1.0,0.0,Embedded/Systems,other,none,disappeared_2026
embedded sensor/ew real-time software engineer,1.0,0.0,Embedded/Systems,other,none,disappeared_2026
embedded sensor/ew real-time software engineer - atas - open rank,1.0,0.0,Embedded/Systems,other,none,disappeared_2026
embedded software application engineer,1.0,0.0,Embedded/Systems,other,none,disappeared_2026
"embedded software engineer (associate, experienced or )",1.0,0.0,Embedded/Systems,other,associate,disappeared_2026
embedded software engineer (c++/qt),1.0,0.0,Embedded/Systems,other,none,disappeared_2026
embedded software engineer (middleware),1.0,0.0,Embedded/Systems,other,none,disappeared_2026
embedded software engineer (qt),1.0,0.0,Embedded/Systems,other,none,disappeared_2026
embedded software engineer (semiconductor domain),1.0,0.0,Embedded/Systems,other,none,disappeared_2026
"embedded software engineer, flight systems infrastructure",1.0,0.0,Embedded/Systems,other,none,disappeared_2026
embedded software team,1.0,0.0,Embedded/Systems,other,none,disappeared_2026
embedded software/firmware engineer,1.0,0.0,Embedded/Systems,other,none,disappeared_2026
embedded systems application engineer,1.0,0.0,Embedded/Systems,other,none,disappeared_2026
endur devops,1.0,0.0,DevOps,other,none,disappeared_2026
endure devops engineer,1.0,0.0,DevOps,other,none,disappeared_2026
engineer (software),1.0,0.0,General SWE,other,none,disappeared_2026
engineer | front-end,1.0,0.0,General SWE,other,none,disappeared_2026
"engineer, backend (emr)",1.0,0.0,Backend/API,other,none,disappeared_2026
"engineer, frontend/fullstack, web",1.0,0.0,Frontend/Web,other,none,disappeared_2026
"engineer, generative ai systems (remote-eligible)",1.0,0.0,AI/ML,ai_tool_or_domain,none,disappeared_2026
"engineer, platform engineering - nyse",1.0,0.0,General SWE,other,none,disappeared_2026
enterprise application developer or enterprise application developer,1.0,0.0,General SWE,other,none,disappeared_2026
"enterprise data engineer (azure, python, sql)",1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
enterprise data engineer (onsite),1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
entry level cloud system engineer - 2nd shift,1.0,0.0,Embedded/Systems,other,none,disappeared_2026
entry level ios developer / training placement,1.0,0.0,Mobile,other,none,disappeared_2026
etl data engineer (100% remote),1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
etl data engineer - reinsurance,1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
etl data software engineer,1.0,0.0,General SWE,ai_domain,none,disappeared_2026
ets engineer (servicenow engineer),1.0,0.0,General SWE,other,none,disappeared_2026
ets engineer - data engineer (ai/ml/nlp),1.0,0.0,AI/ML,ai_tool_or_domain,none,disappeared_2026
"ex : capital one only - java developer - onsite to richmond, va; new york city, ny; philadelphia, pa or mclean, va",1.0,0.0,General SWE,other,none,disappeared_2026
experienced software engineer (salesforce),1.0,0.0,General SWE,other,none,disappeared_2026
expert application engineer - full stack,1.0,0.0,Full Stack,other,none,disappeared_2026
expert react frontend developer,1.0,0.0,Frontend/Web,other,none,disappeared_2026
fe/fullstack software engineer,1.0,0.0,Full Stack,other,none,disappeared_2026
field application engineer - test equipment,1.0,0.0,General SWE,other,none,disappeared_2026
field application engineer consultant,1.0,0.0,General SWE,other,none,disappeared_2026
field application engineer intern,1.0,0.0,General SWE,other,none,disappeared_2026
field application engineer intern • 100,1.0,0.0,General SWE,other,none,disappeared_2026
"financial model software engineer, professional (hybrid - days in office)",1.0,0.0,General SWE,other,none,disappeared_2026
financial software engineer - workday (hybrid),1.0,0.0,General SWE,other,none,disappeared_2026
finops infrastructure engineer,1.0,0.0,General SWE,other,none,disappeared_2026
firmware engineer - consumer hardware,1.0,0.0,Embedded/Systems,other,none,disappeared_2026
firmware engineer - ieee 1547,1.0,0.0,Embedded/Systems,other,none,disappeared_2026
"firmware engineer at austin, tx / cupertino, ca [ (day one onsite)",1.0,0.0,Embedded/Systems,other,none,disappeared_2026
firmware engineer embedded systems,1.0,0.0,Embedded/Systems,other,none,disappeared_2026
firmware/embedded engineer,1.0,0.0,Embedded/Systems,other,none,disappeared_2026
"flight software engineer , displays & control - space systems development",1.0,0.0,General SWE,other,none,disappeared_2026
flight software engineer - qa and test,1.0,0.0,QA/Testing,other,none,disappeared_2026
flight software engineer - space systems development,1.0,0.0,General SWE,other,none,disappeared_2026
flutter with ios and android developer,1.0,0.0,Mobile,other,none,disappeared_2026
forgerock platform engineer,1.0,0.0,Platform,other,none,disappeared_2026
forward deployed data engineer - ts/sci full scope polygraph,1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
founding front-end engineer (web),1.0,0.0,Frontend/Web,other,none,disappeared_2026
freelance front end developer,1.0,0.0,Frontend/Web,other,none,disappeared_2026
freelance software engineer [74452],1.0,0.0,General SWE,other,none,disappeared_2026
front end developer - government experience required,1.0,0.0,Frontend/Web,other,none,disappeared_2026
front end developer with vue js experience,1.0,0.0,Frontend/Web,other,none,disappeared_2026
front end development engineer,1.0,0.0,Frontend/Web,other,none,disappeared_2026
front end engineer (javascript),1.0,0.0,Frontend/Web,other,none,disappeared_2026
"front end engineer , aws accessibility",1.0,0.0,Frontend/Web,other,none,disappeared_2026
"front end engineer, financial products and infrastructure",1.0,0.0,Frontend/Web,other,none,disappeared_2026
front web developer - .net and ecmascript,1.0,0.0,Frontend/Web,other,none,disappeared_2026
front-end developer - remote ohio,1.0,0.0,General SWE,other,none,disappeared_2026
"front-end engineer , aws marketplace, product types",1.0,0.0,General SWE,other,none,disappeared_2026
"front-end engineer - phoenix, ny, fl (onsite)",1.0,0.0,General SWE,other,none,disappeared_2026
front-end platform engineer,1.0,0.0,Platform,other,none,disappeared_2026
front-end product engineer,1.0,0.0,General SWE,other,none,disappeared_2026
front-end software development engineer,1.0,0.0,General SWE,other,none,disappeared_2026
front-end web application developer @ us remote,1.0,0.0,Frontend/Web,other,none,disappeared_2026
front-office python developer,1.0,0.0,General SWE,other,none,disappeared_2026
frontend developer !! only on w2,1.0,0.0,Frontend/Web,other,none,disappeared_2026
frontend developer (react& python),1.0,0.0,Frontend/Web,other,none,disappeared_2026
frontend developer - r01536866,1.0,0.0,Frontend/Web,other,none,disappeared_2026
frontend developer javascript/angular,1.0,0.0,Frontend/Web,other,none,disappeared_2026
frontend developer react,1.0,0.0,Frontend/Web,other,none,disappeared_2026
frontend developer(react),1.0,0.0,Frontend/Web,other,none,disappeared_2026
"frontend engineer, extensibility",1.0,0.0,Frontend/Web,other,none,disappeared_2026
"frontend engineer, interface architecture",1.0,0.0,Frontend/Web,other,none,disappeared_2026
frontend software engineer (contract) (hybrid) – 4315,1.0,0.0,Frontend/Web,other,none,disappeared_2026
full stack . net developer,1.0,0.0,Full Stack,other,none,disappeared_2026
full stack . net developer (angular),1.0,0.0,Full Stack,other,none,disappeared_2026
full stack .net developer (fulltime usc and gc only),1.0,0.0,Full Stack,other,none,disappeared_2026
full stack architect (reactjs aws),1.0,0.0,Full Stack,other,none,disappeared_2026
full stack automation qa tester,1.0,0.0,Full Stack,other,none,disappeared_2026
full stack azure .net,1.0,0.0,Full Stack,other,none,disappeared_2026
full stack developer (. nodejs),1.0,0.0,Full Stack,other,none,disappeared_2026
full stack developer (angular/.net core),1.0,0.0,Full Stack,other,none,disappeared_2026
full stack developer (blockchain),1.0,0.0,Full Stack,other,none,disappeared_2026
full stack developer (java),1.0,0.0,Full Stack,other,none,disappeared_2026
full stack developer (java/react),1.0,0.0,Full Stack,other,none,disappeared_2026
full stack developer (njus),1.0,0.0,Full Stack,other,none,disappeared_2026
"full stack developer (php, laravel javascript)",1.0,0.0,Full Stack,other,none,disappeared_2026
full stack developer (sql/nosql/bigquery),1.0,0.0,Full Stack,other,none,disappeared_2026
full stack developer - angular,1.0,0.0,Full Stack,other,none,disappeared_2026
"full stack developer - c#/.net, javascript, react",1.0,0.0,Full Stack,other,none,disappeared_2026
full stack developer – security engineering,1.0,0.0,Full Stack,other,none,disappeared_2026
full stack developer(mid),1.0,0.0,Full Stack,other,none,disappeared_2026
"full stack developer, rails",1.0,0.0,Full Stack,other,none,disappeared_2026
full stack developer/data engineer,1.0,0.0,Data/Analytics,ai_domain,none,disappeared_2026
full stack dot net developer,1.0,0.0,Full Stack,other,none,disappeared_2026
full stack engineer (.net),1.0,0.0,Full Stack,other,none,disappeared_2026
"full stack engineer (.net/angular), civil process",1.0,0.0,Full Stack,other,none,disappeared_2026
