source,period,n,unique_titles,unique_titles_noagg,top_title_n,top_title_n_noagg,hhi,hhi_noagg,unique_titles_per_1000,unique_titles_per_1000_noagg,top_title_share,top_title_share_noagg
kaggle_arshkon,2024-04,4691.0,2162.0,2017.0,419.0,387.0,0.011894900184185934,0.012012973475997434,460.88254103602645,429.9722873587721,0.0893199744191004,0.08249840119377531
kaggle_asaniczka,2024-01,18129.0,7577.0,6609.0,1372.0,1226.0,0.008959250462850524,0.010143737823082108,417.9491422582602,364.5540294555684,0.07567984996414584,0.06762645485134315
scraped,2026-03,19796.0,9787.0,8551.0,1872.0,1564.0,0.011200459069251158,0.011148442654821374,494.39280662760154,431.95595069711055,0.09456455849666599,0.07900585976965044
scraped,2026-04,17356.0,8605.0,7556.0,1763.0,1574.0,0.012686534085950645,0.013786350249640325,495.79396174233693,435.3537681493432,0.1015787047706845,0.09068909887070753
