company_name_canonical,n_2024_arshkon,n_2024_asaniczka,n_2026_scraped,is_aggregator,breadth_resid_mean_2024,breadth_resid_mean_2026,ai_strict_mean_2024,ai_strict_mean_2026,mgmt_mean_2024,mgmt_mean_2026,mentor_on_s1_rate_2024,mentor_on_s1_rate_2026,desc_len_median_2024,desc_len_median_2026,yoe_llm_median_2024,yoe_llm_median_2026,yoe_rule_median_2024,yoe_rule_median_2026,tech_count_mean_2024,tech_count_mean_2026,scope_mean_2024,scope_mean_2026,credstack_mean_2024,credstack_mean_2026,breadth_resid_mean_delta,ai_strict_mean_delta,mgmt_mean_delta,mentor_on_s1_rate_delta,desc_len_median_delta,yoe_llm_median_delta,yoe_rule_median_delta,tech_count_mean_delta,scope_mean_delta,credstack_mean_delta,vol_2024_arshkon_daily,vol_2024_asaniczka_daily,vol_2024,vol_2026,vol_log_ratio,cmax,cavg,size_class,archetype_name,is_tech_giant
Primary Talent Partners,2.0,3.0,12.0,True,-6.120971062474565,1.8915229774846853,0.0,0.25,0.0,0.0,0.0,0.0,2998.0,3717.5,4.0,5.0,3.0,5.0,1.0,9.416666666666666,0.2,0.3333333333333333,3.6,4.25,8.01249403995925,0.25,0.0,0.0,719.5,1.0,2.0,8.416666666666666,0.1333333333333333,0.6499999999999999,0.125,0.5,0.3125,0.4,0.1923718926474561,53.0,53.0,small,systems/agent/workflows,False
Two Six Technologies,0.0,7.0,14.0,False,-0.7990633479540564,0.36720207788236336,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,3410.0,5791.5,5.0,3.5,5.0,5.0,5.714285714285714,8.571428571428571,0.42857142857142855,0.2857142857142857,4.714285714285714,4.357142857142857,1.1662654258364198,0.0,-0.14285714285714285,-0.14285714285714285,2381.5,-1.5,0.0,2.8571428571428568,-0.14285714285714285,-0.35714285714285765,0.0,1.1666666666666667,0.5833333333333334,0.4666666666666667,-0.24023798467350996,,,unknown,systems/clearance/requirements,False
World Wide Technology,5.0,19.0,9.0,False,-1.2792064892173698,-4.5868038477561965,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,2324.0,7625.0,6.0,5.0,5.0,5.0,3.6666666666666665,2.2222222222222223,0.3333333333333333,0.6666666666666666,3.6666666666666665,4.444444444444445,-3.3075973585388265,0.0,-0.041666666666666664,0.0,5301.0,-1.0,0.0,-1.4444444444444442,0.3333333333333333,0.7777777777777781,0.3125,3.1666666666666665,1.7395833333333333,0.3,-1.7213558286380857,8376.0,8376.0,mid,customer/customers/application,False
"Donato Technologies, Inc.",0.0,24.0,5.0,True,0.5776099035766687,2.5844076592452305,0.041666666666666664,0.4,0.0,0.0,0.0,0.0,1494.0,2638.0,8.5,6.0,8.0,7.0,7.041666666666667,10.0,0.20833333333333334,0.2,3.3333333333333335,3.6,2.0067977556685617,0.35833333333333334,0.0,0.0,1144.0,-2.5,-1.0,2.958333333333333,-0.008333333333333331,0.2666666666666666,0.0,4.0,2.0,0.16666666666666666,-2.405100656519641,,,unknown,java/boot/microservices,False
Aurora,1.0,7.0,23.0,False,-2.9019771943961157,-1.5413891074822867,0.0,0.0,0.0,0.0,0.0,0.0,7415.5,5249.0,10.0,4.0,10.0,5.0,3.75,5.043478260869565,0.25,0.5652173913043478,4.0,4.434782608695652,1.360588086913829,0.0,0.0,0.0,-2166.5,-6.0,-5.0,1.2934782608695654,0.3152173913043478,0.43478260869565233,0.0625,1.1666666666666667,0.6145833333333334,0.7666666666666667,0.1930168459107026,2108.0,2108.0,mid,perception/models/driving,False
STR,0.0,8.0,23.0,False,1.400444943769421,-1.4644723256384637,0.0,0.0,0.0,0.13043478260869565,0.0,0.25,6043.5,5824.0,5.0,5.0,5.0,5.0,11.0,6.608695652173913,0.5,0.30434782608695654,3.625,4.521739130434782,-2.8649172694078846,0.0,0.13043478260869565,0.25,-219.5,0.0,0.0,-4.391304347826087,-0.19565217391304346,0.8967391304347823,0.0,1.3333333333333333,0.6666666666666666,0.7666666666666667,0.11545861156482831,,,unknown,software/systems/linux,False
Siri InfoSolutions Inc,7.0,1.0,11.0,True,-1.939621982059375,1.9220695324432022,0.0,0.0,0.0,0.09090909090909091,0.0,0.25,1406.5,1524.0,9.0,8.0,5.0,8.0,3.875,8.818181818181818,0.125,0.36363636363636365,2.625,2.727272727272727,3.861691514502577,0.0,0.09090909090909091,0.25,117.5,-1.0,3.0,4.943181818181818,0.23863636363636365,0.10227272727272707,0.4375,0.16666666666666666,0.3020833333333333,0.36666666666666664,0.13976194237515863,512.0,512.0,small,java/boot/microservices,False
The Depository Trust & Clearing Corporation (DTCC),1.0,4.0,25.0,False,1.397545223251607,1.7083137682564513,0.2,0.0,0.0,0.04,0.0,0.07142857142857142,3937.0,5472.0,2.0,6.0,2.0,6.0,9.2,7.64,0.2,0.28,4.8,5.24,0.3107685450048443,-0.2,0.04,0.07142857142857142,1535.0,4.0,4.0,-1.5599999999999996,0.08000000000000002,0.4400000000000004,0.0625,0.6666666666666666,0.3645833333333333,0.8333333333333334,0.7642431022436758,6106.0,6106.0,mid,software/systems/requirements,False
myGwork - LGBTQ+ Business Community,12.0,0.0,128.0,False,-1.9428149446740102,-0.49383851918970034,0.0,0.109375,0.08333333333333333,0.0625,0.1111111111111111,0.07692307692307693,3067.0,6225.0,4.5,3.0,3.0,3.0,6.416666666666667,6.6875,0.16666666666666666,0.6328125,3.6666666666666665,4.8671875,1.4489764254843098,0.109375,-0.02083333333333333,-0.03418803418803418,3158.0,-1.5,0.0,0.27083333333333304,0.46614583333333337,1.2005208333333335,0.75,0.0,0.375,4.266666666666667,2.355518068011309,133.0,133.0,small,noninternship/software/including_standards,False
Wipro,6.0,12.0,22.0,True,-0.043256709082470875,-0.9776216839024705,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,1883.0,2967.5,7.0,5.0,5.0,2.5,4.833333333333333,6.909090909090909,0.1111111111111111,0.7727272727272727,2.8333333333333335,3.6818181818181817,-0.9343649748199996,0.18181818181818182,0.0,0.0,1084.5,-2.0,-2.5,2.075757575757576,0.6616161616161615,0.8484848484848482,0.375,2.0,1.1875,0.7333333333333333,-0.48550781578170077,245662.0,245662.0,large,azure/pipelines/solutions,False
Parsons Corporation,4.0,12.0,29.0,False,-4.337559444238425,-0.4930539004749207,0.0,0.0,0.0,0.034482758620689655,0.0,0.08333333333333333,4631.5,4844.0,10.0,5.0,10.0,5.0,4.0625,6.482758620689655,0.1875,0.6551724137931034,3.8125,4.517241379310345,3.8445055437635047,0.0,0.034482758620689655,0.08333333333333333,212.5,-5.0,-5.0,2.420258620689655,0.4676724137931034,0.7047413793103452,0.25,2.0,1.125,0.9666666666666667,-0.16198912816087904,18408.0,18408.0,large,systems/clearance/requirements,False
TALENT Software Services,2.0,12.0,15.0,True,0.10337511216582713,-2.55420525889487,0.0,0.13333333333333333,0.07142857142857142,0.0,0.125,0.0,2180.0,2707.0,5.0,8.0,5.0,5.0,6.142857142857143,5.666666666666667,0.35714285714285715,0.4666666666666667,3.7142857142857144,3.6666666666666665,-2.657580371060697,0.13333333333333333,-0.07142857142857142,-0.125,527.0,3.0,0.0,-0.4761904761904763,0.10952380952380952,-0.047619047619047894,0.125,2.0,1.0625,0.5,-0.7499695164266416,224.0,224.0,small,features/backend/rails,False
Unisys,3.0,2.0,20.0,True,3.2161635024992905,6.646538025488764,0.4,0.25,0.0,0.0,0.0,0.0,3869.0,2543.5,10.0,5.0,10.0,5.0,9.8,12.9,0.2,0.5,4.6,4.15,3.430374522989473,-0.15000000000000002,0.0,0.0,-1325.5,-5.0,-5.0,3.0999999999999996,0.3,-0.4499999999999993,0.1875,0.3333333333333333,0.26041666666666663,0.6666666666666666,0.8513711857748397,24394.0,24394.0,large,backend/systems/services,False
Infosys,5.0,37.0,50.0,False,0.5083684850357857,2.865046144344937,0.0,0.0,0.0,0.0,0.0,0.0,3855.5,4299.5,6.5,4.0,6.0,4.0,4.476190476190476,8.76,0.8333333333333334,0.76,5.5476190476190474,5.2,2.356677659309151,0.0,0.0,0.0,444.0,-2.5,-2.0,4.2838095238095235,-0.07333333333333336,-0.34761904761904727,0.3125,6.166666666666667,3.2395833333333335,1.6666666666666667,-0.6642688398212584,322488.0,322488.0,large,software/systems/requirements,False
Confidential,5.0,5.0,8.0,False,0.8076991080826815,-0.35141745270514146,0.0,0.0,0.1,0.0,0.1,0.0,2090.0,2564.0,6.0,4.0,6.0,5.0,7.0,6.125,0.4,0.75,4.1,4.25,-1.1591165607878229,0.0,-0.1,-0.1,474.0,-2.0,-1.0,-0.875,0.35,0.15000000000000036,0.3125,0.8333333333333334,0.5729166666666667,0.26666666666666666,-0.7572260372444678,35364.0,29636.2,large,software/solutions/technology,False
GEICO,1.0,8.0,70.0,False,9.97906384355095,8.920217602649197,0.0,0.2714285714285714,0.0,0.12857142857142856,0.0,0.125,6313.0,8640.5,6.0,6.0,4.0,5.0,15.88888888888889,14.6,0.4444444444444444,0.8857142857142857,5.555555555555555,5.571428571428571,-1.0588462409017527,0.2714285714285714,0.12857142857142856,0.125,2327.5,0.0,1.0,-1.2888888888888896,0.44126984126984126,0.015873015873015817,0.0625,1.3333333333333333,0.6979166666666666,2.3333333333333335,1.170268277574545,28769.0,28769.0,large,azure/sql/solutions,False
ASRC Federal,1.0,17.0,11.0,False,-4.2274780644357755,-4.162930632145793,0.0,0.0,0.05555555555555555,0.0,0.0625,0.0,2580.5,3734.0,10.0,5.0,10.0,2.0,2.9444444444444446,6.181818181818182,0.2222222222222222,0.2727272727272727,3.8333333333333335,3.272727272727273,0.06454743228998261,0.0,-0.05555555555555555,-0.0625,1153.5,-5.0,-8.0,3.237373737373737,0.0505050505050505,-0.5606060606060606,0.0625,2.8333333333333335,1.4479166666666667,0.36666666666666664,-1.3503292124263755,4524.0,4524.0,mid,systems/clearance/requirements,False
U.S. Bank,4.0,6.0,37.0,False,4.410837152342068,2.8635008078208486,0.0,0.10810810810810811,0.1,0.02702702702702703,0.1,0.0,6558.0,6786.0,6.0,5.0,6.0,5.0,8.8,9.702702702702704,0.7,0.972972972972973,5.1,4.918918918918919,-1.5473363445212192,0.10810810810810811,-0.07297297297297298,-0.1,228.0,-1.0,-1.0,0.9027027027027028,0.27297297297297307,-0.18108108108108034,0.25,1.0,0.625,1.2333333333333334,0.6443570163905132,77486.0,77486.0,large,software/solutions/technology,False
hackajob,10.0,0.0,263.0,False,0.877494765102384,1.0941415632216518,0.0,0.08365019011406843,0.1,0.049429657794676805,0.2,0.08,1949.5,5805.0,5.0,5.0,5.0,5.0,7.3,8.577946768060837,0.4,0.5703422053231939,3.3,4.376425855513308,0.2166467981192678,0.08365019011406843,-0.0505703422053232,-0.12000000000000001,3855.5,0.0,0.0,1.2779467680608372,0.17034220532319388,1.0764258555133086,0.625,0.0,0.3125,8.766666666666667,3.240696616320618,158.0,158.0,small,software/solutions/technology,False
Base-2 Solutions,0.0,7.0,30.0,False,-4.83243415908913,0.794144045620996,0.0,0.0,0.0,0.0,0.0,0.0,4627.0,4946.0,20.0,13.0,20.0,3.0,4.571428571428571,10.166666666666666,0.14285714285714285,0.3333333333333333,3.5714285714285716,4.033333333333333,5.6265782047101265,0.0,0.0,0.0,319.0,-7.0,-17.0,5.595238095238095,0.19047619047619047,0.4619047619047616,0.0,1.1666666666666667,0.5833333333333334,1.0,0.5033400495133273,,,unknown,clearance/software/required,False
Archer,0.0,5.0,19.0,False,-0.8751275504006927,-1.550551321635886,0.0,0.10526315789473684,0.0,0.05263157894736842,0.0,0.1,4691.0,5961.0,6.0,5.5,6.0,5.0,4.6,7.2631578947368425,0.2,0.5263157894736842,4.6,3.789473684210526,-0.6754237712351933,0.10526315789473684,0.05263157894736842,0.1,1270.0,-0.5,-1.0,2.663157894736843,0.32631578947368417,-0.8105263157894735,0.0,0.8333333333333334,0.4166666666666667,0.6333333333333333,0.3723651596818196,,,unknown,systems/clearance/requirements,False
LER TechForce,0.0,6.0,11.0,False,-5.851334919711806,-0.3537593511271304,0.0,0.0,0.0,0.0,0.0,0.0,3326.0,2671.0,5.0,4.0,3.0,5.0,1.5,6.2727272727272725,0.0,0.8181818181818182,3.8333333333333335,4.545454545454546,5.497575568584676,0.0,0.0,0.0,-655.0,-1.0,2.0,4.7727272727272725,0.8181818181818182,0.7121212121212124,0.0,1.0,0.5,0.36666666666666664,-0.32632778754944053,,,unknown,software/systems/linux,False
Sev1Tech LLC,0.0,6.0,7.0,False,-6.5952512958566984,6.175015274639366,0.0,0.0,0.0,0.0,0.0,0.0,2715.0,4304.0,10.0,5.0,10.0,5.0,0.3333333333333333,13.285714285714286,0.5,0.7142857142857143,3.3333333333333335,5.0,12.770266570496064,0.0,0.0,0.0,1589.0,-5.0,-5.0,12.952380952380953,0.2142857142857143,1.6666666666666665,0.0,1.0,0.5,0.23333333333333334,-0.7537718023763802,,,unknown,kubernetes/terraform/cicd,False
Pacific Life,0.0,7.0,19.0,False,5.0395422762329805,2.9462198988320325,0.0,0.15789473684210525,0.0,0.05263157894736842,0.0,0.0,6217.0,5721.0,5.0,7.5,6.0,6.0,9.714285714285714,8.105263157894736,0.8571428571428571,0.9473684210526315,5.285714285714286,5.421052631578948,-2.093322377400948,0.15789473684210525,0.05263157894736842,0.0,-496.0,2.5,0.0,-1.6090225563909772,0.09022556390977443,0.1353383458646622,0.0,1.1666666666666667,0.5833333333333334,0.6333333333333333,0.05602783146966251,,,unknown,software/solutions/technology,False
State Farm,3.0,2.0,12.0,False,2.287535674492669,2.491263726339032,0.0,0.0,0.4,0.0,0.6666666666666666,0.0,5649.0,5901.5,5.0,5.0,3.0,3.0,10.0,10.916666666666666,0.0,0.3333333333333333,4.0,3.8333333333333335,0.2037280518463631,0.0,-0.4,-0.6666666666666666,252.5,0.0,0.0,0.9166666666666661,0.3333333333333333,-0.16666666666666652,0.1875,0.3333333333333333,0.26041666666666663,0.4,0.35667494393873256,102647.0,102647.0,large,software/solutions/technology,False
ByteDance,3.0,41.0,124.0,False,-1.4935101410532667,-1.8825449182681895,0.045454545454545456,0.06451612903225806,0.0,0.008064516129032258,0.0,0.0,5270.0,6986.5,4.0,2.0,4.0,3.0,5.363636363636363,6.798387096774194,0.2727272727272727,0.3951612903225806,3.7045454545454546,3.693548387096774,-0.38903477721492274,0.019061583577712607,0.008064516129032258,0.0,1716.5,-2.0,-1.0,1.4347507331378306,0.12243401759530792,-0.010997067448680564,0.1875,6.833333333333333,3.5104166666666665,4.133333333333334,0.1585109081002362,40692.0,40692.0,large,qualifications/th/display,False
Intuitive,1.0,16.0,20.0,False,-3.927344349361326,-3.6022849327417044,0.0,0.0,0.0,0.05,0.0,0.0,5518.0,7070.5,5.5,5.0,5.5,4.0,3.176470588235294,3.95,0.5882352941176471,0.6,4.470588235294118,4.55,0.32505941661962146,0.0,0.05,0.0,1552.5,-0.5,-1.5,0.7735294117647062,0.0117647058823529,0.07941176470588207,0.0625,2.6666666666666665,1.3645833333333333,0.6666666666666666,-0.7142641040008679,9952.0,9952.0,mid,software/systems/requirements,False
Lyft,0.0,13.0,16.0,False,-0.6479094913488976,-0.6173303231653877,0.0,0.125,0.0,0.0625,0.0,0.1,4127.0,4793.0,4.5,5.0,4.5,5.0,6.153846153846154,5.4375,0.6153846153846154,0.625,4.153846153846154,4.875,0.03057916818350992,0.125,0.0625,0.1,666.0,0.5,0.5,-0.7163461538461542,0.009615384615384581,0.7211538461538458,0.0,2.1666666666666665,1.0833333333333333,0.5333333333333333,-0.7063176437496902,,,unknown,kubernetes/terraform/cicd,False
TEKsystems,23.0,8.0,120.0,True,-2.2369420783707343,-0.6275544014463825,0.0,0.10833333333333334,0.0,0.0,0.0,0.0,2241.0,5405.5,6.5,5.0,7.0,5.0,4.709677419354839,7.133333333333334,0.16129032258064516,0.4666666666666667,2.6451612903225805,4.15,1.6093876769243518,0.10833333333333334,0.0,0.0,3164.5,-1.5,-2.0,2.423655913978495,0.30537634408602155,1.5048387096774198,1.4375,1.3333333333333333,1.3854166666666665,4.0,1.0421456770003386,26749.0,26749.0,large,kubernetes/terraform/cicd,False
Belcan,0.0,21.0,5.0,True,-3.1593002847042233,-5.655751044869199,0.0,0.0,0.0,0.0,0.0,0.0,3313.0,2263.0,5.0,5.0,5.0,5.0,3.5714285714285716,1.4,0.14285714285714285,0.0,3.7142857142857144,3.6,-2.496450760164976,0.0,0.0,0.0,-1050.0,0.0,0.0,-2.1714285714285717,-0.14285714285714285,-0.11428571428571432,0.0,3.5,1.75,0.16666666666666666,-2.273764654458554,,,unknown,systems/clearance/requirements,False
Bowman Williams,0.0,51.0,5.0,False,-5.915821615695588,-6.633819070444268,0.0,0.0,0.0196078431372549,0.0,0.07142857142857142,0.0,2662.0,1854.0,3.0,7.0,3.0,7.0,1.588235294117647,0.0,0.1568627450980392,0.2,3.0588235294117645,1.4,-0.71799745474868,0.0,-0.0196078431372549,-0.07142857142857142,-808.0,4.0,4.0,-1.588235294117647,0.0431372549019608,-1.6588235294117646,0.0,8.5,4.25,0.16666666666666666,-3.1506943124521287,,,unknown,azure/sql/solutions,False
Harnham,6.0,12.0,47.0,True,-0.7944506241454375,0.8920945645143706,0.05555555555555555,0.2553191489361702,0.05555555555555555,0.06382978723404255,0.0,0.09090909090909091,1638.0,2251.0,4.0,5.0,4.0,5.0,4.944444444444445,6.76595744680851,0.4444444444444444,0.7659574468085106,3.5,4.170212765957447,1.6865451886598082,0.19976359338061464,0.008274231678486996,0.09090909090909091,613.0,1.0,1.0,1.8215130023640658,0.3215130023640662,0.670212765957447,0.375,2.0,1.1875,1.5666666666666667,0.2617065860485203,219.0,219.0,small,models/systems/llm,False
"Conch Technologies, Inc",0.0,68.0,16.0,True,-1.0990540378352507,-0.177833588438276,0.0,0.25,0.0,0.0,0.0,0.0,1131.5,1590.0,9.0,5.5,9.0,5.0,3.911764705882353,7.25,0.11764705882352941,0.1875,2.3088235294117645,2.5,0.9212204493969747,0.25,0.0,0.0,458.5,-3.5,-4.0,3.338235294117647,0.06985294117647059,0.1911764705882355,0.0,11.333333333333334,5.666666666666667,0.5333333333333333,-2.3379376117097657,,,unknown,kubernetes/terraform/cicd,False
Scientific Research Corporation,1.0,20.0,7.0,False,-1.9730279719900192,-1.4649315798899032,0.0,0.0,0.0,0.0,0.0,0.0,4766.0,5181.0,7.0,6.0,5.5,6.0,5.904761904761905,7.285714285714286,0.09523809523809523,0.5714285714285714,3.9047619047619047,4.285714285714286,0.508096392100116,0.0,0.0,0.0,415.0,-1.0,0.5,1.3809523809523805,0.47619047619047616,0.38095238095238093,0.0625,3.3333333333333335,1.6979166666666667,0.23333333333333334,-1.9339339580085977,2251.0,2251.0,mid,systems/clearance/requirements,False
Innova Solutions,3.0,3.0,19.0,True,0.8307487253707061,0.12147129328453643,0.0,0.15789473684210525,0.0,0.10526315789473684,0.0,0.0,5847.5,6217.0,6.0,7.0,5.0,5.0,6.666666666666667,8.947368421052632,0.3333333333333333,0.47368421052631576,4.333333333333333,3.4210526315789473,-0.7092774320861697,0.15789473684210525,0.10526315789473684,0.0,369.5,1.0,0.0,2.280701754385965,0.14035087719298245,-0.9122807017543857,0.1875,0.5,0.34375,0.6333333333333333,0.550046336919272,6708.0,6708.0,mid,systems/agent/workflows,False
Booz Allen Hamilton,9.0,1.0,338.0,True,-1.3120983079355875,1.4277222633721782,0.1,0.04142011834319527,0.0,0.005917159763313609,0.0,0.0,6456.0,5686.5,5.0,4.0,4.0,3.0,6.8,9.928994082840237,0.1,0.5177514792899408,4.0,4.189349112426036,2.7398205713077655,-0.058579881656804736,0.005917159763313609,0.0,-769.5,-1.0,-1.0,3.1289940828402374,0.41775147928994083,0.18934911242603558,0.5625,0.16666666666666666,0.3645833333333333,11.266666666666667,3.350088742431625,39065.0,39065.0,large,kubernetes/terraform/cicd,False
"BAE Systems, Inc.",14.0,38.0,140.0,False,-2.9062260295817626,-2.3204550699547632,0.0,0.014285714285714285,0.038461538461538464,0.014285714285714285,0.023809523809523808,0.029850746268656716,7189.0,6393.0,6.0,6.0,6.0,5.0,4.5,5.4714285714285715,0.36538461538461536,0.4142857142857143,4.384615384615385,4.357142857142857,0.5857709596269993,0.014285714285714285,-0.02417582417582418,0.006041222459132908,-796.0,0.0,-1.0,0.9714285714285715,0.04890109890109895,-0.027472527472528263,0.875,6.333333333333333,3.6041666666666665,4.666666666666667,0.25328637637705426,15799.0,15799.0,large,systems/clearance/requirements,False
"Veridian Tech Solutions, Inc.",4.0,1.0,9.0,False,-1.1618849610291704,1.4751867726564494,0.0,0.0,0.2,0.0,0.25,0.0,1000.0,2280.0,5.0,4.0,3.0,6.0,3.8,6.777777777777778,0.0,0.4444444444444444,2.4,3.5555555555555554,2.6370717336856195,0.0,-0.2,-0.25,1280.0,-1.0,3.0,2.977777777777778,0.4444444444444444,1.1555555555555554,0.25,0.16666666666666666,0.20833333333333331,0.3,0.27894839248302644,132.0,132.0,small,java/boot/microservices,False
Themesoft Inc.,3.0,2.0,13.0,False,-2.1012000339225962,2.7080916720995187,0.0,0.15384615384615385,0.2,0.0,0.25,0.0,1770.0,2280.0,8.5,6.0,6.0,6.0,2.4,9.307692307692308,0.4,0.3076923076923077,3.6,3.076923076923077,4.809291706022115,0.15384615384615385,-0.2,-0.25,510.0,-2.5,0.0,6.907692307692308,-0.09230769230769231,-0.523076923076923,0.1875,0.3333333333333333,0.26041666666666663,0.43333333333333335,0.4336359850748609,119.0,119.0,small,azure/pipelines/solutions,False
Guidehouse,3.0,10.0,20.0,True,-0.6584489298839507,1.8106051108118628,0.0,0.1,0.0,0.0,0.0,0.0,4710.0,6773.5,5.0,4.0,5.0,2.0,4.538461538461538,9.2,0.38461538461538464,0.6,4.615384615384615,4.85,2.4690540406958137,0.1,0.0,0.0,2063.5,-1.0,-3.0,4.661538461538461,0.21538461538461534,0.23461538461538467,0.1875,1.6666666666666667,0.9270833333333334,0.6666666666666666,-0.33821288109899694,13331.0,13331.0,large,kubernetes/terraform/cicd,False
Lawrence Harvey,1.0,6.0,7.0,False,-1.2819524656819463,-2.8893127181002254,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,1384.0,1908.0,6.0,2.0,6.5,3.5,4.142857142857143,3.857142857142857,0.2857142857142857,0.5714285714285714,2.857142857142857,3.142857142857143,-1.607360252418279,0.14285714285714285,0.0,0.0,524.0,-4.0,-3.0,-0.28571428571428603,0.2857142857142857,0.2857142857142856,0.0625,1.0,0.53125,0.23333333333333334,-0.8109302162163288,170.0,170.0,small,backend/javascript/typescript,False
System Soft Technologies,3.0,5.0,6.0,True,-1.8945428741843706,0.7425292924244532,0.0,0.0,0.0,0.0,0.0,0.0,937.5,1511.5,3.5,8.0,3.5,5.0,3.25,8.5,0.25,0.16666666666666666,3.125,2.5,2.637072166608824,0.0,0.0,0.0,574.0,4.5,1.5,5.25,-0.08333333333333334,-0.625,0.1875,0.8333333333333334,0.5104166666666667,0.2,-0.9162907318741551,859.0,859.0,small,software/solutions/technology,False
Michael Page,0.0,6.0,6.0,True,-1.3206508359119258,0.6749561226973757,0.0,0.0,0.0,0.0,0.0,,2699.5,3244.5,5.0,,5.0,7.0,4.0,7.5,0.3333333333333333,0.8333333333333334,4.0,3.6666666666666665,1.9956069586093015,0.0,0.0,,545.0,,2.0,3.5,0.5,-0.3333333333333335,0.0,1.0,0.5,0.2,-0.8968726460170535,,,unknown,software/systems/linux,False
Peterson Technology Partners,0.0,6.0,6.0,True,5.5948473452503835,5.800195316952762,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,2841.0,6356.0,10.0,4.0,7.0,5.0,11.0,13.5,0.5,0.3333333333333333,4.666666666666667,3.5,0.20534797170237873,0.3333333333333333,0.0,0.0,3515.0,-6.0,-2.0,2.5,-0.16666666666666669,-1.166666666666667,0.0,1.0,0.5,0.2,-0.8968726460170535,,,unknown,features/backend/rails,False
Acro Service Corp,2.0,6.0,14.0,True,-3.739085714445701,-3.3637842253836783,0.0,0.0,0.0,0.0,0.0,0.0,2493.0,2348.5,3.0,3.0,2.5,2.0,2.5,4.571428571428571,0.375,0.14285714285714285,3.75,3.4285714285714284,0.37530148906202276,0.0,0.0,0.0,-144.5,0.0,-0.5,2.071428571428571,-0.23214285714285715,-0.3214285714285716,0.125,1.0,0.5625,0.4666666666666667,-0.2057518086023406,691.0,654.0,small,software/requirements/degree,False
Capital One,52.0,658.0,247.0,True,5.281203998680608,5.003744944912654,0.02676056338028169,0.19838056680161945,0.009859154929577466,0.0,0.010115606936416185,0.0,4701.0,6219.0,6.0,6.0,4.0,4.0,11.51549295774648,13.299595141700404,0.17183098591549295,0.29554655870445345,4.933802816901409,4.967611336032388,-0.277459053767954,0.17162000342133776,-0.009859154929577466,-0.010115606936416185,1518.0,0.0,0.0,1.7841021839539248,0.1237155727889605,0.0338085191309796,3.25,109.66666666666667,56.458333333333336,8.233333333333333,-1.9238430550266348,55249.0,55249.0,large,technologies/millions_americans/tech_trends,False
Georgia Tech Research Institute,2.0,6.0,5.0,False,-2.9242809185571113,-2.304635040797545,0.0,0.0,0.0,0.0,0.0,0.0,6192.0,8686.0,3.0,3.0,5.0,2.5,4.5,7.2,0.625,0.2,5.0,4.6,0.6196458777595661,0.0,0.0,0.0,2494.0,0.0,-2.5,2.7,-0.425,-0.40000000000000036,0.125,1.0,0.5625,0.16666666666666666,-1.1751523657904441,3048.0,3048.0,mid,software/systems/requirements,False
eTeam,4.0,14.0,6.0,False,-3.1195953342387517,-0.5957084784780946,0.0,0.0,0.1111111111111111,0.0,0.14285714285714285,0.0,1959.5,5178.5,5.0,4.0,4.5,5.0,3.6666666666666665,5.333333333333333,0.16666666666666666,1.0,3.388888888888889,5.333333333333333,2.523886855760657,0.0,-0.1111111111111111,-0.14285714285714285,3219.0,-1.0,0.5,1.6666666666666665,0.8333333333333334,1.9444444444444442,0.25,2.3333333333333335,1.2916666666666667,0.2,-1.809234099751319,3296.0,3296.0,mid,failure/procedures/ability,False
Rocket Lab,3.0,10.0,22.0,False,-5.558671295874874,-2.6299865825951003,0.0,0.0,0.0,0.0,0.0,0.0,6929.0,9587.5,5.0,5.0,5.0,8.0,3.769230769230769,6.409090909090909,0.15384615384615385,0.6363636363636364,4.230769230769231,4.5,2.928684713279774,0.0,0.0,0.0,2658.5,0.0,3.0,2.63986013986014,0.4825174825174825,0.26923076923076916,0.1875,1.6666666666666667,0.9270833333333334,0.7333333333333333,-0.2451224580329851,1240.0,1240.0,mid,us/software/export,False
FOTOMILL STUDIOS LIMITED,0.0,5.0,5.0,False,4.953315533599986,4.838768318852906,0.0,0.0,0.2,0.0,0.3333333333333333,,2449.0,2778.0,8.0,1.0,8.0,1.0,10.0,12.0,0.0,0.0,3.8,3.0,-0.11454721474708052,0.0,-0.2,,329.0,-7.0,-7.0,2.0,0.0,-0.7999999999999998,0.0,0.8333333333333334,0.4166666666666667,0.16666666666666666,-0.8933012136494565,,,unknown,software/requirements/degree,False
Draper,1.0,16.0,22.0,False,-2.5411627788575197,-2.304801427890332,0.0,0.0,0.0,0.0,0.0,0.0,4366.0,5946.5,5.0,5.0,7.5,5.0,3.5294117647058822,2.1363636363636362,0.35294117647058826,0.5,4.9411764705882355,5.045454545454546,0.2363613509671878,0.0,0.0,0.0,1580.5,0.0,-2.5,-1.393048128342246,0.14705882352941174,0.10427807486631036,0.0625,2.6666666666666665,1.3645833333333333,0.7333333333333333,-0.621173680934856,2279.0,2279.0,mid,systems/clearance/requirements,False
