company_name_canonical,n_2024_arshkon,n_2024_asaniczka,n_2026_scraped,is_aggregator,breadth_resid_mean_2024,breadth_resid_mean_2026,ai_strict_mean_2024,ai_strict_mean_2026,mgmt_mean_2024,mgmt_mean_2026,mentor_on_s1_rate_2024,mentor_on_s1_rate_2026,desc_len_median_2024,desc_len_median_2026,yoe_llm_median_2024,yoe_llm_median_2026,yoe_rule_median_2024,yoe_rule_median_2026,tech_count_mean_2024,tech_count_mean_2026,scope_mean_2024,scope_mean_2026,credstack_mean_2024,credstack_mean_2026,breadth_resid_mean_delta,ai_strict_mean_delta,mgmt_mean_delta,mentor_on_s1_rate_delta,desc_len_median_delta,yoe_llm_median_delta,yoe_rule_median_delta,tech_count_mean_delta,scope_mean_delta,credstack_mean_delta,vol_2024,vol_2026,vol_log_ratio,cmax,cavg,size_class,archetype_name,is_tech_giant
SynergisticIT,5.0,1.0,19.0,False,-0.8265450674928333,3.6104558352748723,0.0,0.0,0.0,0.0,,,3644.0,4324.0,,,,,8.333333333333334,3.473684210526316,0.0,0.3684210526315789,3.0,1.9473684210526316,4.437000902767705,0.0,0.0,,680.0,,,-4.859649122807018,0.3684210526315789,-1.0526315789473684,0.3125,0.6333333333333333,0.6370577139089018,105.0,105.0,small,intern/internship/pursuing,False
Raytheon,3.0,143.0,126.0,False,-2.9823098964330756,-3.3087106049346433,0.0,0.0,0.0136986301369863,0.007936507936507936,0.014184397163120567,0.02040816326530612,5951.5,7532.0,5.0,5.0,5.0,5.0,4.486301369863014,5.76984126984127,0.3561643835616438,0.4523809523809524,4.424657534246576,3.9206349206349205,-0.32640070850156766,0.0,-0.0057621222004783645,0.006223766102185554,1580.5,0.0,0.0,1.2835398999782557,0.09621656881930857,-0.5040226136116552,0.1875,4.2,2.9588706802498326,44200.0,44200.0,large,systems/clearance/requirements,False
"Mission Technologies, a division of HII",4.0,64.0,35.0,False,-4.147919750956475,1.3568436869809948,0.0,0.11428571428571428,0.014705882352941176,0.05714285714285714,0.0196078431372549,0.1111111111111111,6077.5,6980.0,4.0,5.0,5.0,5.0,3.5441176470588234,9.457142857142857,0.20588235294117646,0.17142857142857143,4.382352941176471,4.514285714285714,5.50476343793747,0.11428571428571428,0.04243697478991597,0.0915032679738562,902.5,1.0,0.0,5.913025210084034,-0.03445378151260503,0.13193277310924323,0.25,1.1666666666666667,1.4368466402827218,3760.0,3760.0,mid,systems/clearance/requirements,False
Capgemini,4.0,19.0,143.0,True,1.026774558980253,0.5026464908822166,0.043478260869565216,0.11888111888111888,0.0,0.006993006993006993,0.0,0.0196078431372549,4385.0,7211.0,7.0,5.0,6.5,5.0,6.956521739130435,8.552447552447552,0.17391304347826086,0.6993006993006993,3.5217391304347827,4.041958041958042,-0.5241280680980365,0.07540285801155366,0.006993006993006993,0.0196078431372549,2826.0,-2.0,-1.5,1.595925813317117,0.5253876558224384,0.5202189115232589,0.25,4.766666666666667,2.8336489790010275,296033.0,296033.0,large,pipelines/sql/etl,False
OKAYA INFOCOM,4.0,0.0,3.0,False,-1.5730169357449917,4.072902141488744,0.0,0.0,0.0,0.0,0.0,,1130.5,1789.0,8.5,,,8.0,3.75,11.333333333333334,0.25,0.6666666666666666,2.5,3.3333333333333335,5.645919077233736,0.0,0.0,,658.5,,,7.583333333333334,0.41666666666666663,0.8333333333333335,0.25,0.1,-0.8799230877032802,463.0,463.0,small,kubernetes/terraform/cicd,False
Fidelity Investments,29.0,0.0,54.0,False,4.223136256287754,3.0125720874692012,0.0,0.018518518518518517,0.10344827586206896,0.018518518518518517,0.15,0.037037037037037035,6091.0,4525.0,5.0,6.0,6.0,6.0,10.96551724137931,9.74074074074074,0.2413793103448276,0.5740740740740741,4.241379310344827,4.574074074074074,-1.2105641688185527,0.018518518518518517,-0.08492975734355045,-0.11296296296296296,-1566.0,1.0,0.0,-1.2247765006385691,0.33269476372924645,0.332694763729247,1.8125,1.8,-0.01479822109894984,75676.0,75676.0,large,kubernetes/terraform/cicd,False
Precision Technologies,4.0,2.0,7.0,False,0.38006941341729156,5.117991095878158,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,1948.0,2105.0,8.0,8.5,10.0,9.0,6.5,12.428571428571429,0.5,0.42857142857142855,4.0,2.7142857142857144,4.7379216824608665,0.14285714285714285,0.0,0.0,157.0,0.5,-1.0,5.928571428571429,-0.07142857142857145,-1.2857142857142856,0.25,0.23333333333333334,-0.11778303565638351,304.0,304.0,small,backend/systems/services,False
BayOne Solutions,3.0,0.0,14.0,True,1.3142140756866365,-0.21501937710838653,0.0,0.0,0.0,0.0,0.0,0.0,1638.0,1757.0,5.0,5.0,5.0,5.0,6.0,5.071428571428571,0.0,0.7142857142857143,2.6666666666666665,3.7857142857142856,-1.529233452795023,0.0,0.0,0.0,119.0,0.0,0.0,-0.9285714285714288,0.7142857142857143,1.119047619047619,0.1875,0.4666666666666667,0.7927770215087866,323.0,323.0,small,linux/routing/systems,False
"firstPRO, Inc",5.0,6.0,3.0,True,1.3420114797205895,-0.5528242805453173,0.0,0.0,0.0,0.0,0.0,0.0,2178.0,3043.0,4.0,10.0,4.0,5.0,6.636363636363637,7.0,0.7272727272727273,0.6666666666666666,4.363636363636363,4.0,-1.8948357602659067,0.0,0.0,0.0,865.0,6.0,1.0,0.3636363636363633,-0.06060606060606066,-0.3636363636363633,0.3125,0.1,-1.0805937831654313,185.0,185.0,small,azure/sql/solutions,False
Docusign,3.0,0.0,35.0,False,5.212775423545981,4.594493031767764,0.0,0.2,0.0,0.0,0.0,0.0,7090.0,8368.0,5.0,5.0,5.0,5.0,13.333333333333334,11.857142857142858,0.0,0.5714285714285714,4.333333333333333,5.2,-0.6182823917782168,0.2,0.0,0.0,1278.0,0.0,0.0,-1.4761904761904763,0.5714285714285714,0.8666666666666671,0.1875,1.1666666666666667,1.6881610685636281,7463.0,7463.0,mid,azure/sql/solutions,False
Pronix Inc,3.0,1.0,7.0,False,-0.9941658055833589,0.5666700427186174,0.0,0.0,0.0,0.0,0.0,,787.0,1618.0,9.0,,9.0,6.5,4.0,8.285714285714286,0.0,0.5714285714285714,2.0,2.4285714285714284,1.5608358483019762,0.0,0.0,,831.0,,-2.5,4.2857142857142865,0.5714285714285714,0.4285714285714284,0.1875,0.23333333333333334,0.13353139262452257,130.0,130.0,small,pipelines/sql/etl,False
Strava,3.0,0.0,4.0,False,0.4350745459226258,3.657776820476859,0.0,0.0,0.0,0.0,,0.0,5142.0,6305.5,,5.0,,3.0,6.333333333333333,11.75,0.6666666666666666,0.75,3.6666666666666665,3.5,3.222702274554233,0.0,0.0,,1163.5,,,5.416666666666667,0.08333333333333337,-0.16666666666666652,0.1875,0.13333333333333333,-0.37729423114146804,512.0,512.0,small,models/systems/llm,False
Western Union,3.0,0.0,10.0,False,2.6017077487039444,2.150371719693029,0.0,0.0,0.0,0.2,0.0,0.16666666666666666,7210.0,6686.5,4.0,7.0,3.0,6.0,9.666666666666666,8.6,1.0,0.9,4.333333333333333,4.9,-0.4513360290109154,0.0,0.2,0.16666666666666666,-523.5,3.0,3.0,-1.0666666666666664,-0.09999999999999998,0.5666666666666673,0.1875,0.3333333333333333,0.47000362924573547,13689.0,13689.0,large,software/systems/requirements,False
Qualcomm,5.0,0.0,174.0,False,-3.4617774991732744,-3.883145584192544,0.0,0.017241379310344827,0.0,0.011494252873563218,,0.0,4732.0,6349.0,2.0,2.5,2.0,2.0,3.2,4.373563218390805,0.6,0.4827586206896552,4.8,4.2988505747126435,-0.4213680850192696,0.017241379310344827,0.011494252873563218,,1617.0,0.5,0.0,1.1735632183908047,-0.11724137931034478,-0.5011494252873563,0.3125,5.8,2.8285679899816825,42618.0,42618.0,large,software/requirements/degree,False
Uber,6.0,3.0,201.0,False,-3.581728837699721,0.19738641668706514,0.0,0.06467661691542288,0.1111111111111111,0.04477611940298507,0.125,0.07058823529411765,2866.0,3581.0,7.0,4.0,7.0,4.0,3.4444444444444446,5.45771144278607,0.6666666666666666,0.6766169154228856,4.111111111111111,4.388059701492537,3.7791152543867863,0.06467661691542288,-0.06633499170812604,-0.054411764705882354,715.0,-3.0,-3.0,2.013266998341625,0.009950248756218971,0.2769485903814264,0.375,6.7,2.8053785450627724,95108.0,95108.0,large,models/systems/llm,False
ICE,26.0,0.0,52.0,False,0.9028903115819344,2.9357268956581923,0.0,0.3076923076923077,0.0,0.038461538461538464,0.0,0.0,3617.0,3359.5,5.0,5.0,5.0,5.0,7.923076923076923,9.057692307692308,0.5,0.5384615384615384,4.346153846153846,4.75,2.032836584076258,0.3076923076923077,0.038461538461538464,0.0,-257.5,0.0,0.0,1.134615384615385,0.038461538461538436,0.4038461538461542,1.625,1.7333333333333334,0.05505977718302739,5948.0,5948.0,mid,java/boot/microservices,False
Radley James,6.0,1.0,10.0,False,-4.223722874864419,-3.3456765495587155,0.0,0.1,0.0,0.0,0.0,0.0,1008.0,1581.5,2.0,3.0,2.5,3.0,2.0,3.0,0.14285714285714285,0.7,2.4285714285714284,3.4,0.8780463253057031,0.1,0.0,0.0,573.5,1.0,0.5,1.0,0.5571428571428572,0.9714285714285715,0.375,0.3333333333333333,-0.14903557916048796,33.0,33.0,small,kubernetes/terraform/cicd,False
Cloudflare,7.0,19.0,38.0,False,-1.6662222274857208,-0.5530885623866002,0.0,0.05263157894736842,0.0,0.02631578947368421,0.0,0.0,7830.5,8233.0,5.0,4.0,4.0,4.5,7.115384615384615,8.789473684210526,0.19230769230769232,0.42105263157894735,2.8076923076923075,3.6578947368421053,1.1131336650991206,0.05263157894736842,0.02631578947368421,0.0,402.5,-1.0,0.5,1.6740890688259107,0.22874493927125503,0.8502024291497978,0.4375,1.2666666666666666,1.0071465613290995,4297.0,4297.0,mid,backend/systems/services,False
The Intersect Group,3.0,2.0,5.0,True,-3.520482911002574,3.2217785540377726,0.0,0.0,0.0,0.0,0.0,0.0,1312.0,2997.0,7.0,5.0,7.0,3.0,2.0,8.6,0.2,1.0,3.6,4.8,6.742261465040347,0.0,0.0,0.0,1685.0,-2.0,-4.0,6.6,0.8,1.1999999999999997,0.1875,0.16666666666666666,-0.17662353567931702,355.0,355.0,small,azure/pipelines/solutions,False
ByteDance,3.0,41.0,124.0,False,-1.4935101410532667,-1.8825449182681895,0.045454545454545456,0.06451612903225806,0.0,0.008064516129032258,0.0,0.0,5270.0,6986.5,4.0,2.0,4.0,3.0,5.363636363636363,6.798387096774194,0.2727272727272727,0.3951612903225806,3.7045454545454546,3.693548387096774,-0.38903477721492274,0.019061583577712607,0.008064516129032258,0.0,1716.5,-2.0,-1.0,1.4347507331378306,0.12243401759530792,-0.010997067448680564,0.1875,4.133333333333334,2.94293408798702,40692.0,40692.0,large,qualifications/th/display,False
TEKsystems,23.0,8.0,120.0,True,-2.2369420783707343,-0.6275544014463825,0.0,0.10833333333333334,0.0,0.0,0.0,0.0,2241.0,5405.5,6.5,5.0,7.0,5.0,4.709677419354839,7.133333333333334,0.16129032258064516,0.4666666666666667,2.6451612903225805,4.15,1.6093876769243518,0.10833333333333334,0.0,0.0,3164.5,-1.5,-2.0,2.423655913978495,0.30537634408602155,1.5048387096774198,1.4375,4.0,1.0060406723582223,26749.0,26749.0,large,kubernetes/terraform/cicd,False
Harnham,6.0,12.0,47.0,True,-0.7944506241454375,0.8920945645143706,0.05555555555555555,0.2553191489361702,0.05555555555555555,0.06382978723404255,0.0,0.09090909090909091,1638.0,2251.0,4.0,5.0,4.0,5.0,4.944444444444445,6.76595744680851,0.4444444444444444,0.7659574468085106,3.5,4.170212765957447,1.6865451886598082,0.19976359338061464,0.008274231678486996,0.09090909090909091,613.0,1.0,1.0,1.8215130023640658,0.3215130023640662,0.670212765957447,0.375,1.5666666666666667,1.36031887471663,219.0,219.0,small,models/systems/llm,False
Cloudious,3.0,0.0,8.0,True,3.512030169341891,3.1450049725806886,0.0,0.25,0.0,0.125,0.0,0.0,533.0,1442.5,10.0,8.0,,8.0,6.333333333333333,9.5,0.0,0.25,2.3333333333333335,3.75,-0.3670251967612024,0.25,0.125,0.0,909.5,-2.0,,3.166666666666667,0.25,1.4166666666666665,0.1875,0.26666666666666666,0.2586945355785287,87.0,87.0,small,java/boot/microservices,False
Infojini Inc,3.0,0.0,9.0,True,-1.704258785336788,0.9613892848546391,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,1888.0,2141.0,8.5,8.0,7.5,8.0,6.666666666666667,10.0,0.3333333333333333,0.2222222222222222,2.3333333333333335,2.7777777777777777,2.6656480701914274,0.4444444444444444,0.0,0.0,253.0,-0.5,0.5,3.333333333333333,-0.1111111111111111,0.4444444444444442,0.1875,0.3,0.369920170688753,707.0,707.0,small,angular/java/backend,False
Innova Solutions,3.0,3.0,19.0,True,0.8307487253707061,0.12147129328453643,0.0,0.15789473684210525,0.0,0.10526315789473684,0.0,0.0,5847.5,6217.0,6.0,7.0,5.0,5.0,6.666666666666667,8.947368421052632,0.3333333333333333,0.47368421052631576,4.333333333333333,3.4210526315789473,-0.7092774320861697,0.15789473684210525,0.10526315789473684,0.0,369.5,1.0,0.0,2.280701754385965,0.14035087719298245,-0.9122807017543857,0.1875,0.6333333333333333,1.089042837651959,6708.0,6708.0,mid,models/systems/llm,False
KPG99 INC,4.0,0.0,12.0,False,-1.6953299563687176,2.6436961613032635,0.0,0.5,0.0,0.0,0.0,0.0,1494.0,1381.0,5.0,5.0,5.5,5.0,4.5,8.416666666666666,0.25,0.5,2.75,3.5833333333333335,4.339026117671981,0.5,0.0,0.0,-113.0,0.0,-0.5,3.916666666666666,0.25,0.8333333333333335,0.25,0.4,0.39304258810960735,221.0,221.0,small,models/systems/llm,False
Booz Allen Hamilton,9.0,1.0,338.0,True,-1.3120983079355875,1.4277222633721782,0.1,0.04142011834319527,0.0,0.005917159763313609,0.0,0.0,6456.0,5686.5,5.0,4.0,4.0,3.0,6.8,9.928994082840237,0.1,0.5177514792899408,4.0,4.189349112426036,2.7398205713077655,-0.058579881656804736,0.005917159763313609,0.0,-769.5,-1.0,-1.0,3.1289940828402374,0.41775147928994083,0.18934911242603558,0.5625,11.266666666666667,2.9446236343234604,39065.0,39065.0,large,kubernetes/terraform/cicd,False
"BAE Systems, Inc.",14.0,38.0,140.0,False,-2.9062260295817626,-2.3204550699547632,0.0,0.014285714285714285,0.038461538461538464,0.014285714285714285,0.023809523809523808,0.029850746268656716,7189.0,6393.0,6.0,6.0,6.0,5.0,4.5,5.4714285714285715,0.36538461538461536,0.4142857142857143,4.384615384615385,4.357142857142857,0.5857709596269993,0.014285714285714285,-0.02417582417582418,0.006041222459132908,-796.0,0.0,-1.0,0.9714285714285715,0.04890109890109895,-0.027472527472528263,0.875,4.666666666666667,1.6424501799248976,15799.0,15799.0,large,systems/clearance/requirements,False
Pinterest,3.0,0.0,28.0,True,-2.658333301191187,-1.36953294826273,0.0,0.39285714285714285,0.0,0.03571428571428571,0.0,0.1,4855.0,6043.5,5.5,5.0,3.0,5.0,3.3333333333333335,5.178571428571429,0.6666666666666666,0.8928571428571429,4.666666666666667,5.142857142857143,1.2888003529284568,0.39285714285714285,0.03571428571428571,0.1,1188.5,-0.5,2.0,1.8452380952380953,0.22619047619047628,0.4761904761904763,0.1875,0.9333333333333333,1.468532459356863,8749.0,3377.0,mid,models/systems/llm,False
"Reveille Technologies,Inc",3.0,0.0,6.0,True,-2.49291644116755,2.068513035634909,0.0,0.0,0.0,0.0,,0.0,815.0,981.5,,5.0,,8.0,2.6666666666666665,6.833333333333333,0.0,0.16666666666666666,1.0,2.8333333333333335,4.561429476802459,0.0,0.0,,166.5,,,4.166666666666666,0.16666666666666666,1.8333333333333335,0.1875,0.2,-0.009569451016150672,691.0,411.0,small,java/boot/microservices,False
"Veridian Tech Solutions, Inc.",4.0,1.0,9.0,False,-1.1618849610291704,1.4751867726564494,0.0,0.0,0.2,0.0,0.25,0.0,1000.0,2280.0,5.0,4.0,3.0,6.0,3.8,6.777777777777778,0.0,0.4444444444444444,2.4,3.5555555555555554,2.6370717336856195,0.0,-0.2,-0.25,1280.0,-1.0,3.0,2.977777777777778,0.4444444444444444,1.1555555555555554,0.25,0.3,0.11860574240784681,132.0,132.0,small,java/boot/microservices,False
Themesoft Inc.,3.0,2.0,13.0,False,-2.1012000339225962,2.7080916720995187,0.0,0.15384615384615385,0.2,0.0,0.25,0.0,1770.0,2280.0,8.5,6.0,6.0,6.0,2.4,9.307692307692308,0.4,0.3076923076923077,3.6,3.076923076923077,4.809291706022115,0.15384615384615385,-0.2,-0.25,510.0,-2.5,0.0,6.907692307692308,-0.09230769230769231,-0.523076923076923,0.1875,0.43333333333333335,0.7213180575266418,119.0,119.0,small,azure/pipelines/solutions,False
Guidehouse,3.0,10.0,20.0,True,-0.6584489298839507,1.8106051108118628,0.0,0.1,0.0,0.0,0.0,0.0,4710.0,6773.5,5.0,4.0,5.0,2.0,4.538461538461538,9.2,0.38461538461538464,0.6,4.615384615384615,4.85,2.4690540406958137,0.1,0.0,0.0,2063.5,-1.0,-3.0,4.661538461538461,0.21538461538461534,0.23461538461538467,0.1875,0.6666666666666666,1.1390532582266204,13331.0,13331.0,large,kubernetes/terraform/cicd,False
System Soft Technologies,3.0,5.0,6.0,True,-1.8945428741843706,0.7425292924244532,0.0,0.0,0.0,0.0,0.0,0.0,937.5,1511.5,3.5,8.0,3.5,5.0,3.25,8.5,0.25,0.16666666666666666,3.125,2.5,2.637072166608824,0.0,0.0,0.0,574.0,4.5,1.5,5.25,-0.08333333333333334,-0.625,0.1875,0.2,-0.009569451016150672,859.0,859.0,small,software/solutions/technology,False
HIRECLOUT,3.0,0.0,7.0,False,8.649580860312582,4.2400167606396515,0.0,0.0,0.0,0.0,0.0,0.0,3483.0,4332.0,3.0,3.0,3.0,4.0,14.333333333333334,11.285714285714286,1.0,0.7142857142857143,5.666666666666667,4.714285714285714,-4.409564099672931,0.0,0.0,0.0,849.0,0.0,1.0,-3.0476190476190474,-0.2857142857142857,-0.9523809523809526,0.1875,0.23333333333333334,0.13353139262452257,39.0,39.0,small,backend/systems/services,False
Anduril Industries,4.0,48.0,271.0,False,-1.9265436559642726,-1.5676089857119135,0.0,0.014760147601476014,0.0,0.04059040590405904,0.0,0.009259259259259259,6118.0,8260.0,5.0,5.0,5.0,5.0,4.3076923076923075,5.601476014760148,0.5384615384615384,0.6494464944649446,4.711538461538462,4.376383763837638,0.35893467025235903,0.014760147601476014,0.04059040590405904,0.009259259259259259,2142.0,0.0,0.0,1.2937837070678402,0.11098495600340619,-0.3351546977008235,0.25,9.033333333333333,3.4712760831753418,2220.0,2220.0,mid,software/systems/requirements,False
Wells Fargo,16.0,21.0,327.0,False,2.034893760084935,2.593500846111138,0.0,0.045871559633027525,0.0,0.021406727828746176,0.0,0.0,5549.0,6226.0,5.0,5.0,4.0,4.0,8.702702702702704,9.914373088685016,0.7837837837837838,0.8868501529051988,4.783783783783784,4.657492354740061,0.5586070860262033,0.045871559633027525,0.021406727828746176,0.0,677.0,0.0,0.0,1.2116703859823126,0.10306636912141498,-0.12629142904372337,1.0,10.9,2.3595190147463976,194312.0,194312.0,large,software/systems/requirements,False
HTC Global Services,7.0,14.0,24.0,False,1.7750182413826354,1.61615365691564,0.09523809523809523,0.041666666666666664,0.0,0.0,0.0,0.0,2558.0,3992.5,5.0,7.0,5.0,5.0,7.571428571428571,9.416666666666666,0.2857142857142857,0.7916666666666666,4.0,4.333333333333333,-0.15886458446699536,-0.05357142857142857,0.0,0.0,1434.5,2.0,0.0,1.845238095238095,0.5059523809523809,0.33333333333333304,0.4375,0.8,0.5551614375860425,11689.0,11689.0,large,azure/pipelines/solutions,False
Centraprise,14.0,3.0,28.0,True,-1.444862679537622,-1.0088786539920658,0.0,0.0,0.0,0.0,0.0,0.0,1206.0,987.5,8.0,6.5,8.0,7.0,4.529411764705882,6.035714285714286,0.058823529411764705,0.07142857142857142,2.411764705882353,2.0357142857142856,0.43598402554555626,0.0,0.0,0.0,-218.5,-1.5,-1.0,1.5063025210084033,0.01260504201680672,-0.3760504201680672,0.875,0.9333333333333333,0.04714677842570208,283.0,283.0,small,java/boot/microservices,False
TekWissen ®,8.0,15.0,5.0,False,0.2139781779285046,-1.950691349211874,0.0,0.2,0.0,0.0,0.0,,2467.0,2550.0,4.0,2.0,4.0,2.0,6.434782608695652,5.6,0.5652173913043478,0.4,4.043478260869565,4.2,-2.1646695271403784,0.2,0.0,,83.0,-2.0,-2.0,-0.8347826086956527,-0.16521739130434776,0.15652173913043477,0.5,0.16666666666666666,-1.0639267306802196,768.0,768.0,small,software/requirements/degree,False
ApTask,7.0,0.0,5.0,True,-2.6359547866317423,7.130199376134767,0.0,0.4,0.0,0.0,0.0,0.0,1408.0,3284.0,8.0,5.0,,5.0,3.857142857142857,13.8,0.2857142857142857,0.8,2.2857142857142856,4.4,9.76615416276651,0.4,0.0,0.0,1876.0,-3.0,,9.942857142857143,0.5142857142857143,2.1142857142857148,0.4375,0.16666666666666666,-0.9387635877262137,326.0,326.0,small,java/boot/microservices,False
JPMorgan Chase & Co.,12.0,0.0,680.0,False,-0.5157325171315555,1.8085813162403452,0.08333333333333333,0.08088235294117647,0.0,0.029411764705882353,0.0,0.027855153203342618,4725.0,5702.5,4.0,5.0,5.0,5.0,8.416666666666666,10.313235294117646,0.08333333333333333,0.49264705882352944,3.6666666666666665,4.227941176470588,2.324313833371901,-0.002450980392156854,0.029411764705882353,0.027855153203342618,977.5,1.0,0.0,1.8965686274509803,0.4093137254901961,0.5612745098039214,0.75,22.666666666666668,3.368490518360891,295191.0,295191.0,large,software/solutions/technology,False
Selby Jennings,11.0,22.0,19.0,False,-2.471135519502487,-2.3300974328098745,0.0,0.0,0.0,0.0,0.0,0.0,1258.0,2112.0,5.0,4.0,5.0,3.0,3.3333333333333335,4.684210526315789,0.15151515151515152,0.42105263157894735,3.393939393939394,3.4210526315789473,0.14103808669261264,0.0,0.0,0.0,854.0,-1.0,-2.0,1.350877192982456,0.26953748006379585,0.02711323763955331,0.6875,0.6333333333333333,-0.1005412292218774,800.0,800.0,small,pipelines/sql/etl,False
EPITEC,11.0,5.0,37.0,False,-1.3184763145427625,0.26824911220946585,0.0,0.08108108108108109,0.0625,0.02702702702702703,0.0,0.0,3391.0,2594.0,3.0,6.0,4.5,5.0,3.9375,7.216216216216216,0.5,0.5135135135135135,4.875,4.1891891891891895,1.5867254267522284,0.08108108108108109,-0.03547297297297297,0.0,-797.0,3.0,0.5,3.278716216216216,0.013513513513513487,-0.6858108108108105,0.6875,1.2333333333333334,0.5533852381847866,556.0,556.0,small,failure/procedures/ability,False
General Atomics,3.0,6.0,20.0,False,-6.507498387648989,-4.942699252311966,0.0,0.0,0.0,0.0,0.0,0.0,3057.0,4667.0,3.0,7.0,5.0,4.0,0.0,1.55,0.1111111111111111,0.15,2.3333333333333335,4.2,1.5647991353370232,0.0,0.0,0.0,1610.0,4.0,-1.0,1.55,0.03888888888888889,1.8666666666666667,0.1875,0.6666666666666666,1.1390532582266204,9539.0,9539.0,mid,software/requirements/degree,False
Sibitalent Corp,3.0,1.0,14.0,False,-1.1954360299024902,-0.9483119811167716,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,1055.5,1088.5,7.0,5.0,5.0,5.0,4.25,5.142857142857143,0.25,0.2857142857142857,2.5,2.357142857142857,0.2471240487857186,0.14285714285714285,0.0,0.0,33.0,-2.0,0.0,0.8928571428571432,0.0357142857142857,-0.1428571428571428,0.1875,0.4666666666666667,0.7927770215087866,122.0,122.0,small,us/software/export,False
Rockstar Games,3.0,5.0,12.0,False,1.3494024897756445,-0.7240510192367845,0.0,0.0,0.0,0.0,0.0,0.0,4594.0,6084.0,5.5,5.0,5.5,5.0,9.125,8.0,0.25,0.8333333333333334,3.5,4.333333333333333,-2.073453509012429,0.0,0.0,0.0,1490.0,-0.5,-0.5,-1.125,0.5833333333333334,0.833333333333333,0.1875,0.4,0.6443570163905133,6645.0,6645.0,mid,software/solutions/technology,False
Macquarie Group,5.0,0.0,5.0,False,-4.026228423640854,2.027277197327849,0.0,0.6,0.0,0.0,0.0,0.0,4300.0,5296.0,2.0,5.0,2.0,5.0,2.4,9.6,0.8,0.6,4.0,3.8,6.053505620968703,0.6,0.0,0.0,996.0,3.0,3.0,7.199999999999999,-0.20000000000000007,-0.20000000000000018,0.3125,0.16666666666666666,-0.6286086594223742,21425.0,21425.0,large,features/backend/rails,False
CrowdStrike,4.0,0.0,31.0,False,2.8725431241684625,3.7320244377331853,0.0,0.0967741935483871,0.25,0.03225806451612903,0.5,0.0,4898.5,8047.0,6.0,7.0,7.0,6.0,10.5,10.32258064516129,0.25,0.8064516129032258,4.25,4.451612903225806,0.8594813135647228,0.0967741935483871,-0.21774193548387097,-0.5,3148.5,1.0,-1.0,-0.17741935483870996,0.5564516129032258,0.20161290322580605,0.25,1.0333333333333334,1.3173014896329391,8128.0,8128.0,mid,backend/systems/services,False
Procore Technologies,8.0,0.0,22.0,False,3.54238322490884,3.33308047380586,0.0,0.0,0.0,0.0,0.0,0.0,4660.5,4336.5,7.0,3.0,7.0,4.5,9.75,7.454545454545454,0.75,0.9545454545454546,5.125,5.181818181818182,-0.2093027511029799,0.0,0.0,0.0,-324.0,-4.0,-2.5,-2.295454545454546,0.20454545454545459,0.05681818181818166,0.5,0.7333333333333333,0.3448404862917296,3979.0,3979.0,mid,features/backend/rails,False
Intellectt Inc,4.0,86.0,24.0,True,-1.7185129790043434,1.3977103398294475,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,1238.0,1707.0,5.0,5.0,5.0,5.0,3.6222222222222222,7.625,0.2222222222222222,0.625,3.011111111111111,3.625,3.116223318833791,0.3333333333333333,0.0,0.0,469.0,0.0,0.0,4.002777777777778,0.4027777777777778,0.6138888888888889,0.25,0.8,1.0659870613520332,413.0,413.0,small,firmware/software/ethernet,False
Northrop Grumman,14.0,295.0,115.0,True,-4.202713525191871,-3.16704144949972,0.0,0.0,0.02912621359223301,0.02608695652173913,0.03076923076923077,0.025,6142.0,6752.0,5.0,5.0,4.0,4.0,3.598705501618123,6.113043478260869,0.2783171521035599,0.391304347826087,4.524271844660194,4.130434782608695,1.0356720756921507,0.0,-0.0030392570704938816,-0.0057692307692307696,610.0,0.0,0.0,2.5143379766427465,0.11298719572252708,-0.3938370620514986,0.875,3.8333333333333335,1.4465132211129454,87710.0,75278.71428571429,large,systems/clearance/requirements,False
BioSpace,3.0,22.0,37.0,False,-2.0880905324286014,1.3225031831205956,0.0,0.16216216216216217,0.04,0.02702702702702703,0.0,0.0,4635.0,6367.0,5.0,5.0,6.0,5.0,3.6,8.837837837837839,0.52,0.6216216216216216,4.76,4.972972972972973,3.410593715549197,0.16216216216216217,-0.012972972972972972,0.0,1732.0,0.0,-1.0,5.237837837837839,0.10162162162162158,0.21297297297297302,0.1875,1.2333333333333334,1.742969305058623,105.0,105.0,small,systems/agent/workflows,False
SAIC,10.0,36.0,32.0,True,-5.167205868913532,-0.6016155677238274,0.0,0.0,0.0,0.0,0.0,0.0,3578.0,3805.5,9.0,4.0,5.0,5.0,2.347826086956522,7.3125,0.32608695652173914,0.5,4.391304347826087,4.46875,4.5655903011897045,0.0,0.0,0.0,227.5,-5.0,0.0,4.9646739130434785,0.17391304347826086,0.07744565217391308,0.625,1.0666666666666667,0.5012561727498399,35929.0,35929.0,large,systems/clearance/requirements,False
Entegee,5.0,2.0,10.0,False,0.09406270899141386,-2.595242871482315,0.0,0.0,0.0,0.0,0.0,0.0,1413.0,1627.0,7.0,5.0,5.0,5.0,3.0,2.0,0.0,0.3,2.857142857142857,3.0,-2.6893055804737287,0.0,0.0,0.0,214.0,-2.0,0.0,-1.0,0.3,0.1428571428571428,0.3125,0.3333333333333333,0.018018505502678212,410.0,334.4,small,software/systems/linux,False
