cluster,n,mean_dAI,mean_ddesc,mean_dscope
0,94,0.10227769016536419,732.5063796233611,0.2614781563937651
1,50,0.5101142535644079,1128.628678706978,0.3547302852296624
2,34,0.11283222394246287,2381.6262377093626,-0.033582231905468045
3,62,0.1764376390268797,-25.7922326867588,-0.1140643175294064
