year,n,hits,group,rate
2024,22820,3602.0,swe,0.15784399649430325
2026,40881,21085.0,swe,0.5157652699297962
2024,11816,1759.0,adj,0.14886594448205823
2026,11592,5634.0,adj,0.4860248447204969
2024,113955,2979.0,ctrl,0.02614189811767803
2026,41790,3626.0,ctrl,0.08676716917922948
