total_rows,swe_rows,swe_adjacent_rows,control_rows,swe_regex_rows,swe_embedding_high_rows,swe_title_lookup_llm_rows,swe_unresolved_rows
1186281,59972.0,22279.0,151267.0,54609.0,1012.0,4351.0,0.0
