period2,ai_strict_bin,mgmt_rebuilt_density,mgmt_t11_density,orch_density,strat_density,mentor_bin,n
2024,0,0.03920542100205871,0.20472455191593222,0.41814670821103905,0.2721146712174229,0.03403373779224623,13516
2024,1,0.03674378378365271,0.1607826293010836,0.8437243773430523,0.2480886236258497,0.03355704697986577,149
2026,0,0.039359373242791734,0.22856398575857995,0.9800923089457679,0.33532060674467884,0.05256599071032061,17654
2026,1,0.029949040624968316,0.2103317105358065,1.9098902373549318,0.3506880251566959,0.05223251895534962,2374
