feature,mean_arshkon,mean_asaniczka,abs_within_2024_gap
mgmt_rebuilt_density,0.04790742671677926,0.03765474560648196,0.010252681110297299
mgmt_t11_density,0.22094366427749432,0.2013303312114501,0.01961333306604421
orch_density,0.5246971854025657,0.404996205677489,0.1197009797250767
strat_density,0.2685239542165514,0.272433810390332,0.00390985617378059
