metric,posting_rate_2026,worker_rate_so2025_any,gap_pp,ratio
narrow_ai_posting,0.346310982936794,0.808,-46.168901706320604,0.428602701654448
broad_ai_posting,0.28612313788801647,0.808,-52.18768621119836,0.35411279441586196
ai_tool_posting,0.06868716518676157,0.808,-73.93128348132385,0.08500886780539799
