period,is_aggregator,n,narrow_ai_rate,broad_ai_rate,ai_tool_rate
2024,False,19447,0.058054449585709676,0.0522959839563943,0.0011312798889288836
2024,True,3373,0.06898774983881367,0.04536021345982805,0.0008894159501927068
2026,False,34081,0.3594973417109715,0.2940934831724421,0.06939350371174555
2026,True,6800,0.2825070159027128,0.2461764705882353,0.0651470588235294
