metric,r_2024,r_2026,delta_pp
broad_posting_all_sections,0.05127081507449606,0.28612313788801647,23.48523228135204
broad_posting_requirements_only (section-adjusted),0.01209625312665929,0.06001610529301767,4.7919852166358385
ai_req_share_in_requirements,0.2359286293592863,0.2097562110356378,-2.61724183236485
ai_req_share_in_preferred,0.024493106244931,0.0791151018888992,5.46219956439682
ai_req_share_in_responsibilities,0.243390105433901,0.2581185447101516,1.4728439276250616
