spec,pair,jaccard,jaccard_distance,intersection,union
linkedin_all,kaggle_arshkon__vs__kaggle_asaniczka,0.04833153928955867,0.9516684607104413,449,9290
linkedin_all,kaggle_arshkon__vs__scraped,0.027135732289376307,0.9728642677106237,506,18647
linkedin_all,kaggle_asaniczka__vs__scraped,0.038113749683089664,0.9618862503169103,902,23666
linkedin_no_aggregators,kaggle_arshkon__vs__kaggle_asaniczka,0.050797904738701424,0.9492020952612986,417,8209
linkedin_no_aggregators,kaggle_arshkon__vs__scraped,0.028307055457478542,0.9716929445425214,465,16427
linkedin_no_aggregators,kaggle_asaniczka__vs__scraped,0.039531620457734555,0.9604683795422655,817,20667
