source,industry,n
scraped,"Defense and Space Manufacturing, Robotics Engineering, and Automation Machinery Manufacturing",1
scraped,"Defense and Space Manufacturing, Software Development, and Armed Forces",1
scraped,"Defense and Space Manufacturing, Software Development, and Data Infrastructure and Analytics",1
scraped,"Defense and Space Manufacturing, Software Development, and Government Administration",1
scraped,"Defense and Space Manufacturing, Software Development, and IT Services and IT Consulting",1
scraped,"Defense and Space Manufacturing, Software Development, and IT System Design Services",1
scraped,"Defense and Space Manufacturing, Software Development, and Robotics Engineering",1
scraped,"Defense and Space Manufacturing, Space Research and Technology, and Data Infrastructure and Analytics",1
scraped,"Defense and Space Manufacturing, Space Research and Technology, and Engineering Services",1
scraped,"Defense and Space Manufacturing, Technology, Information and Media, and Computer Hardware Manufacturing",1
scraped,"Defense and Space Manufacturing, Technology, Information and Media, and Software Development",1
scraped,"Defense and Space Manufacturing, Telecommunications, and Appliances, Electrical, and Electronics Manufacturing",1
scraped,"Design Services, Computer and Network Security, and Software Development",1
scraped,"Design Services, Information Services, and Software Development",1
scraped,Desktop Computing Software Products,1
scraped,"Desktop Computing Software Products, Information Services, and Technology, Information and Internet",1
scraped,"E-Learning Providers and Technology, Information and Media",1
scraped,Economic Programs,1
scraped,Education Administration Programs and Higher Education,1
scraped,"Education Administration Programs, E-Learning Providers, and Higher Education",1
scraped,"Education Administration Programs, Higher Education, and Primary and Secondary Education",1
scraped,"Education Administration Programs, Primary and Secondary Education, and Software Development",1
scraped,Electric Power Generation and Computer and Network Security,1
scraped,Electric Power Generation and Engineering Services,1
scraped,"Electric Power Generation, Electric Power Transmission, Control, and Distribution, and Utilities",1
scraped,"Electrical Equipment Manufacturing and Appliances, Electrical, and Electronics Manufacturing",1
scraped,"Electrical Equipment Manufacturing, Engines and Power Transmission Equipment Manufacturing, and Electric Power Generation",1
scraped,Emergency and Relief Services,1
scraped,"Energy Technology and Electric Power Transmission, Control, and Distribution",1
scraped,Energy Technology and Services for Renewable Energy,1
scraped,Energy Technology and Software Development,1
scraped,"Energy Technology and Technology, Information and Media",1
scraped,Energy Technology and Utilities,1
scraped,"Energy Technology, Climate Technology Product Manufacturing, and Technology, Information and Media",1
scraped,"Energy Technology, Electric Power Transmission, Control, and Distribution, and Electric Power Generation",1
scraped,"Energy Technology, IT Services and IT Consulting, and Services for Renewable Energy",1
scraped,"Energy Technology, Services for Renewable Energy, and Semiconductor Manufacturing",1
scraped,"Energy Technology, Services for Renewable Energy, and Software Development",1
scraped,"Energy Technology, Software Development, and Utilities",1
scraped,Engineering Services and Automation Machinery Manufacturing,1
scraped,Engineering Services and Aviation and Aerospace Component Manufacturing,1
scraped,Engineering Services and Data Infrastructure and Analytics,1
scraped,Engineering Services and Defense and Space Manufacturing,1
scraped,Engineering Services and Design Services,1
scraped,Engineering Services and Financial Services,1
scraped,Engineering Services and Government Relations Services,1
scraped,Engineering Services and Software Development,1
scraped,Engineering Services and Telecommunications,1
scraped,"Engineering Services, Airlines and Aviation, and Aviation and Aerospace Component Manufacturing",1
scraped,"Engineering Services, Automation Machinery Manufacturing, and Aviation and Aerospace Component Manufacturing",1
scraped,"Engineering Services, Consumer Services, and Manufacturing",1
scraped,"Engineering Services, Design Services, and Semiconductor Manufacturing",1
scraped,"Engineering Services, Energy Technology, and Aviation and Aerospace Component Manufacturing",1
scraped,"Engineering Services, Financial Services, and Capital Markets",1
scraped,"Engineering Services, Graphic Design, and IT System Design Services",1
scraped,"Engineering Services, IT Services and IT Consulting, and Computer and Network Security",1
scraped,"Engineering Services, Information Services, and Technology, Information and Media",1
scraped,"Engineering Services, Manufacturing, and Appliances, Electrical, and Electronics Manufacturing",1
scraped,"Engineering Services, Medical Equipment Manufacturing, and Manufacturing",1
scraped,"Engineering Services, Software Development, and Technology, Information and Media",1
scraped,"Engineering Services, Technology, Information and Media, and Data Infrastructure and Analytics",1
scraped,"Engineering Services, Technology, Information and Media, and Software Development",1
scraped,"Engineering Services, Utilities, and Energy Technology",1
scraped,"Engines and Power Transmission Equipment Manufacturing, Engineering Services, and Civil Engineering",1
scraped,Entertainment Providers and IT Services and IT Consulting,1
scraped,"Entertainment Providers, Broadcast Media Production and Distribution, and Technology, Information and Media",1
scraped,"Entertainment Providers, Technology, Information and Media, and Broadcast Media Production and Distribution",1
scraped,Environmental Quality Programs and IT System Testing and Evaluation,1
scraped,Environmental Services and IT Services and IT Consulting,1
scraped,"Events Services, Internet Marketplace Platforms, and Financial Services",1
scraped,Fabricated Metal Products and Semiconductor Manufacturing,1
scraped,"Facilities Services, Real Estate, and Industrial Machinery Manufacturing",1
scraped,Farming,1
scraped,Financial Services and Business Consulting and Services,1
scraped,Financial Services and Market Research,1
scraped,Financial Services and Real Estate,1
scraped,Financial Services and Research Services,1
scraped,Financial Services and Staffing and Recruiting,1
scraped,"Financial Services, Banking, and Insurance",1
scraped,"Financial Services, Banking, and Telecommunications",1
scraped,"Financial Services, Banking, and Venture Capital and Private Equity Principals",1
scraped,"Financial Services, Capital Markets, and Engineering Services",1
scraped,"Financial Services, Consumer Services, and Business Consulting and Services",1
scraped,"Financial Services, Consumer Services, and Software Development",1
scraped,"Financial Services, Engineering Services, and Capital Markets",1
scraped,"Financial Services, Hospitals and Health Care, and IT System Custom Software Development",1
scraped,"Financial Services, IT Services and IT Consulting, and Banking",1
scraped,"Financial Services, IT Services and IT Consulting, and Insurance",1
scraped,"Financial Services, IT System Data Services, and Software Development",1
scraped,"Financial Services, Insurance and Employee Benefit Funds, and Data Infrastructure and Analytics",1
scraped,"Financial Services, Insurance, and Banking",1
scraped,"Financial Services, Insurance, and Consumer Services",1
scraped,"Financial Services, Insurance, and Engineering Services",1
scraped,"Financial Services, Insurance, and IT Services and IT Consulting",1
scraped,"Financial Services, Insurance, and Investment Management",1
scraped,"Financial Services, Investment Banking, and Banking",1
scraped,"Financial Services, Investment Banking, and Capital Markets",1
scraped,"Financial Services, Investment Banking, and Insurance",1
scraped,"Financial Services, Investment Banking, and Software Development",1
scraped,"Financial Services, Investment Banking, and Venture Capital and Private Equity Principals",1
scraped,"Financial Services, Investment Management, and Computer and Network Security",1
scraped,"Financial Services, Investment Management, and Investment Banking",1
scraped,"Financial Services, Investment Management, and Professional Services",1
scraped,"Financial Services, Investment Management, and Technology, Information and Media",1
scraped,"Financial Services, Investment Management, and Venture Capital and Private Equity Principals",1
scraped,"Financial Services, Retail, and Banking",1
scraped,"Financial Services, Semiconductor Manufacturing, and Data Infrastructure and Analytics",1
scraped,"Financial Services, Software Development, and IT System Custom Software Development",1
scraped,"Financial Services, Software Development, and IT System Data Services",1
scraped,"Financial Services, Software Development, and Investment Management",1
scraped,"Financial Services, Technology, Information and Internet, and Real Estate",1
scraped,"Financial Services, Technology, Information and Internet, and Software Development",1
scraped,"Financial Services, Technology, Information and Media, and Data Infrastructure and Analytics",1
scraped,"Financial Services, Technology, Information and Media, and Engineering Services",1
scraped,"Financial Services, Technology, Information and Media, and Information Services",1
scraped,"Financial Services, Venture Capital and Private Equity Principals, and Banking",1
scraped,"Financial Services, Venture Capital and Private Equity Principals, and Investment Management",1
scraped,Food & Beverages and Retail,1
scraped,Food and Beverage Manufacturing and International Trade and Development,1
scraped,"Food and Beverage Manufacturing, Wholesale Food and Beverage, and Beverage Manufacturing",1
scraped,"Food and Beverage Services, Food and Beverage Manufacturing, and Food and Beverage Retail",1
scraped,"Food and Beverage Services, Food and Beverage Manufacturing, and Manufacturing",1
scraped,"Food and Beverage Services, IT System Testing and Evaluation, and IT System Installation and Disposal",1
scraped,Forestry and Logging,1
scraped,"Furniture and Home Furnishings Manufacturing, Manufacturing, and Retail",1
scraped,"Furniture and Home Furnishings Manufacturing, Retail, and Manufacturing",1
scraped,"Gambling Facilities and Casinos, IT Services and IT Consulting, and Printing Services",1
scraped,"Government Administration, Civic and Social Organizations, and Hospitals and Health Care",1
scraped,"Government Administration, Computer Networking Products, and IT Services and IT Consulting",1
scraped,"Government Administration, Railroad Equipment Manufacturing, and Rail Transportation",1
scraped,"Government Administration, Technology, Information and Media, and Financial Services",1
scraped,"Government Administration, Telecommunications, and Retail",1
scraped,Government Relations Services and Government Administration,1
scraped,Government Relations Services and IT Services and IT Consulting,1
scraped,"Government Relations Services and Technology, Information and Media",1
scraped,Higher Education and IT Services and IT Consulting,1
scraped,"Higher Education, Education Administration Programs, and E-Learning Providers",1
scraped,"Higher Education, IT System Custom Software Development, and Software Development",1
scraped,Hospitality and Restaurants,1
scraped,Hospitality and Software Development,1
scraped,Hospitality and Travel Arrangements,1
scraped,"Hospitality, IT Services and IT Consulting, and Technology, Information and Internet",1
scraped,Hospitals and Health Care and Insurance and Employee Benefit Funds,1
scraped,Hospitals and Health Care and Public Health,1
scraped,Hospitals and Health Care and Retail,1
scraped,"Hospitals and Health Care, Data Infrastructure and Analytics, and IT System Data Services",1
scraped,"Hospitals and Health Care, Government Administration, and Information Services",1
scraped,"Hospitals and Health Care, Health and Human Services, and Software Development",1
scraped,"Hospitals and Health Care, Medical Practices, and Higher Education",1
scraped,"Hospitals and Health Care, Medical Practices, and Medical Equipment Manufacturing",1
scraped,"Hospitals and Health Care, Medical Practices, and Mental Health Care",1
scraped,"Hospitals and Health Care, Public Health, and Medical Practices",1
scraped,"Hospitals and Health Care, Software Development, and Health and Human Services",1
scraped,"Hospitals and Health Care, Software Development, and IT System Custom Software Development",1
scraped,"Hospitals and Health Care, Software Development, and Technology, Information and Media",1
scraped,"Hospitals and Health Care, Technology, Information and Media, and Software Development",1
scraped,"Hospitals and Health Care, Transportation, Logistics, Supply Chain and Storage, and Medical Equipment Manufacturing",1
scraped,"Hospitals and Health Care, Wellness and Fitness Services, and Technology, Information and Internet",1
scraped,Human Resources,1
scraped,IT Services and IT Consulting and Advertising Services,1
scraped,IT Services and IT Consulting and Automation Machinery Manufacturing,1
scraped,IT Services and IT Consulting and Construction,1
scraped,IT Services and IT Consulting and Data Infrastructure and Analytics,1
scraped,IT Services and IT Consulting and Design Services,1
scraped,IT Services and IT Consulting and Health and Human Services,1
scraped,IT Services and IT Consulting and Human Resources Services,1
scraped,IT Services and IT Consulting and IT System Testing and Evaluation,1
scraped,IT Services and IT Consulting and Industrial Machinery Manufacturing,1
scraped,IT Services and IT Consulting and Investment Management,1
scraped,IT Services and IT Consulting and Medical Equipment Manufacturing,1
scraped,IT Services and IT Consulting and Operations Consulting,1
scraped,IT Services and IT Consulting and Rail Transportation,1
scraped,IT Services and IT Consulting and Real Estate,1
scraped,IT Services and IT Consulting and Restaurants,1
scraped,IT Services and IT Consulting and Retail Apparel and Fashion,1
scraped,IT Services and IT Consulting and Retail Pharmacies,1
scraped,IT Services and IT Consulting and Semiconductor Manufacturing,1
scraped,IT Services and IT Consulting and Services for Renewable Energy,1
scraped,IT Services and IT Consulting and Wholesale Apparel and Sewing Supplies,1
scraped,IT Services and IT Consulting and Wholesale Building Materials,1
scraped,"IT Services and IT Consulting, Advertising Services, and Accounting",1
scraped,"IT Services and IT Consulting, Banking, and Software Development",1
scraped,"IT Services and IT Consulting, Banking, and Technology, Information and Media",1
scraped,"IT Services and IT Consulting, Business Consulting and Services, and Consumer Services",1
scraped,"IT Services and IT Consulting, Business Consulting and Services, and IT System Design Services",1
scraped,"IT Services and IT Consulting, Business Consulting and Services, and Outsourcing and Offshoring Consulting",1
scraped,"IT Services and IT Consulting, Computer Hardware Manufacturing, and Transportation, Logistics, Supply Chain and Storage",1
scraped,"IT Services and IT Consulting, Computer and Network Security, and Security and Investigations",1
scraped,"IT Services and IT Consulting, Computer and Network Security, and Wholesale Computer Equipment",1
scraped,"IT Services and IT Consulting, Computers and Electronics Manufacturing, and Computer and Network Security",1
scraped,"IT Services and IT Consulting, Computers and Electronics Manufacturing, and Technology, Information and Media",1
scraped,"IT Services and IT Consulting, Data Infrastructure and Analytics, and Technology, Information and Media",1
scraped,"IT Services and IT Consulting, Defense and Space Manufacturing, and Computer and Network Security",1
scraped,"IT Services and IT Consulting, Defense and Space Manufacturing, and IT System Custom Software Development",1
scraped,"IT Services and IT Consulting, Engineering Services, and Aviation and Aerospace Component Manufacturing",1
scraped,"IT Services and IT Consulting, Engineering Services, and Financial Services",1
scraped,"IT Services and IT Consulting, Engineering Services, and Space Research and Technology",1
scraped,"IT Services and IT Consulting, Financial Services, and Accounting",1
scraped,"IT Services and IT Consulting, Financial Services, and Computer Hardware Manufacturing",1
scraped,"IT Services and IT Consulting, Financial Services, and Information Services",1
scraped,"IT Services and IT Consulting, Government Relations Services, and Government Administration",1
scraped,"IT Services and IT Consulting, Health and Human Services, and Information Services",1
scraped,"IT Services and IT Consulting, Higher Education, and Education",1
scraped,"IT Services and IT Consulting, IT System Custom Software Development, and Insurance",1
scraped,"IT Services and IT Consulting, IT System Data Services, and IT System Installation and Disposal",1
scraped,"IT Services and IT Consulting, IT System Data Services, and IT System Operations and Maintenance",1
scraped,"IT Services and IT Consulting, IT System Design Services, and IT System Data Services",1
scraped,"IT Services and IT Consulting, IT System Installation and Disposal, and IT System Testing and Evaluation",1
scraped,"IT Services and IT Consulting, IT System Installation and Disposal, and Telecommunications",1
scraped,"IT Services and IT Consulting, IT System Testing and Evaluation, and Banking",1
scraped,"IT Services and IT Consulting, IT System Testing and Evaluation, and IT System Data Services",1
scraped,"IT Services and IT Consulting, IT System Testing and Evaluation, and IT System Design Services",1
scraped,"IT Services and IT Consulting, IT System Testing and Evaluation, and Information Services",1
scraped,"IT Services and IT Consulting, IT System Testing and Evaluation, and Software Development",1
scraped,"IT Services and IT Consulting, Information Services, and Banking",1
scraped,"IT Services and IT Consulting, Information Services, and Government Relations Services",1
scraped,"IT Services and IT Consulting, Insurance, and Financial Services",1
scraped,"IT Services and IT Consulting, Investment Banking, and Oil and Gas",1
scraped,"IT Services and IT Consulting, Investment Management, and Information Services",1
scraped,"IT Services and IT Consulting, Legal Services, and Software Development",1
scraped,"IT Services and IT Consulting, Manufacturing, and Defense and Space Manufacturing",1
scraped,"IT Services and IT Consulting, Medical Equipment Manufacturing, and Business Consulting and Services",1
scraped,"IT Services and IT Consulting, Motor Vehicle Manufacturing, and Manufacturing",1
scraped,"IT Services and IT Consulting, Outsourcing and Offshoring Consulting, and Business Consulting and Services",1
scraped,"IT Services and IT Consulting, Outsourcing and Offshoring Consulting, and Software Development",1
scraped,"IT Services and IT Consulting, Public Health, and Hospitals and Health Care",1
scraped,"IT Services and IT Consulting, Real Estate, and Financial Services",1
scraped,"IT Services and IT Consulting, Retail, and Retail Apparel and Fashion",1
scraped,"IT Services and IT Consulting, Software Development, and Accounting",1
scraped,"IT Services and IT Consulting, Software Development, and Advertising Services",1
scraped,"IT Services and IT Consulting, Software Development, and Computer Games",1
scraped,"IT Services and IT Consulting, Software Development, and Data Infrastructure and Analytics",1
scraped,"IT Services and IT Consulting, Software Development, and Government Administration",1
scraped,"IT Services and IT Consulting, Software Development, and Higher Education",1
scraped,"IT Services and IT Consulting, Software Development, and IT System Operations and Maintenance",1
scraped,"IT Services and IT Consulting, Software Development, and Information Services",1
scraped,"IT Services and IT Consulting, Software Development, and Oil and Gas",1
scraped,"IT Services and IT Consulting, Space Research and Technology, and Software Development",1
scraped,"IT Services and IT Consulting, Technology, Information and Media, and Consumer Services",1
scraped,"IT Services and IT Consulting, Technology, Information and Media, and Software Development",1
scraped,"IT Services and IT Consulting, Technology, Information and Media, and Staffing and Recruiting",1
scraped,"IT Services and IT Consulting, Telecommunications, and Manufacturing",1
scraped,"IT Services and IT Consulting, Utilities, and Energy Technology",1
scraped,"IT Services and IT Consulting, Utilities, and Real Estate",1
scraped,"IT System Custom Software Development, IT System Operations and Maintenance, and Software Development",1
scraped,"IT System Custom Software Development, Software Development, and Health and Human Services",1
scraped,"IT System Custom Software Development, Software Development, and IT Services and IT Consulting",1
scraped,"IT System Custom Software Development, Software Development, and Technology, Information and Media",1
scraped,IT System Data Services and Data Infrastructure and Analytics,1
scraped,IT System Data Services and IT System Training and Support,1
scraped,"IT System Data Services, Software Development, and IT System Custom Software Development",1
scraped,"IT System Data Services, Software Development, and Technology, Information and Media",1
scraped,IT System Design Services and IT System Testing and Evaluation,1
scraped,"IT System Design Services and Technology, Information and Media",1
scraped,IT System Operations and Maintenance and Electrical Equipment Manufacturing,1
scraped,IT System Operations and Maintenance and IT System Custom Software Development,1
scraped,IT System Testing and Evaluation and Energy Technology,1
scraped,IT System Testing and Evaluation and Financial Services,1
scraped,"IT System Testing and Evaluation, IT System Custom Software Development, and Medical Equipment Manufacturing",1
scraped,"IT System Testing and Evaluation, IT System Training and Support, and IT System Installation and Disposal",1
scraped,"IT System Training and Support, IT System Operations and Maintenance, and IT Services and IT Consulting",1
scraped,Individual and Family Services,1
scraped,"Individual and Family Services, Hospitals and Health Care, and IT Services and IT Consulting",1
scraped,Industrial Automation and Automation Machinery Manufacturing,1
scraped,Industrial Machinery Manufacturing and Computer and Network Security,1
scraped,Industrial Machinery Manufacturing and IT Services and IT Consulting,1
scraped,Industrial Machinery Manufacturing and Machinery Manufacturing,1
scraped,"Industrial Machinery Manufacturing, Automation Machinery Manufacturing, and Electrical Equipment Manufacturing",1
scraped,"Industrial Machinery Manufacturing, Automation Machinery Manufacturing, and Manufacturing",1
scraped,"Industrial Machinery Manufacturing, Aviation and Aerospace Component Manufacturing, and Commercial and Service Industry Machinery Manufacturing",1
scraped,"Industrial Machinery Manufacturing, Commercial and Service Industry Machinery Manufacturing, and Equipment Rental Services",1
scraped,"Industrial Machinery Manufacturing, Manufacturing, and Primary Metal Manufacturing",1
scraped,"Industrial Machinery Manufacturing, Software Development, and Computer Hardware Manufacturing",1
scraped,Information Services and Government Relations Services,1
scraped,Information Services and Motor Vehicle Manufacturing,1
scraped,Information Services and Retail,1
scraped,Information Services and Telecommunications,1
scraped,"Information Services, Banking, and Financial Services",1
scraped,"Information Services, Banking, and Investment Banking",1
scraped,"Information Services, Data Infrastructure and Analytics, and Technology, Information and Media",1
scraped,"Information Services, Design Services, and Technology, Information and Media",1
scraped,"Information Services, Engineering Services, and Software Development",1
scraped,"Information Services, Financial Services, and Technology, Information and Media",1
scraped,"Information Services, Government Administration, and Government Relations Services",1
scraped,"Information Services, IT Services and IT Consulting, and Financial Services",1
scraped,"Information Services, IT Services and IT Consulting, and IT System Testing and Evaluation",1
scraped,"Information Services, IT Services and IT Consulting, and Technology, Information and Media",1
scraped,"Information Services, Insurance, and Financial Services",1
scraped,"Information Services, Legal Services, and Law Enforcement",1
scraped,"Information Services, Software Development, and Biotechnology Research",1
scraped,"Information Services, Software Development, and IT Services and IT Consulting",1
scraped,"Information Services, Software Development, and IT System Custom Software Development",1
scraped,"Information Services, Software Development, and Technology, Information and Media",1
scraped,"Information Services, Staffing and Recruiting, and IT Services and IT Consulting",1
scraped,"Information Services, Technology, Information and Internet, and Telecommunications",1
scraped,"Information Services, Technology, Information and Media, and Airlines and Aviation",1
scraped,"Information Services, Technology, Information and Media, and Data Infrastructure and Analytics",1
scraped,"Information Services, Technology, Information and Media, and Staffing and Recruiting",1
scraped,"Information Services, Technology, Information and Media, and Telecommunications",1
scraped,Information Technology & Services and Banking,1
scraped,Information Technology & Services and Motor Vehicle Manufacturing,1
scraped,Information Technology & Services and Software Development,1
scraped,"Information Technology & Services and Technology, Information and Media",1
scraped,Information Technology & Services and Telecommunications,1
scraped,"Information Technology & Services, Banking, and Investment Banking",1
scraped,"Information Technology & Services, Capital Markets, and Financial Services",1
scraped,"Information Technology & Services, Financial Services, and IT Services and IT Consulting",1
scraped,"Information Technology & Services, Housing and Community Development, and Real Estate",1
scraped,"Information Technology & Services, Retail Apparel and Fashion, and IT Services and IT Consulting",1
scraped,"Information Technology & Services, Retail Apparel and Fashion, and Retail",1
scraped,"Information Technology & Services, Software Development, and IT Services and IT Consulting",1
scraped,"Information Technology & Services, Software Development, and IT System Custom Software Development",1
scraped,"Insurance Agencies and Brokerages, Insurance Carriers, and Insurance",1
scraped,"Insurance Agencies and Brokerages, Insurance, and IT Services and IT Consulting",1
scraped,Insurance and Employee Benefit Funds and Non-profit Organizations,1
scraped,"Insurance, Financial Services, and IT Services and IT Consulting",1
scraped,"Insurance, IT Services and IT Consulting, and Banking",1
scraped,"Insurance, IT Services and IT Consulting, and Business Consulting and Services",1
scraped,"Insurance, IT Services and IT Consulting, and Financial Services",1
scraped,"Insurance, IT Services and IT Consulting, and Information Services",1
scraped,"Insurance, Insurance Carriers, and Insurance and Employee Benefit Funds",1
scraped,International Trade and Development,1
scraped,"International Trade and Development, Financial Services, and Data Infrastructure and Analytics",1
scraped,Internet Marketplace Platforms and IT Services and IT Consulting,1
scraped,"Internet Marketplace Platforms, Transportation, Logistics, Supply Chain and Storage, and Software Development",1
scraped,Internet Publishing and Marketing Services,1
scraped,Investment Banking and Financial Services,1
scraped,Investment Banking and Investment Management,1
scraped,"Investment Banking, Banking, and IT Services and IT Consulting",1
scraped,"Investment Banking, Capital Markets, and Banking",1
scraped,"Investment Management, Business Consulting and Services, and IT Services and IT Consulting",1
scraped,"Investment Management, Investment Banking, and Banking",1
scraped,"Investment Management, Real Estate, and Venture Capital and Private Equity Principals",1
scraped,"Investment Management, Venture Capital and Private Equity Principals, and Investment Banking",1
scraped,"Law Practice, Courts of Law, and Legal Services",1
scraped,"Leasing Non-residential Real Estate, Facilities Services, and Real Estate",1
scraped,Legal Services and Law Practice,1
scraped,"Legal Services, Law Practice, and Technology, Information and Media",1
scraped,"Machinery Manufacturing, Aviation and Aerospace Component Manufacturing, and Defense and Space Manufacturing",1
scraped,"Machinery Manufacturing, Plastics Manufacturing, and Railroad Equipment Manufacturing",1
scraped,Manufacturing and Construction,1
scraped,Manufacturing and Food and Beverage Manufacturing,1
scraped,Manufacturing and IT System Custom Software Development,1
scraped,Manufacturing and Machinery Manufacturing,1
scraped,Manufacturing and Retail,1
scraped,Manufacturing and Retail Apparel and Fashion,1
scraped,Manufacturing and Software Development,1
scraped,Manufacturing and Textile Manufacturing,1
scraped,"Manufacturing and Transportation, Logistics, Supply Chain and Storage",1
scraped,"Manufacturing, Appliances, Electrical, and Electronics Manufacturing, and Electrical Equipment Manufacturing",1
scraped,"Manufacturing, Broadcast Media Production and Distribution, and Technology, Information and Media",1
scraped,"Manufacturing, Food and Beverage Services, and Retail",1
scraped,"Manufacturing, Health and Human Services, and Software Development",1
scraped,"Manufacturing, IT Services and IT Consulting, and Machinery Manufacturing",1
scraped,"Manufacturing, Machinery Manufacturing, and Computers and Electronics Manufacturing",1
scraped,"Manufacturing, Retail Luxury Goods and Jewelry, and Tobacco Manufacturing",1
scraped,"Manufacturing, Retail, and Staffing and Recruiting",1
scraped,"Manufacturing, Semiconductor Manufacturing, and Aviation and Aerospace Component Manufacturing",1
scraped,"Manufacturing, Software Development, and Data Infrastructure and Analytics",1
scraped,"Manufacturing, Software Development, and Graphic Design",1
scraped,"Manufacturing, Wholesale Building Materials, and Retail",1
scraped,Maritime Transportation and Robotics Engineering,1
scraped,Market Research,1
scraped,Marketing Services and Retail,1
scraped,Marketing Services and Software Development,1
scraped,"Measuring and Control Instrument Manufacturing, Plastics Manufacturing, and Automation Machinery Manufacturing",1
scraped,Mechanical Or Industrial Engineering,1
scraped,Mechanical Or Industrial Engineering and Manufacturing,1
scraped,"Mechanical Or Industrial Engineering, Consumer Goods, and Automotive",1
scraped,"Mechanical Or Industrial Engineering, HVAC and Refrigeration Equipment Manufacturing, and Boilers, Tanks, and Shipping Container Manufacturing",1
scraped,"Media Production, Advertising Services, and Hospitals and Health Care",1
scraped,Media and Telecommunications,1
scraped,Medical Equipment Manufacturing and Computers and Electronics Manufacturing,1
scraped,Medical Equipment Manufacturing and IT Services and IT Consulting,1
scraped,Medical Equipment Manufacturing and Software Development,1
scraped,"Medical Equipment Manufacturing and Technology, Information and Media",1
scraped,"Medical Equipment Manufacturing, Biotechnology Research, and Defense and Space Manufacturing",1
scraped,"Medical Equipment Manufacturing, Biotechnology Research, and Hospitals and Health Care",1
scraped,"Medical Equipment Manufacturing, Biotechnology Research, and Pharmaceutical Manufacturing",1
scraped,"Medical Equipment Manufacturing, Engineering Services, and IT System Testing and Evaluation",1
scraped,"Medical Equipment Manufacturing, Hospitals and Health Care, and Technology, Information and Media",1
scraped,"Medical Equipment Manufacturing, Manufacturing, and Software Development",1
scraped,"Medical Equipment Manufacturing, Software Development, and Hospitals and Health Care",1
scraped,Medical Practices and IT Services and IT Consulting,1
scraped,Medical Practices and Legal Services,1
scraped,"Medical Practices, Biotechnology Research, and Engineering Services",1
scraped,"Medical Practices, Engineering Services, and Biotechnology Research",1
scraped,Mental Health Care and Software Development,1
scraped,Mining and Oil and Gas,1
scraped,"Mining, Aviation and Aerospace Component Manufacturing, and Chemical Manufacturing",1
scraped,Mobile Computing Software Products and Software Development,1
scraped,Mobile Gaming Apps,1
scraped,"Motor Vehicle Manufacturing and Agriculture, Construction, Mining Machinery Manufacturing",1
scraped,Motor Vehicle Manufacturing and Defense and Space Manufacturing,1
scraped,Motor Vehicle Manufacturing and Engineering Services,1
scraped,Motor Vehicle Manufacturing and Industrial Machinery Manufacturing,1
scraped,Motor Vehicle Manufacturing and Manufacturing,1
scraped,"Motor Vehicle Manufacturing, Agriculture, Construction, Mining Machinery Manufacturing, and Automation Machinery Manufacturing",1
scraped,"Motor Vehicle Manufacturing, Aviation and Aerospace Component Manufacturing, and Appliances, Electrical, and Electronics Manufacturing",1
scraped,"Motor Vehicle Manufacturing, Aviation and Aerospace Component Manufacturing, and Manufacturing",1
scraped,"Motor Vehicle Manufacturing, Industrial Machinery Manufacturing, and Appliances, Electrical, and Electronics Manufacturing",1
scraped,"Motor Vehicle Manufacturing, Industrial Machinery Manufacturing, and Manufacturing",1
scraped,"Motor Vehicle Manufacturing, Manufacturing, and Armed Forces",1
scraped,"Motor Vehicle Manufacturing, Motor Vehicle Parts Manufacturing, and Engineering Services",1
scraped,"Motor Vehicle Manufacturing, Motor Vehicle Parts Manufacturing, and Financial Services",1
scraped,"Motor Vehicle Manufacturing, Motor Vehicle Parts Manufacturing, and Retail Motor Vehicles",1
scraped,"Motor Vehicle Manufacturing, Software Development, and IT Services and IT Consulting",1
scraped,"Motor Vehicle Manufacturing, Software Development, and Technology, Information and Internet",1
scraped,"Motor Vehicle Parts Manufacturing, Retail, and Wholesale",1
scraped,"Movies, Videos, and Sound",1
scraped,"Museums, Historical Sites, and Zoos",1
scraped,Non-profit Organization Management,1
scraped,Non-profit Organizations and Government Relations Services,1
scraped,Non-profit Organizations and Hospitals and Health Care,1
scraped,Non-profit Organizations and IT Services and IT Consulting,1
scraped,Non-profit Organizations and IT System Data Services,1
scraped,Non-profit Organizations and Information Services,1
scraped,"Non-profit Organizations, Higher Education, and Education",1
scraped,"Non-profit Organizations, Hospitals, and Mental Health Care",1
scraped,Oil and Gas and Engineering Services,1
scraped,Oil and Gas and Oil Extraction,1
scraped,"Oil and Gas and Transportation, Logistics, Supply Chain and Storage",1
scraped,"Oil and Gas, Industrial Machinery Manufacturing, and Energy Technology",1
scraped,"Oil and Gas, Pipeline Transportation, and Energy Technology",1
scraped,"Oil, Gas, and Mining, Chemical Manufacturing, and Wholesale Petroleum and Petroleum Products",1
scraped,"Oil, Gas, and Mining, Oil and Coal Product Manufacturing, and Engines and Power Transmission Equipment Manufacturing",1
scraped,"Online Media, Data Infrastructure and Analytics, and Broadcast Media Production and Distribution",1
scraped,"Online and Mail Order Retail, Internet Marketplace Platforms, and Retail",1
scraped,Outsourcing and Offshoring Consulting,1
scraped,"Paint, Coating, and Adhesive Manufacturing",1
scraped,Performing Arts and Non-profit Organizations,1
scraped,Pharmaceutical Manufacturing and Manufacturing,1
scraped,Pharmaceutical Manufacturing and Personal Care Product Manufacturing,1
