spec,pair,cramers_v,chi2,pvalue,n_rows,n_categories,unknown_share_a,unknown_share_b
linkedin_all,kaggle_arshkon__vs__kaggle_asaniczka,0.16150675069369386,350.78342162805126,1.0093463861136541e-75,13448,4,0.5167341718183757,0.3832533509846103
linkedin_all,kaggle_arshkon__vs__scraped,0.04754074596804928,43.2497046804723,2.1781711748865676e-09,19136,4,0.5167341718183757,0.5459463824289406
linkedin_all,kaggle_asaniczka__vs__scraped,0.1223223326271201,419.70522331448166,1.192922089539091e-90,28050,4,0.3832533509846103,0.5459463824289406
linkedin_no_aggregators,kaggle_arshkon__vs__kaggle_asaniczka,0.15608178945571646,269.0243205716717,5.018250052100813e-58,11043,4,0.508566064304154,0.41070723034373763
linkedin_no_aggregators,kaggle_arshkon__vs__scraped,0.05247045749212277,46.720936993072286,3.984622654411846e-10,16970,4,0.508566064304154,0.5209789083883433
linkedin_no_aggregators,kaggle_asaniczka__vs__scraped,0.11382940337884827,308.703695478152,1.3000357374467405e-66,23825,4,0.41070723034373763,0.5209789083883433
