arshkon_mean_core_len,asaniczka_mean_core_len,scraped_2026_mean_core_len,arshkon_core_share,asaniczka_core_share,scraped_2026_core_share
1982.8400628084344,2294.4808374733852,2659.920149269262,0.015926424405563033,0.04693044712562101,0.6138165404771283
