representation,source,metric,value
embedding,kaggle_asaniczka,yoe_junior_senior_similarity,0.9965361952781677
embedding,kaggle_arshkon,yoe_junior_senior_similarity,0.9897677302360535
embedding,scraped,yoe_junior_senior_similarity,0.989952564239502
