representation,source,metric,value
tfidf,kaggle_asaniczka,yoe_junior_senior_similarity,0.9653604030609131
tfidf,kaggle_arshkon,yoe_junior_senior_similarity,0.9498645067214966
tfidf,scraped,yoe_junior_senior_similarity,0.954510509967804
