dow,n,ai_strict,ai_broad,J2_share,S1_share,desc_len,tech_count
Friday,8844,0.14122568973315242,0.5061058344640434,0.028946178199909543,0.4253731343283582,4899.889303482587,6.17311171415649
Monday,2179,0.127581459385039,0.5227168425883433,0.07296925195043598,0.5139972464433227,5499.601193207894,5.336851766865535
Saturday,6565,0.14196496572734196,0.5118050266565118,0.035186595582635184,0.41721249047981723,4974.039908606245,6.197562833206398
Sunday,3068,0.14308996088657105,0.5769230769230769,0.03585397653194263,0.5355280312907431,5487.64960886571,6.022490221642764
Thursday,5882,0.16133968038082286,0.523461407684461,0.02737164229853791,0.4382862971778307,4927.534852091126,6.4102346140768445
Tuesday,7493,0.13479247297477645,0.48258374482850663,0.03122914720405712,0.40010676631522757,4556.619778459896,6.174296009608969
Wednesday,6850,0.14948905109489052,0.5046715328467153,0.025693430656934305,0.4194160583941606,4798.9378102189785,6.07036496350365
