comparison,mean_similarity,n_pairs,representation
same_seniority_across_periods,0.9440692563851675,24,embedding
same_period_across_seniority,0.9515644758939743,24,embedding
same_seniority_across_periods,0.8416371420025826,24,tfidf
same_period_across_seniority,0.8623365387320518,24,tfidf
