representation,query_uid,query_period,neighbor_uid,neighbor_source,neighbor_period,neighbor_seniority_3level,rank,cosine_distance,cosine_similarity
tfidf,linkedin_li-4352374154,2026-04,asaniczka_7c694147a83a3550,kaggle_asaniczka,2024-01,senior,2,0.39939918916823847,0.6006008108317615
tfidf,linkedin_li-4352374154,2026-04,arshkon_3904406917,kaggle_arshkon,2024-04,senior,3,0.4092526558331604,0.5907473441668396
tfidf,linkedin_li-4352374154,2026-04,asaniczka_5acd1abdaa51912b,kaggle_asaniczka,2024-01,senior,4,0.41369379686077423,0.5863062031392258
tfidf,linkedin_li-4352374154,2026-04,arshkon_3905654103,kaggle_arshkon,2024-04,senior,5,0.4175979560384514,0.5824020439615486
tfidf,linkedin_li-4352405478,2026-04,arshkon_3904424391,kaggle_arshkon,2024-04,senior,1,0.38604839819154,0.61395160180846
tfidf,linkedin_li-4352405478,2026-04,asaniczka_b8471ef006a389b8,kaggle_asaniczka,2024-01,unknown,2,0.39778913075941746,0.6022108692405825
tfidf,linkedin_li-4352405478,2026-04,asaniczka_f42d8ca9f415955a,kaggle_asaniczka,2024-01,unknown,3,0.4264160449406025,0.5735839550593975
tfidf,linkedin_li-4352405478,2026-04,arshkon_3886450759,kaggle_arshkon,2024-04,senior,4,0.427393858524323,0.572606141475677
tfidf,linkedin_li-4352405478,2026-04,asaniczka_5803b54cec967b92,kaggle_asaniczka,2024-01,unknown,5,0.4344839452465905,0.5655160547534095
tfidf,linkedin_li-4353601168,2026-03,asaniczka_a3911ede012f66d6,kaggle_asaniczka,2024-01,unknown,1,0.35083845592372276,0.6491615440762772
tfidf,linkedin_li-4353601168,2026-03,asaniczka_0ff6cc3eba249e09,kaggle_asaniczka,2024-01,unknown,2,0.3876934256581476,0.6123065743418524
tfidf,linkedin_li-4353601168,2026-03,asaniczka_00b99acd25006a43,kaggle_asaniczka,2024-01,unknown,3,0.42131693549338856,0.5786830645066114
tfidf,linkedin_li-4353601168,2026-03,asaniczka_147a3cf4f8146366,kaggle_asaniczka,2024-01,senior,4,0.42392049742615545,0.5760795025738445
tfidf,linkedin_li-4353601168,2026-03,asaniczka_8088428ddb8454ca,kaggle_asaniczka,2024-01,senior,5,0.4240360337758725,0.5759639662241275
tfidf,linkedin_li-4355943795,2026-03,asaniczka_e8b7f6424cb79fd2,kaggle_asaniczka,2024-01,unknown,1,0.29206139357084926,0.7079386064291507
tfidf,linkedin_li-4355943795,2026-03,asaniczka_938f9289efa803e6,kaggle_asaniczka,2024-01,unknown,2,0.3022769602712192,0.6977230397287808
tfidf,linkedin_li-4355943795,2026-03,asaniczka_5bb379e2bdf26b2d,kaggle_asaniczka,2024-01,unknown,3,0.30238570025777833,0.6976142997422217
tfidf,linkedin_li-4355943795,2026-03,asaniczka_b0da2a38d1f6f50f,kaggle_asaniczka,2024-01,unknown,4,0.3232530301504539,0.6767469698495461
tfidf,linkedin_li-4355943795,2026-03,arshkon_3902758498,kaggle_arshkon,2024-04,senior,5,0.3235652031049838,0.6764347968950162
tfidf,linkedin_li-4358123108,2026-04,asaniczka_e7b85d22097a30d3,kaggle_asaniczka,2024-01,unknown,1,0.3586342747754169,0.6413657252245831
tfidf,linkedin_li-4358123108,2026-04,asaniczka_125d059e534916d4,kaggle_asaniczka,2024-01,unknown,2,0.36013025069430415,0.6398697493056958
tfidf,linkedin_li-4358123108,2026-04,asaniczka_ca2bf0e7999be611,kaggle_asaniczka,2024-01,unknown,3,0.3752412135157229,0.6247587864842771
tfidf,linkedin_li-4358123108,2026-04,arshkon_3903446176,kaggle_arshkon,2024-04,junior,4,0.40505818250183223,0.5949418174981678
tfidf,linkedin_li-4358123108,2026-04,asaniczka_86502bedfeba6b47,kaggle_asaniczka,2024-01,senior,5,0.4162616551862335,0.5837383448137665
tfidf,linkedin_li-4358904142,2026-03,asaniczka_83fb348342c62c51,kaggle_asaniczka,2024-01,senior,1,0.3395101910006363,0.6604898089993637
tfidf,linkedin_li-4358904142,2026-03,asaniczka_5ef3745e8c369487,kaggle_asaniczka,2024-01,unknown,2,0.3903393754547181,0.6096606245452819
tfidf,linkedin_li-4358904142,2026-03,asaniczka_6d5e588d1ddb37eb,kaggle_asaniczka,2024-01,senior,3,0.390959417134634,0.609040582865366
tfidf,linkedin_li-4358904142,2026-03,asaniczka_7dd698bd600a12b4,kaggle_asaniczka,2024-01,senior,4,0.39158731709877914,0.6084126829012209
tfidf,linkedin_li-4358904142,2026-03,asaniczka_553208d3b5640998,kaggle_asaniczka,2024-01,unknown,5,0.39285078682587504,0.607149213174125
tfidf,linkedin_li-4359087559,2026-03,asaniczka_7e77aa02d62f5180,kaggle_asaniczka,2024-01,unknown,1,0.2584908527711176,0.7415091472288824
tfidf,linkedin_li-4359087559,2026-03,asaniczka_8da3481313d8a071,kaggle_asaniczka,2024-01,senior,2,0.2761425286387428,0.7238574713612572
tfidf,linkedin_li-4359087559,2026-03,arshkon_3901354435,kaggle_arshkon,2024-04,senior,3,0.3029607453840466,0.6970392546159534
tfidf,linkedin_li-4359087559,2026-03,asaniczka_7a8c47e4541bdf1b,kaggle_asaniczka,2024-01,unknown,4,0.31471342831393234,0.6852865716860677
tfidf,linkedin_li-4359087559,2026-03,arshkon_3898170924,kaggle_arshkon,2024-04,senior,5,0.3180689172573269,0.6819310827426731
tfidf,linkedin_li-4360104074,2026-03,arshkon_3904996263,kaggle_arshkon,2024-04,unknown,1,0.29360499243893956,0.7063950075610604
tfidf,linkedin_li-4360104074,2026-03,asaniczka_1c365f083b2bf289,kaggle_asaniczka,2024-01,unknown,2,0.35560769455539853,0.6443923054446015
tfidf,linkedin_li-4360104074,2026-03,asaniczka_c544424de6169962,kaggle_asaniczka,2024-01,senior,3,0.3865309339248699,0.6134690660751301
tfidf,linkedin_li-4360104074,2026-03,asaniczka_f1aceacdd1891222,kaggle_asaniczka,2024-01,senior,4,0.4018822190068285,0.5981177809931715
tfidf,linkedin_li-4360104074,2026-03,asaniczka_6084530a8b278448,kaggle_asaniczka,2024-01,senior,5,0.40216865986802386,0.5978313401319761
tfidf,linkedin_li-4362002983,2026-03,asaniczka_84cd9b6cf80ad85c,kaggle_asaniczka,2024-01,unknown,1,0.318757739350627,0.681242260649373
tfidf,linkedin_li-4362002983,2026-03,asaniczka_63bb93200d3d60aa,kaggle_asaniczka,2024-01,unknown,2,0.3529301094454932,0.6470698905545068
tfidf,linkedin_li-4362002983,2026-03,arshkon_3888011542,kaggle_arshkon,2024-04,senior,3,0.36725189919752244,0.6327481008024776
tfidf,linkedin_li-4362002983,2026-03,arshkon_3889774854,kaggle_arshkon,2024-04,unknown,4,0.3718268625101292,0.6281731374898708
tfidf,linkedin_li-4362002983,2026-03,arshkon_3901625867,kaggle_arshkon,2024-04,unknown,5,0.37995968880291997,0.62004031119708
tfidf,linkedin_li-4363098297,2026-03,asaniczka_1341772f1f58ca1c,kaggle_asaniczka,2024-01,unknown,1,0.2855693579231301,0.7144306420768699
tfidf,linkedin_li-4363098297,2026-03,asaniczka_d74246848177ba9e,kaggle_asaniczka,2024-01,unknown,2,0.3114617171714903,0.6885382828285097
tfidf,linkedin_li-4363098297,2026-03,asaniczka_a7035ba5f2cca685,kaggle_asaniczka,2024-01,senior,3,0.31391893245565405,0.686081067544346
tfidf,linkedin_li-4363098297,2026-03,asaniczka_5b7ce0b3b4415a30,kaggle_asaniczka,2024-01,unknown,4,0.31791761368944194,0.6820823863105581
tfidf,linkedin_li-4363098297,2026-03,asaniczka_330b60c88bcb4270,kaggle_asaniczka,2024-01,senior,5,0.32814891405507596,0.671851085944924
tfidf,linkedin_li-4363672575,2026-03,arshkon_3904424391,kaggle_arshkon,2024-04,senior,1,0.29065426136666983,0.7093457386333302
tfidf,linkedin_li-4363672575,2026-03,arshkon_3902921239,kaggle_arshkon,2024-04,senior,2,0.3414683018073926,0.6585316981926074
tfidf,linkedin_li-4363672575,2026-03,arshkon_3899529867,kaggle_arshkon,2024-04,unknown,3,0.36225611472538277,0.6377438852746172
tfidf,linkedin_li-4363672575,2026-03,asaniczka_0956c944a6896757,kaggle_asaniczka,2024-01,senior,4,0.37313970967092336,0.6268602903290766
tfidf,linkedin_li-4363672575,2026-03,asaniczka_94654d865dc7193e,kaggle_asaniczka,2024-01,unknown,5,0.3846543712815246,0.6153456287184754
tfidf,linkedin_li-4363994294,2026-03,asaniczka_9ace524596e1ac60,kaggle_asaniczka,2024-01,senior,1,0.32487348722017884,0.6751265127798212
tfidf,linkedin_li-4363994294,2026-03,asaniczka_423c07a87e7d0045,kaggle_asaniczka,2024-01,unknown,2,0.40765623680850693,0.5923437631914931
tfidf,linkedin_li-4363994294,2026-03,asaniczka_4b6c77524d208cc0,kaggle_asaniczka,2024-01,unknown,3,0.410346570534585,0.589653429465415
tfidf,linkedin_li-4363994294,2026-03,asaniczka_7db7ffd6096add22,kaggle_asaniczka,2024-01,unknown,4,0.41613363853717567,0.5838663614628243
tfidf,linkedin_li-4363994294,2026-03,asaniczka_08e37805b085533a,kaggle_asaniczka,2024-01,unknown,5,0.41823032418783945,0.5817696758121605
tfidf,linkedin_li-4364113358,2026-03,asaniczka_d5c1a2a25c25f16e,kaggle_asaniczka,2024-01,senior,1,0.23422232260983622,0.7657776773901638
tfidf,linkedin_li-4364113358,2026-03,asaniczka_f4c310afa069b560,kaggle_asaniczka,2024-01,unknown,2,0.23941993974961928,0.7605800602503807
tfidf,linkedin_li-4364113358,2026-03,asaniczka_c914f672da857abe,kaggle_asaniczka,2024-01,unknown,3,0.2589148990048864,0.7410851009951136
tfidf,linkedin_li-4364113358,2026-03,asaniczka_bc25c380255c505b,kaggle_asaniczka,2024-01,senior,4,0.2837846759602546,0.7162153240397454
tfidf,linkedin_li-4364113358,2026-03,asaniczka_440c618a42953d69,kaggle_asaniczka,2024-01,unknown,5,0.28750059964285657,0.7124994003571434
tfidf,linkedin_li-4365175295,2026-03,asaniczka_6b50adcb31b1afb4,kaggle_asaniczka,2024-01,unknown,1,0.3390676444357559,0.6609323555642441
tfidf,linkedin_li-4365175295,2026-03,asaniczka_28f1f0a7a997dc84,kaggle_asaniczka,2024-01,senior,2,0.34168360215653715,0.6583163978434629
tfidf,linkedin_li-4365175295,2026-03,asaniczka_f7e1d9e820cee202,kaggle_asaniczka,2024-01,unknown,3,0.3417091394043068,0.6582908605956932
tfidf,linkedin_li-4365175295,2026-03,asaniczka_c6ffb5d0178ad444,kaggle_asaniczka,2024-01,senior,4,0.34490109491299636,0.6550989050870036
tfidf,linkedin_li-4365175295,2026-03,asaniczka_590eb467f91f8de9,kaggle_asaniczka,2024-01,unknown,5,0.3460465765822962,0.6539534234177038
tfidf,linkedin_li-4365575663,2026-03,asaniczka_73e8431d4baa5d81,kaggle_asaniczka,2024-01,senior,1,0.1399987086944745,0.8600012913055255
tfidf,linkedin_li-4365575663,2026-03,arshkon_3904719876,kaggle_arshkon,2024-04,senior,2,0.14668635628572768,0.8533136437142723
tfidf,linkedin_li-4365575663,2026-03,asaniczka_9e745740ac809766,kaggle_asaniczka,2024-01,senior,3,0.15012535398381088,0.8498746460161891
tfidf,linkedin_li-4365575663,2026-03,arshkon_3904720957,kaggle_arshkon,2024-04,unknown,4,0.1886164179131602,0.8113835820868398
tfidf,linkedin_li-4365575663,2026-03,asaniczka_59e8c1195c17ec60,kaggle_asaniczka,2024-01,senior,5,0.19006984139754501,0.809930158602455
tfidf,linkedin_li-4369106755,2026-03,asaniczka_330b60c88bcb4270,kaggle_asaniczka,2024-01,senior,1,0.17068380470610245,0.8293161952938976
tfidf,linkedin_li-4369106755,2026-03,asaniczka_bfd78c7915f2f538,kaggle_asaniczka,2024-01,senior,2,0.2054512564799471,0.7945487435200529
tfidf,linkedin_li-4369106755,2026-03,arshkon_3899522720,kaggle_arshkon,2024-04,junior,3,0.20739987907247504,0.792600120927525
tfidf,linkedin_li-4369106755,2026-03,arshkon_3891078258,kaggle_arshkon,2024-04,unknown,4,0.20739987907247504,0.792600120927525
tfidf,linkedin_li-4369106755,2026-03,arshkon_3903882004,kaggle_arshkon,2024-04,unknown,5,0.2090142291102205,0.7909857708897795
tfidf,linkedin_li-4369672105,2026-03,asaniczka_d6cde58da4816bde,kaggle_asaniczka,2024-01,senior,1,0.0475600945093515,0.9524399054906485
tfidf,linkedin_li-4369672105,2026-03,asaniczka_d4d238f41011ecbb,kaggle_asaniczka,2024-01,senior,2,0.05031450188648123,0.9496854981135188
tfidf,linkedin_li-4369672105,2026-03,asaniczka_1348280e4047d6ec,kaggle_asaniczka,2024-01,senior,3,0.05075123923429814,0.9492487607657019
tfidf,linkedin_li-4369672105,2026-03,asaniczka_3ade9e6631712158,kaggle_asaniczka,2024-01,senior,4,0.05612746050738415,0.9438725394926158
tfidf,linkedin_li-4369672105,2026-03,asaniczka_34ee81fe7ee813e4,kaggle_asaniczka,2024-01,senior,5,0.059548609191892976,0.940451390808107
tfidf,linkedin_li-4369837937,2026-03,asaniczka_8b2f294013203881,kaggle_asaniczka,2024-01,senior,1,0.3590238627243574,0.6409761372756426
tfidf,linkedin_li-4369837937,2026-03,asaniczka_d88b52581a4c5330,kaggle_asaniczka,2024-01,unknown,2,0.3673112814916063,0.6326887185083937
tfidf,linkedin_li-4369837937,2026-03,asaniczka_2f03e21214e031f0,kaggle_asaniczka,2024-01,senior,3,0.38605767599017626,0.6139423240098237
tfidf,linkedin_li-4369837937,2026-03,asaniczka_b0607ff4a364f5f0,kaggle_asaniczka,2024-01,unknown,4,0.3966295708540043,0.6033704291459957
tfidf,linkedin_li-4369837937,2026-03,asaniczka_b02f86d2ee89731b,kaggle_asaniczka,2024-01,unknown,5,0.4047488041715187,0.5952511958284813
tfidf,linkedin_li-4369938715,2026-03,asaniczka_39cf98afbd8a4b61,kaggle_asaniczka,2024-01,senior,1,0.26415512483458536,0.7358448751654146
tfidf,linkedin_li-4369938715,2026-03,asaniczka_ea635edff6fa1740,kaggle_asaniczka,2024-01,senior,2,0.36183305220196427,0.6381669477980357
tfidf,linkedin_li-4369938715,2026-03,asaniczka_0f9ee8dd45bb3844,kaggle_asaniczka,2024-01,senior,3,0.36384629552314296,0.636153704476857
tfidf,linkedin_li-4369938715,2026-03,asaniczka_9eb02e1d8a2a333e,kaggle_asaniczka,2024-01,senior,4,0.3789168051152364,0.6210831948847636
tfidf,linkedin_li-4369938715,2026-03,asaniczka_a3eaebc2c94e4a3b,kaggle_asaniczka,2024-01,unknown,5,0.38498878683273163,0.6150112131672684
tfidf,linkedin_li-4369947372,2026-03,asaniczka_1348280e4047d6ec,kaggle_asaniczka,2024-01,senior,1,0.015131923377998846,0.9848680766220012
tfidf,linkedin_li-4369947372,2026-03,asaniczka_d4d238f41011ecbb,kaggle_asaniczka,2024-01,senior,2,0.03369482987288874,0.9663051701271113
tfidf,linkedin_li-4369947372,2026-03,asaniczka_3ade9e6631712158,kaggle_asaniczka,2024-01,senior,3,0.03547812531632044,0.9645218746836796
tfidf,linkedin_li-4369947372,2026-03,asaniczka_6c0eaa7db8eea8a2,kaggle_asaniczka,2024-01,senior,4,0.037640462300803756,0.9623595376991962
tfidf,linkedin_li-4369947372,2026-03,asaniczka_c0777373013189c5,kaggle_asaniczka,2024-01,senior,5,0.03984791512056185,0.9601520848794382
tfidf,linkedin_li-4370317193,2026-03,arshkon_3905374692,kaggle_arshkon,2024-04,senior,1,0.25571335627991687,0.7442866437200831
tfidf,linkedin_li-4370317193,2026-03,asaniczka_bceb9f2f7c4c3bf9,kaggle_asaniczka,2024-01,unknown,2,0.28963610396722994,0.7103638960327701
tfidf,linkedin_li-4370317193,2026-03,asaniczka_384d23dad24f5976,kaggle_asaniczka,2024-01,senior,3,0.2937739137917965,0.7062260862082035
tfidf,linkedin_li-4370317193,2026-03,asaniczka_b690157a566f2f8d,kaggle_asaniczka,2024-01,senior,4,0.3237648499658152,0.6762351500341848
tfidf,linkedin_li-4370317193,2026-03,arshkon_3895524720,kaggle_arshkon,2024-04,senior,5,0.3532421315730051,0.6467578684269949
tfidf,linkedin_li-4371942088,2026-03,asaniczka_53a01169c18e3512,kaggle_asaniczka,2024-01,senior,1,0.4145265879878439,0.5854734120121561
tfidf,linkedin_li-4371942088,2026-03,asaniczka_54efaf19627f87c4,kaggle_asaniczka,2024-01,senior,2,0.416336639654309,0.583663360345691
tfidf,linkedin_li-4371942088,2026-03,arshkon_3905885017,kaggle_arshkon,2024-04,unknown,3,0.41773544769689896,0.582264552303101
tfidf,linkedin_li-4371942088,2026-03,arshkon_3891073452,kaggle_arshkon,2024-04,unknown,4,0.4217910331743312,0.5782089668256688
tfidf,linkedin_li-4371942088,2026-03,asaniczka_bd53373809530af7,kaggle_asaniczka,2024-01,senior,5,0.4366764853137953,0.5633235146862047
tfidf,linkedin_li-4372609798,2026-04,asaniczka_e063fd1bd87823f0,kaggle_asaniczka,2024-01,unknown,1,0.23048279442345143,0.7695172055765486
tfidf,linkedin_li-4372609798,2026-04,asaniczka_39e32c6f0c142696,kaggle_asaniczka,2024-01,senior,2,0.2692204664971509,0.7307795335028491
tfidf,linkedin_li-4372609798,2026-04,asaniczka_72d0b25f6d46c790,kaggle_asaniczka,2024-01,senior,3,0.31372864506146037,0.6862713549385396
tfidf,linkedin_li-4372609798,2026-04,arshkon_3904947347,kaggle_arshkon,2024-04,unknown,4,0.31976426485298093,0.6802357351470191
tfidf,linkedin_li-4372609798,2026-04,asaniczka_5a092bc3001dc6d9,kaggle_asaniczka,2024-01,unknown,5,0.32477648904254053,0.6752235109574595
tfidf,linkedin_li-4372616858,2026-04,asaniczka_e448a4c390e607aa,kaggle_asaniczka,2024-01,unknown,1,0.31586262882809246,0.6841373711719075
tfidf,linkedin_li-4372616858,2026-04,arshkon_3884429809,kaggle_arshkon,2024-04,senior,2,0.37907262663208674,0.6209273733679133
tfidf,linkedin_li-4372616858,2026-04,asaniczka_bf08ddf1711fc7bb,kaggle_asaniczka,2024-01,senior,3,0.3823442592721692,0.6176557407278308
tfidf,linkedin_li-4372616858,2026-04,arshkon_3903477701,kaggle_arshkon,2024-04,senior,4,0.3981993219073664,0.6018006780926336
tfidf,linkedin_li-4372616858,2026-04,arshkon_3885107986,kaggle_arshkon,2024-04,junior,5,0.3997866284648087,0.6002133715351913
tfidf,linkedin_li-4372642981,2026-04,asaniczka_53c6c736b195ee21,kaggle_asaniczka,2024-01,unknown,1,0.33453597043047467,0.6654640295695253
tfidf,linkedin_li-4372642981,2026-04,asaniczka_08ea588288b2bf81,kaggle_asaniczka,2024-01,senior,2,0.3577279646514816,0.6422720353485184
tfidf,linkedin_li-4372642981,2026-04,asaniczka_3d0c65501e4a86fe,kaggle_asaniczka,2024-01,unknown,3,0.38418642433965433,0.6158135756603457
tfidf,linkedin_li-4372642981,2026-04,asaniczka_bf3eb7593fec66a2,kaggle_asaniczka,2024-01,unknown,4,0.40048892627589305,0.599511073724107
tfidf,linkedin_li-4372642981,2026-04,arshkon_3891245996,kaggle_arshkon,2024-04,senior,5,0.40056265732056673,0.5994373426794333
tfidf,linkedin_li-4373347855,2026-04,asaniczka_5cf494c5d7feaf1c,kaggle_asaniczka,2024-01,senior,1,0.31614660499157654,0.6838533950084235
tfidf,linkedin_li-4373347855,2026-04,arshkon_3890893839,kaggle_arshkon,2024-04,unknown,2,0.31934489867176763,0.6806551013282324
tfidf,linkedin_li-4373347855,2026-04,arshkon_3905240511,kaggle_arshkon,2024-04,junior,3,0.32261667231293145,0.6773833276870685
tfidf,linkedin_li-4373347855,2026-04,arshkon_3906200110,kaggle_arshkon,2024-04,junior,4,0.3280544314203907,0.6719455685796093
tfidf,linkedin_li-4373347855,2026-04,asaniczka_473a24ccb99de7bb,kaggle_asaniczka,2024-01,senior,5,0.33418111582774124,0.6658188841722588
tfidf,linkedin_li-4373727481,2026-04,asaniczka_a5a54b82fbb5876d,kaggle_asaniczka,2024-01,unknown,1,0.2998406893842993,0.7001593106157007
tfidf,linkedin_li-4373727481,2026-04,asaniczka_8389f80801c6c364,kaggle_asaniczka,2024-01,unknown,2,0.32955280834186407,0.6704471916581359
tfidf,linkedin_li-4373727481,2026-04,asaniczka_3b2d262064d582d9,kaggle_asaniczka,2024-01,unknown,3,0.341865843991251,0.658134156008749
tfidf,linkedin_li-4373727481,2026-04,asaniczka_61a6c20005c737f4,kaggle_asaniczka,2024-01,senior,4,0.34440185952734004,0.65559814047266
tfidf,linkedin_li-4373727481,2026-04,asaniczka_20be8cbc703220df,kaggle_asaniczka,2024-01,unknown,5,0.360599879288641,0.639400120711359
tfidf,linkedin_li-4375342566,2026-04,asaniczka_34a0b50fe8aa394a,kaggle_asaniczka,2024-01,unknown,1,0.2682696001921696,0.7317303998078304
tfidf,linkedin_li-4375342566,2026-04,asaniczka_f6ada7dfff9700a5,kaggle_asaniczka,2024-01,senior,2,0.2830404867724765,0.7169595132275235
tfidf,linkedin_li-4375342566,2026-04,arshkon_3889451782,kaggle_arshkon,2024-04,unknown,3,0.28371183566778435,0.7162881643322156
tfidf,linkedin_li-4375342566,2026-04,arshkon_3895584708,kaggle_arshkon,2024-04,unknown,4,0.2873246430014531,0.7126753569985469
tfidf,linkedin_li-4375342566,2026-04,arshkon_3895587299,kaggle_arshkon,2024-04,unknown,5,0.300273232933823,0.699726767066177
tfidf,linkedin_li-4375831146,2026-03,asaniczka_df5d6fc66021374c,kaggle_asaniczka,2024-01,senior,1,0.28800919635655775,0.7119908036434422
tfidf,linkedin_li-4375831146,2026-03,asaniczka_065ecef43e62e758,kaggle_asaniczka,2024-01,junior,2,0.3091072553478833,0.6908927446521167
tfidf,linkedin_li-4375831146,2026-03,arshkon_3888933863,kaggle_arshkon,2024-04,unknown,3,0.3258335114863783,0.6741664885136217
tfidf,linkedin_li-4375831146,2026-03,asaniczka_288badd7c20de288,kaggle_asaniczka,2024-01,senior,4,0.32764574165432836,0.6723542583456716
tfidf,linkedin_li-4375831146,2026-03,asaniczka_70b8ca694690ca14,kaggle_asaniczka,2024-01,senior,5,0.35154195548212974,0.6484580445178703
tfidf,linkedin_li-4376182749,2026-03,asaniczka_9ac341c7c0ed5dbe,kaggle_asaniczka,2024-01,senior,1,0.4377133686834891,0.5622866313165109
tfidf,linkedin_li-4376182749,2026-03,asaniczka_ac56eae77063c04f,kaggle_asaniczka,2024-01,senior,2,0.43928476757243673,0.5607152324275633
tfidf,linkedin_li-4376182749,2026-03,asaniczka_a4f90c82bfcf5697,kaggle_asaniczka,2024-01,senior,3,0.44738478591841946,0.5526152140815805
tfidf,linkedin_li-4376182749,2026-03,asaniczka_ffb4e8cc8de5a458,kaggle_asaniczka,2024-01,unknown,4,0.4543685750114168,0.5456314249885832
tfidf,linkedin_li-4376182749,2026-03,asaniczka_6f2587a8756cfa85,kaggle_asaniczka,2024-01,senior,5,0.4548661025597742,0.5451338974402258
tfidf,linkedin_li-4376250747,2026-03,asaniczka_b9116cad875ce186,kaggle_asaniczka,2024-01,senior,1,0.3008326427148198,0.6991673572851802
tfidf,linkedin_li-4376250747,2026-03,asaniczka_663ed9f3fdac01aa,kaggle_asaniczka,2024-01,senior,2,0.302956790870623,0.697043209129377
tfidf,linkedin_li-4376250747,2026-03,asaniczka_f97992577a7d2dc3,kaggle_asaniczka,2024-01,unknown,3,0.30999517348758243,0.6900048265124176
tfidf,linkedin_li-4376250747,2026-03,asaniczka_8328a66edbf045cc,kaggle_asaniczka,2024-01,unknown,4,0.3127040961755523,0.6872959038244477
tfidf,linkedin_li-4376250747,2026-03,asaniczka_5b0099664d20e58d,kaggle_asaniczka,2024-01,unknown,5,0.32825598885640883,0.6717440111435912
tfidf,linkedin_li-4377975350,2026-03,asaniczka_80b4ef6e000190e2,kaggle_asaniczka,2024-01,senior,1,0.30967778541083424,0.6903222145891658
tfidf,linkedin_li-4377975350,2026-03,asaniczka_e73f170a51ae19cb,kaggle_asaniczka,2024-01,unknown,2,0.35725868554945706,0.6427413144505429
tfidf,linkedin_li-4377975350,2026-03,asaniczka_29f0cde74748af9a,kaggle_asaniczka,2024-01,senior,3,0.3621479523945337,0.6378520476054663
tfidf,linkedin_li-4377975350,2026-03,asaniczka_227c12a60cdd9580,kaggle_asaniczka,2024-01,senior,4,0.37004265950417525,0.6299573404958247
tfidf,linkedin_li-4377975350,2026-03,asaniczka_3e430773ca9f2119,kaggle_asaniczka,2024-01,unknown,5,0.3724982545726311,0.6275017454273689
tfidf,linkedin_li-4378394799,2026-03,asaniczka_8fd935c85eac12e3,kaggle_asaniczka,2024-01,senior,1,0.3357744561236885,0.6642255438763115
tfidf,linkedin_li-4378394799,2026-03,asaniczka_ffb4e8cc8de5a458,kaggle_asaniczka,2024-01,unknown,2,0.348767661957078,0.651232338042922
tfidf,linkedin_li-4378394799,2026-03,arshkon_3904359969,kaggle_arshkon,2024-04,senior,3,0.35442781212364516,0.6455721878763548
tfidf,linkedin_li-4378394799,2026-03,asaniczka_f9eb3d9e51b54a49,kaggle_asaniczka,2024-01,unknown,4,0.37383601564278346,0.6261639843572165
tfidf,linkedin_li-4378394799,2026-03,asaniczka_79671ffb170ea678,kaggle_asaniczka,2024-01,senior,5,0.37614637945941976,0.6238536205405802
tfidf,linkedin_li-4378575834,2026-03,arshkon_3886445787,kaggle_arshkon,2024-04,unknown,1,0.3640991590836332,0.6359008409163668
tfidf,linkedin_li-4378575834,2026-03,asaniczka_6fd84c23ccf384c8,kaggle_asaniczka,2024-01,unknown,2,0.38507482068689103,0.614925179313109
tfidf,linkedin_li-4378575834,2026-03,asaniczka_316531af66c6bfc8,kaggle_asaniczka,2024-01,senior,3,0.3955959297521675,0.6044040702478325
tfidf,linkedin_li-4378575834,2026-03,asaniczka_8c18a7184602408c,kaggle_asaniczka,2024-01,senior,4,0.3976540821101133,0.6023459178898867
tfidf,linkedin_li-4378575834,2026-03,asaniczka_8ebf6b522f306c66,kaggle_asaniczka,2024-01,unknown,5,0.3994903923061892,0.6005096076938108
tfidf,linkedin_li-4378592549,2026-03,arshkon_3886445787,kaggle_arshkon,2024-04,unknown,1,0.34411547940639586,0.6558845205936041
tfidf,linkedin_li-4378592549,2026-03,asaniczka_6fd84c23ccf384c8,kaggle_asaniczka,2024-01,unknown,2,0.38978942909832726,0.6102105709016727
tfidf,linkedin_li-4378592549,2026-03,asaniczka_843ff30286f15da5,kaggle_asaniczka,2024-01,senior,3,0.4030421644370742,0.5969578355629258
tfidf,linkedin_li-4378592549,2026-03,asaniczka_316531af66c6bfc8,kaggle_asaniczka,2024-01,senior,4,0.4057479081041441,0.5942520918958559
tfidf,linkedin_li-4378592549,2026-03,asaniczka_8ebf6b522f306c66,kaggle_asaniczka,2024-01,unknown,5,0.40587473840777333,0.5941252615922267
tfidf,linkedin_li-4378637579,2026-03,asaniczka_f98d0a981c95d4ff,kaggle_asaniczka,2024-01,junior,1,0.30202883213937215,0.6979711678606279
tfidf,linkedin_li-4378637579,2026-03,arshkon_3903813687,kaggle_arshkon,2024-04,senior,2,0.3328783741243536,0.6671216258756464
tfidf,linkedin_li-4378637579,2026-03,arshkon_3902352426,kaggle_arshkon,2024-04,unknown,3,0.3330652005810515,0.6669347994189485
tfidf,linkedin_li-4378637579,2026-03,asaniczka_996932a76107be60,kaggle_asaniczka,2024-01,senior,4,0.3396187655104279,0.6603812344895721
tfidf,linkedin_li-4378637579,2026-03,asaniczka_ae9dcda76b06d029,kaggle_asaniczka,2024-01,senior,5,0.3503285718512058,0.6496714281487942
tfidf,linkedin_li-4378715031,2026-03,asaniczka_b55a8e53633240ec,kaggle_asaniczka,2024-01,senior,1,0.4245831031063213,0.5754168968936787
tfidf,linkedin_li-4378715031,2026-03,asaniczka_7793a0fed3997d0a,kaggle_asaniczka,2024-01,unknown,2,0.43246555952741217,0.5675344404725878
