neighbor_seniority_3level,base_rate,neighbor_rate,excess_pp,representation
junior,0.015997629980743593,0.028771929824561403,0.01277429984381781,tfidf
mid,0.0011356342270280946,0.0,-0.0011356342270280946,tfidf
senior,0.5597195477213253,0.49473684210526314,-0.06498270561606212,tfidf
unknown,0.42314718807090307,0.47649122807017547,0.0533440399992724,tfidf
