group,2024-01|junior,2024-01|mid,2024-01|senior,2024-01|unknown,2024-04|junior,2024-04|mid,2024-04|senior,2024-04|unknown,2026-03|junior,2026-03|mid,2026-03|senior,2026-03|unknown,2026-04|junior,2026-04|mid,2026-04|senior,2026-04|unknown
2024-01|junior,1.0,0.7663102149963379,0.9383248686790466,0.943087637424469,0.9240334630012512,0.8226522207260132,0.8780937194824219,0.9094427824020386,0.8523939847946167,0.7275101542472839,0.7853428721427917,0.8347543478012085,0.844578206539154,0.7778072953224182,0.7947171926498413,0.851655900478363
2024-01|mid,0.7663102149963379,1.0,0.7640818953514099,0.7633287906646729,0.7032029628753662,0.7434470653533936,0.6807395815849304,0.7218859791755676,0.6450234055519104,0.566928505897522,0.5976279973983765,0.6449146270751953,0.6370728611946106,0.5875215530395508,0.5984669923782349,0.6652644276618958
2024-01|senior,0.9383248686790466,0.7640818953514099,1.0,0.9856883883476257,0.9053205847740173,0.8544028401374817,0.9378483891487122,0.948758065700531,0.8126268982887268,0.7528282999992371,0.8379173278808594,0.8668297529220581,0.8028723001480103,0.8129293322563171,0.84501713514328,0.8788205981254578
2024-01|unknown,0.943087637424469,0.7633287906646729,0.9856883883476257,1.0,0.9112193584442139,0.848938524723053,0.9303089380264282,0.9608596563339233,0.8094278573989868,0.7504716515541077,0.8166446685791016,0.8599955439567566,0.799622654914856,0.803426206111908,0.8243615031242371,0.8741081953048706
2024-04|junior,0.9240334630012512,0.7032029628753662,0.9053205847740173,0.9112193584442139,1.0,0.8224223256111145,0.9186059832572937,0.9347481727600098,0.8503520488739014,0.7621504068374634,0.7825049161911011,0.8304206132888794,0.8661261200904846,0.8043296337127686,0.7989213466644287,0.8315107822418213
2024-04|mid,0.8226522207260132,0.7434470653533936,0.8544028401374817,0.848938524723053,0.8224223256111145,0.9999999403953552,0.8023277521133423,0.8311218619346619,0.7033327221870422,0.6589580178260803,0.6813461780548096,0.7191004753112793,0.7022090554237366,0.683068037033081,0.6837835311889648,0.7259047031402588
2024-04|senior,0.8780937194824219,0.6807395815849304,0.9378483891487122,0.9303089380264282,0.9186059832572937,0.8023277521133423,1.0,0.9795105457305908,0.810821533203125,0.8185983896255493,0.8865079283714294,0.903610110282898,0.8147280812263489,0.8114487528800964,0.8981850147247314,0.9034844636917114
2024-04|unknown,0.9094427824020386,0.7218859791755676,0.948758065700531,0.9608596563339233,0.9347481727600098,0.8311218619346619,0.9795105457305908,1.0000001192092896,0.8065685629844666,0.8030577898025513,0.8399648666381836,0.8820339441299438,0.8020363450050354,0.8099262118339539,0.8501814007759094,0.8881838321685791
2026-03|junior,0.8523939847946167,0.6450234055519104,0.8126268982887268,0.8094278573989868,0.8503520488739014,0.7033327221870422,0.810821533203125,0.8065685629844666,1.0000001192092896,0.7499683499336243,0.8647995591163635,0.8999230265617371,0.9653672575950623,0.8066269159317017,0.8713359832763672,0.9035211801528931
2026-03|mid,0.7275101542472839,0.566928505897522,0.7528282999992371,0.7504716515541077,0.7621504068374634,0.6589580178260803,0.8185983896255493,0.8030577898025513,0.7499683499336243,1.0000001192092896,0.7950069904327393,0.8283460140228271,0.7462193369865417,0.7954894304275513,0.8044770956039429,0.8235013484954834
2026-03|senior,0.7853428721427917,0.5976279973983765,0.8379173278808594,0.8166446685791016,0.7825049161911011,0.6813461780548096,0.8865079283714294,0.8399648666381836,0.8647995591163635,0.7950069904327393,1.0,0.9802000522613525,0.8352193832397461,0.792156457901001,0.9954480528831482,0.9748706221580505
2026-03|unknown,0.8347543478012085,0.6449146270751953,0.8668297529220581,0.8599955439567566,0.8304206132888794,0.7191004753112793,0.903610110282898,0.8820339441299438,0.8999230265617371,0.8283460140228271,0.9802000522613525,0.9999999403953552,0.871390163898468,0.832537055015564,0.9805443286895752,0.9949226975440979
2026-04|junior,0.844578206539154,0.6370728611946106,0.8028723001480103,0.799622654914856,0.8661261200904846,0.7022090554237366,0.8147280812263489,0.8020363450050354,0.9653672575950623,0.7462193369865417,0.8352193832397461,0.871390163898468,1.0,0.7982940673828125,0.847183883190155,0.8700067400932312
2026-04|mid,0.7778072953224182,0.5875215530395508,0.8129293322563171,0.803426206111908,0.8043296337127686,0.683068037033081,0.8114487528800964,0.8099262118339539,0.8066269159317017,0.7954894304275513,0.792156457901001,0.832537055015564,0.7982940673828125,0.9999998807907104,0.7995082139968872,0.8380098342895508
2026-04|senior,0.7947171926498413,0.5984669923782349,0.84501713514328,0.8243615031242371,0.7989213466644287,0.6837835311889648,0.8981850147247314,0.8501814007759094,0.8713359832763672,0.8044770956039429,0.9954480528831482,0.9805443286895752,0.847183883190155,0.7995082139968872,1.0,0.9752717614173889
2026-04|unknown,0.851655900478363,0.6652644276618958,0.8788205981254578,0.8741081953048706,0.8315107822418213,0.7259047031402588,0.9034844636917114,0.8881838321685791,0.9035211801528931,0.8235013484954834,0.9748706221580505,0.9949226975440979,0.8700067400932312,0.8380098342895508,0.9752717614173889,1.0
