sensitivity,period,all,excl_aggregator
aggregator_exclusion,2024,0.9810978770256042,0.9804333448410034
aggregator_exclusion,2026,0.9587209224700928,0.9581211805343628
yoe_proxy_seniority,2024,0.9949322938919067,
yoe_proxy_seniority,2026,0.9837206602096558,
arshkon_only_2024,2024,0.9685094952583313,
swe_tier_no_title_lookup,2024,0.9800671339035034,
swe_tier_no_title_lookup,2026,0.9579810500144958,
