row_idx,uid,text_source,period,seniority_final,seniority_3level,is_aggregator,company_name_canonical,source,swe_classification_tier,yoe_extracted,period_bucket,emb_row,group,src_group,umap_x,umap_y,pca_x,pca_y
4449,arshkon_3905881618,llm,2024-04,unknown,unknown,True,Pegasys Information Technologies,kaggle_arshkon,regex,8.0,2024,4449,2024 / unknown,kaggle_arshkon|unknown,9.689627,5.7453446,-0.2713434,-0.22083887
22920,linkedin_li-4341297420,llm,2026-04,mid-senior,senior,False,F5,scraped,regex,14.0,2026,22920,2026 / senior,scraped|senior,7.4915285,4.3106384,-0.18542407,-0.02908878
20732,asaniczka_bb5de7df4d8823b7,llm,2024-01,unknown,unknown,False,Molson Coors Beverage Company,kaggle_asaniczka,regex,5.0,2024,20732,2024 / unknown,kaggle_asaniczka|unknown,11.545401,5.0117435,0.08297826,-0.14547482
24736,linkedin_li-4374640412,llm,2026-04,unknown,unknown,False,Archetype AI,scraped,regex,,2026,24736,2026 / unknown,scraped|unknown,10.276218,5.011068,-0.18769284,-0.081844255
27346,linkedin_li-4388585069,llm,2026-03,mid-senior,senior,False,Vertafore,scraped,regex,8.0,2026,27346,2026 / senior,scraped|senior,7.354518,4.3095703,-0.08068968,0.26351953
2943,arshkon_3902949098,llm,2024-04,entry,junior,False,Artisan Partners,kaggle_arshkon,regex,,2024,2943,2024 / junior,kaggle_arshkon|junior,7.6204906,7.498603,0.017005801,0.030893788
22865,linkedin_li-4339309092,llm,2026-04,unknown,unknown,False,Candid Health,scraped,regex,4.0,2026,22865,2026 / unknown,scraped|unknown,10.019769,8.564684,-0.037781343,-0.3732254
33097,linkedin_li-4398975528,llm,2026-04,unknown,unknown,False,Prime Therapeutics,scraped,regex,2.0,2026,33097,2026 / unknown,scraped|unknown,8.082655,6.295249,-0.01234474,0.08791213
23396,linkedin_li-4357406497,llm,2026-04,unknown,unknown,False,OpenAI,scraped,regex,,2026,23396,2026 / unknown,scraped|unknown,8.576134,10.782649,0.17785609,-0.13780352
26696,linkedin_li-4387139919,llm,2026-03,director,senior,False,KPMG US,scraped,regex,2.0,2026,26696,2026 / senior,scraped|senior,10.679093,5.0416703,-0.0667346,0.09530009
30156,linkedin_li-4393071435,llm,2026-04,unknown,unknown,False,Hyperspell (YC F25),scraped,regex,3.0,2026,30156,2026 / unknown,scraped|unknown,10.095791,6.4859037,-0.1169215,-0.2348079
30605,linkedin_li-4393949438,llm,2026-04,unknown,unknown,False,Snowflake,scraped,regex,5.0,2026,30605,2026 / unknown,scraped|unknown,11.910396,6.5750475,0.03821887,-0.05415894
28030,linkedin_li-4389595495,llm,2026-03,unknown,unknown,False,Rockwoods Inc,scraped,regex,5.0,2026,28030,2026 / unknown,scraped|unknown,8.047016,8.861966,0.010525815,-0.15922308
5232,asaniczka_bb25661bad88ee62,llm,2024-01,mid-senior,senior,False,Bessemer Trust,kaggle_asaniczka,regex,4.0,2024,5232,2024 / senior,kaggle_asaniczka|senior,8.068689,4.615496,-0.30860502,0.12773083
1648,arshkon_3900962418,llm,2024-04,entry,junior,False,Strayer University,kaggle_arshkon,regex,,2024,1648,2024 / junior,kaggle_arshkon|junior,6.8154035,7.311605,0.20636179,0.15755163
12291,asaniczka_a83c72ba1df6c6e1,llm,2024-01,unknown,unknown,False,PA Consulting,kaggle_asaniczka,regex,,2024,12291,2024 / unknown,kaggle_asaniczka|unknown,9.829965,3.7856438,-0.3157028,0.060929283
31943,linkedin_li-4397163167,llm,2026-04,mid-senior,senior,False,LER TechForce,scraped,regex,3.0,2026,31943,2026 / senior,scraped|senior,8.689928,5.5540648,-0.20288156,0.16307734
29811,linkedin_li-4392419035,llm,2026-03,unknown,unknown,False,Deemsys.ai,scraped,regex,8.0,2026,29811,2026 / unknown,scraped|unknown,10.243651,8.962602,-0.13577697,-0.3231174
29062,linkedin_li-4391558313,llm,2026-03,unknown,unknown,False,Revic,scraped,regex,,2026,29062,2026 / unknown,scraped|unknown,11.122412,6.575472,0.010524906,-0.07174204
23708,linkedin_li-4363195776,llm,2026-03,mid-senior,senior,False,Esri,scraped,regex,5.0,2026,23708,2026 / senior,scraped|senior,7.5939307,4.0219626,-0.29718953,0.27677393
33490,linkedin_li-4400034425,llm,2026-04,unknown,unknown,True,Jobs via Dice,scraped,regex,,2026,33490,2026 / unknown,scraped|unknown,11.260234,5.0208325,-0.07141253,-0.0732559
21743,linkedin_li-4195739714,llm,2026-03,unknown,unknown,False,Viridien,scraped,regex,5.0,2026,21743,2026 / unknown,scraped|unknown,5.0204,4.787718,0.14911625,-0.14581662
29374,linkedin_li-4391770861,llm,2026-03,mid-senior,senior,False,"Akraya, Inc.",scraped,regex,,2026,29374,2026 / senior,scraped|senior,9.899485,8.01161,-0.27925456,-0.20118603
31224,linkedin_li-4394983480,llm,2026-04,unknown,unknown,False,"Safran Defense & Space, Inc.",scraped,regex,3.0,2026,31224,2026 / unknown,scraped|unknown,4.658647,5.665332,0.20734765,0.041623846
17760,asaniczka_9ee94abb4549415b,llm,2024-01,mid-senior,senior,False,Cultura Technologies,kaggle_asaniczka,regex,,2024,17760,2024 / senior,kaggle_asaniczka|senior,7.454096,8.220606,0.054236315,0.079308555
13730,asaniczka_7bc081ca7f21facd,llm,2024-01,mid-senior,senior,True,Capital One,kaggle_asaniczka,regex,,2024,13730,2024 / senior,kaggle_asaniczka|senior,10.506759,3.8233075,-0.41112763,-0.03348805
10999,asaniczka_8e0ffb5ae4ceb0fe,llm,2024-01,unknown,unknown,True,CyberCoders,kaggle_asaniczka,regex,5.0,2024,10999,2024 / unknown,kaggle_asaniczka|unknown,7.508786,8.967023,0.11561558,-0.00093857944
28084,linkedin_li-4389765891,llm,2026-03,mid-senior,senior,False,Coinbase,scraped,regex,8.0,2026,28084,2026 / senior,scraped|senior,10.645576,6.1222973,-0.12186131,-0.033463433
18192,asaniczka_c045c3d0ccfe347b,llm,2024-01,mid-senior,senior,True,ClearanceJobs,kaggle_asaniczka,title_lookup_llm,,2024,18192,2024 / senior,kaggle_asaniczka|senior,3.4338422,5.548529,0.12788302,-0.15704645
2562,arshkon_3902366872,llm,2024-04,unknown,unknown,False,Smart IT Frame LLC,kaggle_arshkon,regex,8.0,2024,2562,2024 / unknown,kaggle_arshkon|unknown,9.371513,3.705476,-0.349607,0.16544543
14995,asaniczka_2651f9da85d41dc2,llm,2024-01,unknown,unknown,False,WadiTek | Technology Consulting & Staffing,kaggle_asaniczka,regex,3.0,2024,14995,2024 / unknown,kaggle_asaniczka|unknown,6.2783375,5.152644,-0.06708209,0.29887897
23689,linkedin_li-4362930940,llm,2026-03,mid-senior,senior,False,Cyngn,scraped,regex,2.0,2026,23689,2026 / senior,scraped|senior,10.13095,7.062314,-0.22158794,-0.25129786
33396,linkedin_li-4399645303,llm,2026-04,unknown,unknown,False,"Intelliforce-IT Solutions Group, LLC.",scraped,regex,,2026,33396,2026 / unknown,scraped|unknown,8.83938,6.6926484,-0.03172496,-0.14035638
8413,asaniczka_a8b85cc4e4a15c88,llm,2024-01,unknown,unknown,False,Fusion Technology LLC,kaggle_asaniczka,regex,,2024,8413,2024 / unknown,kaggle_asaniczka|unknown,8.819354,6.056304,-0.15862064,-0.19364186
31323,linkedin_li-4395240328,llm,2026-04,mid-senior,senior,False,NVIDIA,scraped,regex,6.0,2026,31323,2026 / senior,scraped|senior,12.111393,6.264594,0.109896004,-0.1322903
12006,asaniczka_66390b44ca364485,llm,2024-01,mid-senior,senior,False,Job Juncture,kaggle_asaniczka,regex,5.0,2024,12006,2024 / senior,kaggle_asaniczka|senior,6.1574125,6.7440443,0.19140956,-0.014533475
24500,linkedin_li-4372165751,llm,2026-03,mid-senior,senior,True,Scale AI,scraped,regex,,2026,24500,2026 / senior,scraped|senior,9.619979,5.543342,-0.22865902,-0.039437905
3973,arshkon_3905236672,llm,2024-04,unknown,unknown,False,Cyma Systems Inc,kaggle_arshkon,regex,2.0,2024,3973,2024 / unknown,kaggle_arshkon|unknown,8.614782,4.6850696,-0.20887114,0.100944325
34008,linkedin_li-4401092100,llm,2026-04,entry,junior,False,Pegasystems,scraped,regex,2.0,2026,34008,2026 / junior,scraped|junior,9.743044,4.050107,-0.20648144,0.08385135
6745,asaniczka_fd31e2b0cb5b29f0,llm,2024-01,mid-senior,senior,False,Tesla,kaggle_asaniczka,regex,5.0,2024,6745,2024 / senior,kaggle_asaniczka|senior,8.658466,5.5001016,-0.17315201,-0.123422846
17610,asaniczka_6ef2e7d182ebd46e,llm,2024-01,mid-senior,senior,False,Captivation,kaggle_asaniczka,regex,14.0,2024,17610,2024 / senior,kaggle_asaniczka|senior,6.7542195,5.8355885,0.050571855,0.21644269
14009,asaniczka_86b1423952abc454,llm,2024-01,mid-senior,senior,False,Trilogy International,kaggle_asaniczka,regex,5.0,2024,14009,2024 / senior,kaggle_asaniczka|senior,6.6784825,9.819235,0.28057227,-0.08702539
33950,linkedin_li-4401016516,llm,2026-04,mid-senior,senior,False,2HB Incorporated,scraped,regex,,2026,33950,2026 / senior,scraped|senior,5.8357315,6.548839,0.14421682,-0.21330886
2621,arshkon_3902752755,llm,2024-04,unknown,unknown,False,Allied Reliability,kaggle_arshkon,regex,2.0,2024,2621,2024 / unknown,kaggle_arshkon|unknown,5.0878077,8.201499,0.30256045,0.08161913
21126,asaniczka_1c2d28b0d8911ac9,llm,2024-01,unknown,unknown,False,Jefferies,kaggle_asaniczka,regex,,2024,21126,2024 / unknown,kaggle_asaniczka|unknown,6.771956,3.488163,-0.25329775,0.19314767
15321,asaniczka_474b8bba40188974,llm,2024-01,entry,junior,False,AMD,kaggle_asaniczka,regex,,2024,15321,2024 / junior,kaggle_asaniczka|junior,6.05811,4.561244,-0.18728696,0.07121037
23916,linkedin_li-4365629708,llm,2026-03,mid-senior,senior,False,Moloco,scraped,regex,5.0,2026,23916,2026 / senior,scraped|senior,7.9882865,4.8087125,-0.20623644,-0.012890771
14305,asaniczka_9a1577da6d95d3d5,llm,2024-01,mid-senior,senior,False,"Amick Brown - SAP, Cloud Technologies and Business Intelligence Staffing & Consulting",kaggle_asaniczka,regex,5.0,2024,14305,2024 / senior,kaggle_asaniczka|senior,6.652684,4.302726,-0.19608648,0.20718248
1904,arshkon_3901377681,llm,2024-04,unknown,unknown,False,Nebula,kaggle_arshkon,regex,,2024,1904,2024 / unknown,kaggle_arshkon|unknown,6.8811917,3.1216094,-0.2000746,0.275546
23229,linkedin_li-4350881421,llm,2026-03,unknown,unknown,False,ANSER,scraped,regex,,2026,23229,2026 / unknown,scraped|unknown,9.444087,4.5235114,-0.08657268,0.15280388
26466,linkedin_li-4385939803,llm,2026-04,associate,mid,False,Morgan Stanley,scraped,regex,5.0,2026,26466,2026 / mid,scraped|mid,8.218402,3.6229146,-0.3854677,0.14328595
15428,asaniczka_766bef624bd85658,llm,2024-01,entry,junior,False,CANiK,kaggle_asaniczka,regex,3.0,2024,15428,2024 / junior,kaggle_asaniczka|junior,5.5698824,8.605189,0.25583553,0.16720335
23187,linkedin_li-4348683135,llm,2026-03,unknown,unknown,False,CLA (CliftonLarsonAllen),scraped,regex,6.0,2026,23187,2026 / unknown,scraped|unknown,7.053003,2.9593682,-0.17532058,0.44063395
22166,linkedin_li-4307261950,llm,2026-03,unknown,unknown,False,OpenAI,scraped,regex,,2026,22166,2026 / unknown,scraped|unknown,10.887552,6.753362,0.063118964,-0.15749297
29633,linkedin_li-4392109275,llm,2026-03,unknown,unknown,True,Asterism IT Solutions,scraped,embedding_high,12.0,2026,29633,2026 / unknown,scraped|unknown,6.3369255,7.0977015,0.1913472,0.06394951
3233,arshkon_3903872565,llm,2024-04,unknown,unknown,False,Argus Labs,kaggle_arshkon,regex,,2024,3233,2024 / unknown,kaggle_arshkon|unknown,7.963804,4.9768286,-0.3389672,-0.045188293
370,arshkon_3886880577,llm,2024-04,unknown,unknown,True,Revature,kaggle_arshkon,regex,3.0,2024,370,2024 / unknown,kaggle_arshkon|unknown,9.063029,8.422982,-0.20592149,-0.023219988
25481,linkedin_li-4380439555,llm,2026-03,mid-senior,senior,False,Google,scraped,regex,5.0,2026,25481,2026 / senior,scraped|senior,6.777851,9.610759,0.113118164,-0.090257734
3510,arshkon_3904413093,llm,2024-04,mid-senior,senior,False,Foundation Model Startup,kaggle_arshkon,regex,,2024,3510,2024 / senior,kaggle_arshkon|senior,9.112162,5.4369087,-0.1422926,-0.016093597
31204,linkedin_li-4394967993,llm,2026-04,mid-senior,senior,False,PropertyPilot,scraped,regex,5.0,2026,31204,2026 / senior,scraped|senior,9.556246,9.298418,-0.1783853,-0.20525126
30950,linkedin_li-4394636655,llm,2026-04,entry,junior,False,"Visionist, Inc.",scraped,regex,,2026,30950,2026 / junior,scraped|junior,6.5568447,6.3754883,0.06545373,-0.2103266
34028,linkedin_li-4401345591,llm,2026-04,unknown,unknown,False,Inside Higher Ed,scraped,regex,5.0,2026,34028,2026 / unknown,scraped|unknown,9.96965,8.173937,-0.18394391,-0.29937515
26738,linkedin_li-4387480566,llm,2026-04,entry,junior,False,Moog Inc.,scraped,regex,3.0,2026,26738,2026 / junior,scraped|junior,4.133156,7.211942,0.36388797,0.07778327
12224,asaniczka_f8e37bfcd3780c24,llm,2024-01,mid-senior,senior,False,Palo Alto Networks,kaggle_asaniczka,regex,15.0,2024,12224,2024 / senior,kaggle_asaniczka|senior,5.125962,4.99398,-0.028981678,-0.12698707
671,arshkon_3889416421,llm,2024-04,unknown,unknown,False,Talentify.io,kaggle_arshkon,regex,,2024,671,2024 / unknown,kaggle_arshkon|unknown,4.8271914,8.956956,0.43967026,-0.13398299
15070,asaniczka_8a0fe00dd9d04ed5,llm,2024-01,unknown,unknown,False,Algo Capital Group,kaggle_asaniczka,regex,,2024,15070,2024 / unknown,kaggle_asaniczka|unknown,4.943534,5.078038,0.12003897,-0.23110056
7918,asaniczka_d0d58ec7c9b3399a,llm,2024-01,unknown,unknown,False,SOLVARUS,kaggle_asaniczka,regex,5.0,2024,7918,2024 / unknown,kaggle_asaniczka|unknown,4.109306,7.5023804,0.22099866,0.22841708
21802,linkedin_li-4240829973,llm,2026-04,unknown,unknown,False,Workday,scraped,regex,5.0,2026,21802,2026 / unknown,scraped|unknown,7.0333567,4.797501,-0.036561966,0.277314
29565,linkedin_li-4392040679,llm,2026-03,entry,junior,True,Acclaim Technical Services,scraped,regex,2.0,2026,29565,2026 / junior,scraped|junior,6.9811726,6.0718045,-0.017231628,-0.07538521
31406,linkedin_li-4395396189,llm,2026-04,unknown,unknown,False,Unissant,scraped,regex,5.0,2026,31406,2026 / unknown,scraped|unknown,7.620985,4.0714574,-0.23311363,0.40632147
5209,asaniczka_c451ec43c854cf17,llm,2024-01,mid-senior,senior,False,Sierra Space,kaggle_asaniczka,regex,4.0,2024,5209,2024 / senior,kaggle_asaniczka|senior,4.235266,7.835058,0.42215014,0.19446872
24647,linkedin_li-4373640759,llm,2026-03,mid-senior,senior,False,IT Motives,scraped,regex,,2026,24647,2026 / senior,scraped|senior,6.825648,7.931981,0.097054586,0.09269701
8567,asaniczka_d14f130bcffedec1,llm,2024-01,entry,junior,False,"Woongjin, INC.",kaggle_asaniczka,regex,3.0,2024,8567,2024 / junior,kaggle_asaniczka|junior,6.0780444,5.051038,0.005472742,0.15218218
3695,arshkon_3904920807,llm,2024-04,unknown,unknown,False,Smksoft,kaggle_arshkon,regex,,2024,3695,2024 / unknown,kaggle_arshkon|unknown,7.3619375,2.6483521,-0.21125923,0.3200966
9844,asaniczka_2b2686ad102ded13,llm,2024-01,mid-senior,senior,False,Radiance Technologies,kaggle_asaniczka,regex,7.0,2024,9844,2024 / senior,kaggle_asaniczka|senior,8.638325,5.9653707,-0.059332237,-0.19880627
7414,asaniczka_bef4e8957a887177,llm,2024-01,mid-senior,senior,False,ALLY Energy,kaggle_asaniczka,regex,10.0,2024,7414,2024 / senior,kaggle_asaniczka|senior,5.3501472,9.013406,0.23090814,-0.080956295
25956,linkedin_li-4383419177,llm,2026-03,unknown,unknown,False,Flexton Inc.,scraped,regex,3.0,2026,25956,2026 / unknown,scraped|unknown,9.109831,6.2342668,-0.29820567,-0.08922592
15684,asaniczka_5771d79a8c1e915a,llm,2024-01,mid-senior,senior,False,QinetiQ US,kaggle_asaniczka,regex,5.0,2024,15684,2024 / senior,kaggle_asaniczka|senior,3.5892677,7.493524,0.4246353,0.1175345
1333,arshkon_3898164961,llm,2024-04,unknown,unknown,False,Tekshapers,kaggle_arshkon,regex,,2024,1333,2024 / unknown,kaggle_arshkon|unknown,6.7764277,4.1372485,-0.22632627,0.12813382
31521,linkedin_li-4395485953,llm,2026-04,mid-senior,senior,False,Karsun Solutions,scraped,regex,3.0,2026,31521,2026 / senior,scraped|senior,10.791619,6.530519,-0.29623848,-0.1498602
11295,asaniczka_500485d6947883d0,llm,2024-01,entry,junior,False,Visionyle Solutions,kaggle_asaniczka,regex,2.0,2024,11295,2024 / junior,kaggle_asaniczka|junior,7.394354,9.176623,0.292295,-0.12791544
17005,asaniczka_294f413402096ad3,llm,2024-01,mid-senior,senior,False,Envisioneering Inc,kaggle_asaniczka,regex,10.0,2024,17005,2024 / senior,kaggle_asaniczka|senior,4.581962,7.048406,0.32415032,0.1759666
3591,arshkon_3904513117,llm,2024-04,unknown,unknown,False,Open Systems Technologies,kaggle_arshkon,regex,,2024,3591,2024 / unknown,kaggle_arshkon|unknown,9.490762,8.087885,0.17786133,-0.22749762
17599,asaniczka_a246e637ee26db52,llm,2024-01,unknown,unknown,False,TechStar Group,kaggle_asaniczka,regex,5.0,2024,17599,2024 / unknown,kaggle_asaniczka|unknown,5.1952934,6.405082,0.18828455,0.17557515
31529,linkedin_li-4395488141,llm,2026-04,mid-senior,senior,False,NVIDIA,scraped,regex,5.0,2026,31529,2026 / senior,scraped|senior,4.705682,5.094896,0.022953562,-0.19461203
26489,linkedin_li-4386103529,llm,2026-03,mid-senior,senior,True,Nava Software Solutions,scraped,regex,10.0,2026,26489,2026 / senior,scraped|senior,7.0439,3.0253375,-0.23824732,0.4238348
22231,linkedin_li-4311694060,llm,2026-03,mid-senior,senior,False,Qualcomm,scraped,regex,1.0,2026,22231,2026 / senior,scraped|senior,4.8781776,4.8872685,0.22959688,-0.012985125
687,arshkon_3889489650,llm,2024-04,mid-senior,senior,False,SAIC,kaggle_arshkon,regex,9.0,2024,687,2024 / senior,kaggle_arshkon|senior,3.2798343,7.4796987,0.28577566,0.19355355
31708,linkedin_li-4396306051,llm,2026-04,unknown,unknown,True,Capgemini,scraped,regex,,2026,31708,2026 / unknown,scraped|unknown,9.136359,6.2860203,-0.26340133,-0.048742697
24689,linkedin_li-4374303646,llm,2026-03,entry,junior,False,IXL Learning,scraped,regex,,2026,24689,2026 / junior,scraped|junior,10.271622,9.145705,-0.13978465,-0.48959422
6361,asaniczka_aa8ac4908c1a0c8f,llm,2024-01,mid-senior,senior,False,VAST Data,kaggle_asaniczka,regex,,2024,6361,2024 / senior,kaggle_asaniczka|senior,5.09196,5.9395504,0.15187205,-0.2189557
31797,linkedin_li-4396385827,llm,2026-04,mid-senior,senior,True,Jobs via Dice,scraped,title_lookup_llm,7.0,2026,31797,2026 / senior,scraped|senior,6.064103,7.4571614,0.07559409,0.18222098
10632,asaniczka_d51837d05f3a4663,llm,2024-01,unknown,unknown,False,QPS Employment Group,kaggle_asaniczka,regex,2.0,2024,10632,2024 / unknown,kaggle_asaniczka|unknown,7.0813403,7.323485,0.15344733,0.027137026
31742,linkedin_li-4396346642,llm,2026-04,unknown,unknown,True,Lorven Technologies Inc.,scraped,regex,3.0,2026,31742,2026 / unknown,scraped|unknown,6.615896,2.958729,-0.22713183,0.331326
6780,asaniczka_ea81e3ab60cfdb8a,llm,2024-01,unknown,unknown,False,"Halozyme, Inc.",kaggle_asaniczka,regex,6.0,2024,6780,2024 / unknown,kaggle_asaniczka|unknown,8.134484,3.2531545,0.009406537,0.15483104
13068,asaniczka_cf5c4532549b208c,llm,2024-01,unknown,unknown,False,Management Recruiters Inc. – The Boston Group,kaggle_asaniczka,regex,3.0,2024,13068,2024 / unknown,kaggle_asaniczka|unknown,4.5316544,9.085821,0.41701347,0.13714342
12823,asaniczka_b1d31bad11b95b84,llm,2024-01,mid-senior,senior,False,Lockheed Martin,kaggle_asaniczka,regex,,2024,12823,2024 / senior,kaggle_asaniczka|senior,5.200442,8.167539,0.36183316,0.01913482
30862,linkedin_li-4394454556,llm,2026-04,entry,junior,False,Google,scraped,regex,1.0,2026,30862,2026 / junior,scraped|junior,9.772929,4.747509,-0.27872467,-0.09753306
13111,asaniczka_d57a106d26a4b16f,llm,2024-01,unknown,unknown,False,Cloud BC Labs,kaggle_asaniczka,regex,,2024,13111,2024 / unknown,kaggle_asaniczka|unknown,7.533815,3.3775892,-0.021010533,-0.07607421
28575,linkedin_li-4390644742,llm,2026-03,mid-senior,senior,False,RevSpring,scraped,regex,7.0,2026,28575,2026 / senior,scraped|senior,10.082557,5.850277,-0.16016038,0.028280899
18040,asaniczka_8b5d249cf694b5d1,llm,2024-01,unknown,unknown,False,Radar,kaggle_asaniczka,regex,5.0,2024,18040,2024 / unknown,kaggle_asaniczka|unknown,4.5163493,6.020561,0.2740016,-0.036282524
13234,asaniczka_79b9e04104f3d6bb,llm,2024-01,unknown,unknown,True,Insight Global,kaggle_asaniczka,regex,4.0,2024,13234,2024 / unknown,kaggle_asaniczka|unknown,6.161468,8.751251,0.37257707,-0.13537318
28838,linkedin_li-4390992020,llm,2026-03,entry,junior,False,Mercor,scraped,regex,4.0,2026,28838,2026 / junior,scraped|junior,10.930765,7.5513973,-0.03175351,-0.33003733
26962,linkedin_li-4387976530,llm,2026-03,mid-senior,senior,False,Beacon Hill,scraped,regex,8.0,2026,26962,2026 / senior,scraped|senior,9.9439745,7.526098,-0.4076959,-0.17801365
24317,linkedin_li-4370110669,llm,2026-03,mid-senior,senior,False,Cboe Global Markets,scraped,regex,5.0,2026,24317,2026 / senior,scraped|senior,5.6099396,7.313726,0.26496738,-0.08296056
30502,linkedin_li-4393873081,llm,2026-04,unknown,unknown,True,Jobs via Dice,scraped,regex,6.0,2026,30502,2026 / unknown,scraped|unknown,11.5690565,6.2694273,-0.16996656,-0.07775889
11170,asaniczka_cec1f6e0d3fadc7a,llm,2024-01,unknown,unknown,False,"The Dignify Solutions, LLC",kaggle_asaniczka,regex,,2024,11170,2024 / unknown,kaggle_asaniczka|unknown,6.3647137,6.928593,0.008404046,0.13965558
8551,asaniczka_1f00d0566c3eb041,llm,2024-01,unknown,unknown,False,Palo Alto Networks,kaggle_asaniczka,regex,,2024,8551,2024 / unknown,kaggle_asaniczka|unknown,7.2259836,8.213817,0.06718001,-0.091946594
2003,arshkon_3901627750,llm,2024-04,unknown,unknown,False,BlackSky,kaggle_arshkon,regex,3.0,2024,2003,2024 / unknown,kaggle_arshkon|unknown,11.291628,4.8607693,-0.051886484,0.09851168
27280,linkedin_li-4388542985,llm,2026-03,unknown,unknown,True,Dimension Consulting,scraped,regex,5.0,2026,27280,2026 / unknown,scraped|unknown,10.13863,8.804249,-0.11130917,-0.3767296
12549,asaniczka_c323e24496643eeb,llm,2024-01,associate,mid,False,CoreLogic,kaggle_asaniczka,regex,,2024,12549,2024 / mid,kaggle_asaniczka|mid,5.6251025,7.2392616,0.13987383,0.19149478
6673,asaniczka_790299d9f9d994c5,llm,2024-01,mid-senior,senior,False,Sigma Computing,kaggle_asaniczka,regex,5.0,2024,6673,2024 / senior,kaggle_asaniczka|senior,9.533308,5.387159,-0.34482467,-0.1342352
21517,asaniczka_7ee936635d30cf54,llm,2024-01,mid-senior,senior,False,Akili,kaggle_asaniczka,regex,10.0,2024,21517,2024 / senior,kaggle_asaniczka|senior,9.863803,4.4930797,-0.054908633,-0.07167162
30683,linkedin_li-4394219188,llm,2026-04,unknown,unknown,False,Bridge Legal,scraped,regex,1.0,2026,30683,2026 / unknown,scraped|unknown,10.6492605,5.469622,0.029846322,-0.0066621453
4947,asaniczka_e1e1ab9c9e3bc337,llm,2024-01,unknown,unknown,False,Intelletec,kaggle_asaniczka,regex,,2024,4947,2024 / unknown,kaggle_asaniczka|unknown,9.376667,5.064082,-0.065047696,-0.07472685
30744,linkedin_li-4394286747,llm,2026-04,unknown,unknown,False,Replicas,scraped,regex,,2026,30744,2026 / unknown,scraped|unknown,11.805518,6.8594446,0.11881255,-0.15460831
33632,linkedin_li-4400342845,llm,2026-04,mid-senior,senior,False,Caris Life Sciences,scraped,regex,5.0,2026,33632,2026 / senior,scraped|senior,7.543787,6.546881,-0.07747333,0.12612088
8160,asaniczka_fe7a5908298b2a25,llm,2024-01,mid-senior,senior,False,Intermountain Health,kaggle_asaniczka,regex,5.0,2024,8160,2024 / senior,kaggle_asaniczka|senior,5.163339,8.497876,0.38472402,0.11297755
33289,linkedin_li-4399405628,llm,2026-04,mid-senior,senior,False,Realtor.com,scraped,regex,5.0,2026,33289,2026 / senior,scraped|senior,8.263485,5.2635875,-0.2952029,0.09998439
16274,asaniczka_62c3fd231af190c8,llm,2024-01,unknown,unknown,False,Selby Jennings,kaggle_asaniczka,regex,,2024,16274,2024 / unknown,kaggle_asaniczka|unknown,9.802159,6.6107965,0.048219252,-0.22229736
15174,asaniczka_f12ba65ad967dfdc,llm,2024-01,unknown,unknown,True,Motion Recruitment,kaggle_asaniczka,title_lookup_llm,,2024,15174,2024 / unknown,kaggle_asaniczka|unknown,8.274385,3.7868145,-0.3043254,0.15107115
27948,linkedin_li-4389452191,llm,2026-03,associate,mid,False,Uber,scraped,regex,2.0,2026,27948,2026 / mid,scraped|mid,10.430604,6.0021048,-0.12721834,-0.10708527
151,arshkon_3884848102,llm,2024-04,mid-senior,senior,False,Avesta Computer Services,kaggle_arshkon,regex,5.0,2024,151,2024 / senior,kaggle_arshkon|senior,10.288552,9.160714,-0.044133544,-0.4210984
33027,linkedin_li-4398842336,llm,2026-04,mid-senior,senior,False,Future Secure AI,scraped,regex,,2026,33027,2026 / senior,scraped|senior,9.889628,5.036018,-0.35268164,0.04366596
7033,asaniczka_38627a6c7f9be155,llm,2024-01,unknown,unknown,False,"RecruitTalent, LLC.",kaggle_asaniczka,title_lookup_llm,4.0,2024,7033,2024 / unknown,kaggle_asaniczka|unknown,8.211481,2.4358943,0.108809546,0.29131085
9337,asaniczka_02fbac6037aaa267,llm,2024-01,unknown,unknown,False,"SecurAlarm, LLC",kaggle_asaniczka,regex,,2024,9337,2024 / unknown,kaggle_asaniczka|unknown,5.0657725,8.683111,0.24520834,0.15028442
4053,arshkon_3905291718,llm,2024-04,unknown,unknown,False,"MedImpact Healthcare Systems, Inc.",kaggle_arshkon,regex,,2024,4053,2024 / unknown,kaggle_arshkon|unknown,8.959433,3.4571617,0.010304324,0.19429539
4081,arshkon_3905298557,llm,2024-04,entry,junior,True,Apex Systems,kaggle_arshkon,embedding_high,,2024,4081,2024 / junior,kaggle_arshkon|junior,9.0745945,4.6471057,-0.13127382,0.11134009
4337,arshkon_3905826949,llm,2024-04,unknown,unknown,False,CNA Search,kaggle_arshkon,regex,2.0,2024,4337,2024 / unknown,kaggle_arshkon|unknown,8.960727,8.0195265,0.045112852,-0.39994258
9946,asaniczka_95f4dfd60f6da787,llm,2024-01,unknown,unknown,False,Beacon Hill Staffing Group,kaggle_asaniczka,title_lookup_llm,4.0,2024,9946,2024 / unknown,kaggle_asaniczka|unknown,4.7032604,9.012356,0.17247912,-0.03460671
32623,linkedin_li-4398099438,llm,2026-04,entry,junior,False,ELEVI Associates,scraped,regex,4.0,2026,32623,2026 / junior,scraped|junior,7.1203337,5.261665,-0.09085216,-0.020631641
