representation,neighbor_seniority,nn_share,base_rate_2024,excess_vs_base_pp
embedding,junior,0.11813643926788686,0.08454215775158658,3.3594281516300284
embedding,mid,0.013976705490848586,0.008839528558476882,0.5137176932371704
embedding,senior,0.46455906821963394,0.45330915684496825,1.1249911374665689
embedding,unknown,0.40332778702163063,0.45330915684496825,-4.998136982333762
tfidf,junior,0.20532445923460899,0.08454215775158658,12.078230148302241
tfidf,mid,0.0066555740432612314,0.008839528558476882,-0.21839545152156506
tfidf,senior,0.3903494176372712,0.45330915684496825,-6.295973920769704
tfidf,unknown,0.39767054908485855,0.45330915684496825,-5.56386077601097
