dow_num,dow,n,ai_strict_prev,scope_prev,length_median,length_mean,tech_count_median,tech_count_mean,j3_yoe_llm_le2,s4_yoe_llm_ge5,entry_seniority_final,entry_seniority_native,j3_yoe_extracted_le2,n_yoe_llm_labeled,n_yoe_rule
0,Monday,2177,0.13688562241616903,0.6338998621956822,5471.0,5499.501148369315,3.0,4.153422140560404,0.1305403764420158,0.6539162112932605,0.07762976573265962,0.1116214974735875,0.16062544420753375,1647,1407
1,Tuesday,7481,0.14075658334447266,0.6298623178719422,4454.0,4553.129795481887,4.0,4.876620772623981,0.14593225704336815,0.6467236467236467,0.03649244753375217,0.1213741478411977,0.17204740498569676,3159,4894
2,Wednesday,8568,0.15172735760971054,0.6283846872082166,4674.5,4773.201797385621,4.0,4.797852474323062,0.13804601533844615,0.6235411803934645,0.03011204481792717,0.11601307189542484,0.17389776919023361,2999,5693
3,Thursday,5872,0.16638283378746593,0.6467983651226158,4912.0,4926.2741825613075,4.0,5.042574931880109,0.1440677966101695,0.6163328197226502,0.030313351498637602,0.10762942779291552,0.1794425087108014,2596,4018
4,Friday,10417,0.14812326005567822,0.6446193721800902,4798.0,4865.552462321206,4.0,4.877123932034175,0.1449612403100775,0.6315245478036176,0.03263895555342229,0.11788422770471345,0.16924398625429554,3870,6984
5,Saturday,7739,0.1474350691303786,0.6370332084248611,4896.0,4962.316319937977,4.0,4.8772451221088,0.14852822036186875,0.6173372940858763,0.03837705129861739,0.12081664297712882,0.1750380517503805,3703,5256
6,Sunday,3063,0.14854717597126998,0.6464250734573947,5492.0,5486.797584067907,4.0,4.707149853085211,0.13243988963342532,0.6460386283011431,0.04407443682664055,0.10022853411687888,0.15592609283461017,2537,2219
