scrape_date,n,ai_strict_prev,scope_prev,length_median,length_mean,tech_count_median,tech_count_mean,j3_yoe_llm_le2,s4_yoe_llm_ge5,entry_seniority_final,entry_seniority_native,j3_yoe_extracted_le2,n_yoe_llm_labeled,n_yoe_rule
2026-03-20,2448,0.1437908496732026,0.6311274509803921,4800.0,4871.8709150326795,4.0,4.896650326797386,0.14354066985645933,0.6267942583732058,0.04044117647058824,0.1119281045751634,0.16780185758513932,836,1615
2026-03-21,1164,0.12285223367697594,0.6383161512027491,4897.0,5062.17439862543,4.0,4.835910652920962,0.16511627906976745,0.622093023255814,0.0661512027491409,0.13144329896907217,0.1806775407779172,860,797
2026-03-22,944,0.15995762711864406,0.6546610169491526,5436.0,5441.264830508475,4.0,4.688559322033898,0.13451776649746192,0.6484771573604061,0.05614406779661017,0.09745762711864407,0.16235632183908047,788,696
2026-03-23,612,0.16013071895424835,0.6143790849673203,5067.5,5098.831699346405,3.0,4.016339869281046,0.15203426124197003,0.6145610278372591,0.119281045751634,0.10784313725490197,0.18604651162790697,467,387
2026-03-24,2154,0.116991643454039,0.6318477251624884,4466.0,4556.677808727948,4.0,4.850974930362117,0.14921780986762936,0.6462093862815884,0.04921077065923862,0.11838440111420613,0.16798846431146358,831,1387
2026-03-25,2308,0.1464471403812825,0.6291161178509532,4730.5,4790.060225303293,4.0,4.788128249566724,0.1519434628975265,0.607773851590106,0.03726169844020797,0.1182842287694974,0.18613607188703465,849,1558
2026-03-26,2244,0.14705882352941177,0.642602495543672,4829.5,4934.533868092692,4.0,5.148395721925134,0.12903225806451613,0.630184331797235,0.031194295900178252,0.1051693404634581,0.17854807063440156,868,1529
2026-03-27,2192,0.1395985401459854,0.655565693430657,4909.5,4971.742244525547,4.0,4.885036496350365,0.14467592592592593,0.6655092592592593,0.032846715328467155,0.11861313868613138,0.16802168021680217,864,1476
2026-03-28,1959,0.14497192445125065,0.6503318019397651,4907.0,5005.9076059213885,4.0,4.824400204185809,0.1480225988700565,0.6033898305084746,0.03215926493108729,0.11995916283818274,0.17474302496328928,885,1362
2026-03-29,821,0.14494518879415347,0.6528623629719854,5569.0,5651.042630937881,4.0,4.808769792935444,0.16544655929721816,0.6222547584187409,0.049939098660170524,0.11814859926918392,0.1918032786885246,683,610
