source,n_raw,kappa_raw,observed_raw,n_harm,kappa_harm,observed_harm,n_harm_excl_unknown,kappa_harm_excl_unknown,observed_harm_excl_unknown
kaggle_arshkon,3283,0.1709338216003617,0.43588181541273224,3283,0.1800570683498451,0.44227840389887296,1643,0.4527764602485947,0.8837492391965917
scraped,38659,0.12038523110056651,0.42370470006984146,38659,0.14452416185672862,0.4401045034791381,18308,0.6577794834956775,0.9293205156215862
