source,is_aggregator,n_raw,kappa_raw,observed_raw,n_harm_excl_unknown,kappa_harm_excl_unknown,observed_harm_excl_unknown
kaggle_arshkon,True,406,0.16162827773644492,0.33004926108374383,165,0.295874822190612,0.8181818181818182
kaggle_arshkon,False,2877,0.17014579763150736,0.4508168230795968,1478,0.475153621858637,0.8910690121786198
scraped,True,7378,0.10811809116402986,0.3247492545405259,2675,0.632862573942164,0.9177570093457944
scraped,False,31281,0.12099883574483887,0.44704453182443016,15633,0.662402136164051,0.9312991748224909
