period,n_all,n_known,n_entry,share_of_all,share_of_known,variant
2024,28232,8093.0,241.0,0.008536412581467838,0.029778821203509206,seniority_best_available (2024 pooled)
2026,35062,4187.0,390.0,0.011123153271347897,0.09314545020300931,seniority_best_available (2024 pooled)
2024,5019,3444.0,769.0,0.1532177724646344,0.2232868757259001,seniority_native (arshkon-only 2024)
2026,35062,29077.0,3972.0,0.11328503793280474,0.13660281322007084,seniority_native (arshkon-only 2024)
2024,5019,4035.0,848.0,0.16895795975293884,0.21016109045848821,seniority_final (arshkon-only 2024)
2026,35062,32808.0,4656.0,0.13279333751639952,0.14191660570592537,seniority_final (arshkon-only 2024)
2024,28232,18389.0,369.0,0.013070274865400964,0.020066344010005982,seniority_imputed (2024 pooled)
2026,35062,19337.0,1288.0,0.036734926701272035,0.06660805709262037,seniority_imputed (2024 pooled)
