period,remote_share,ghost_nonlow_share,ghost_llm_nonreal_share,ghost_llm_coverage,yoe_coverage
2024-01,0.0,0.0009477447981734373,0.007323482531340198,0.11963124111489251,0.7217938224270882
2024-04,0.0,0.06555090655509066,0.04722056186491333,0.6242279338513648,0.6056983462841203
2026-03,0.0,0.008189906044732685,0.00631911532385466,0.10879687370083978,0.6856655857653613
2026-04,0.0,0.007994186046511628,0.007267441860465116,0.1028343023255814,0.7009447674418605
