period,source,share_all,share_known,n
2024,kaggle_arshkon,0.035265989240884636,0.07418273260687343,5019
2024,kaggle_asaniczka,0.002757075776504545,0.011214298230243561,23213
2026,scraped,0.011123153271347897,0.09314545020300931,35062
