definition,side,scope,n_match,n_all,n_known,share_of_all,share_of_known,within_2024_diff_all,within_2024_diff_known,cross_pooled_diff_all,cross_pooled_diff_known,cross_arshkon_diff_all,cross_arshkon_diff_known,mde_arshkon_vs_scraped_all,mde_arshkon_vs_scraped_known,mde_pooled_vs_scraped_all,mde_pooled_vs_scraped_known,direction
J4,junior,arshkon,907,4691,2911,0.19334896610530802,0.3115767777396084,0.020807733825535274,0.06784917917330016,0.05084219131473297,0.08117060993325365,0.03431180540223827,0.025865664521368348,0.017055842789682377,0.025286049435926654,0.008832224837210093,0.012216853062457544,up
J4,junior,asaniczka,3128,18129,12834,0.17254123227977275,0.24372759856630824,0.020807733825535274,0.06784917917330016,0.05084219131473297,0.08117060993325365,0.03431180540223827,0.025865664521368348,0.017055842789682377,0.025286049435926654,0.008832224837210093,0.012216853062457544,up
J4,junior,pooled_2024,4035,22820,15745,0.17681858019281332,0.2562718323277231,0.020807733825535274,0.06784917917330016,0.05084219131473297,0.08117060993325365,0.03431180540223827,0.025865664521368348,0.017055842789682377,0.025286049435926654,0.008832224837210093,0.012216853062457544,up
J4,junior,scraped_2026,9307,40881,27581,0.2276607715075463,0.33744244226097675,0.020807733825535274,0.06784917917330016,0.05084219131473297,0.08117060993325365,0.03431180540223827,0.025865664521368348,0.017055842789682377,0.025286049435926654,0.008832224837210093,0.012216853062457544,up
J5,junior,arshkon,96,4691,4691,0.02046471967597527,0.02046471967597527,0.013790330575638794,0.013790330575638794,0.015685875944290197,0.015685875944290197,0.004730358722302656,0.004730358722302656,0.006114660532044545,0.006114660532044545,0.002246754686920815,0.002246754686920815,up
J5,junior,asaniczka,121,18129,18129,0.006674389100336477,0.006674389100336477,0.013790330575638794,0.013790330575638794,0.015685875944290197,0.015685875944290197,0.004730358722302656,0.004730358722302656,0.006114660532044545,0.006114660532044545,0.002246754686920815,0.002246754686920815,up
J5,junior,pooled_2024,217,22820,22820,0.00950920245398773,0.00950920245398773,0.013790330575638794,0.013790330575638794,0.015685875944290197,0.015685875944290197,0.004730358722302656,0.004730358722302656,0.006114660532044545,0.006114660532044545,0.002246754686920815,0.002246754686920815,up
J5,junior,scraped_2026,1030,40881,40881,0.025195078398277927,0.025195078398277927,0.013790330575638794,0.013790330575638794,0.015685875944290197,0.015685875944290197,0.004730358722302656,0.004730358722302656,0.006114660532044545,0.006114660532044545,0.002246754686920815,0.002246754686920815,up
J6,junior,arshkon,175,4691,2267,0.03730547857599659,0.07719453021614468,0.025887308792776332,0.059571509613386295,0.016234051072456058,0.04353791827156896,-0.0043317254877648925,-0.006396210888413592,0.008184458819701005,0.016613230948982798,0.0029700687355274607,0.005077789163403985,up
J6,junior,asaniczka,207,18129,11746,0.011418169783220255,0.017623020602758385,0.025887308792776332,0.059571509613386295,0.016234051072456058,0.04353791827156896,-0.0043317254877648925,-0.006396210888413592,0.008184458819701005,0.016613230948982798,0.0029700687355274607,0.005077789163403985,up
J6,junior,pooled_2024,382,22820,14013,0.016739702015775636,0.027260401056162134,0.025887308792776332,0.059571509613386295,0.016234051072456058,0.04353791827156896,-0.0043317254877648925,-0.006396210888413592,0.008184458819701005,0.016613230948982798,0.0029700687355274607,0.005077789163403985,up
J6,junior,scraped_2026,1348,40881,19040,0.032973753088231694,0.07079831932773109,0.025887308792776332,0.059571509613386295,0.016234051072456058,0.04353791827156896,-0.0043317254877648925,-0.006396210888413592,0.008184458819701005,0.016613230948982798,0.0029700687355274607,0.005077789163403985,up
S1,senior,arshkon,2077,4691,2267,0.44276273715625664,0.9161887957653286,-0.19257291290717765,-0.06440034096206793,-0.16246737795496774,-0.039865934063627595,-0.009480772429366402,0.014115826083410887,0.021451863102441574,0.01724841873042723,0.01136097332856354,0.005304651666294743,down
S1,senior,asaniczka,11518,18129,11746,0.6353356500634343,0.9805891367273966,-0.19257291290717765,-0.06440034096206793,-0.16246737795496774,-0.039865934063627595,-0.009480772429366402,0.014115826083410887,0.021451863102441574,0.01724841873042723,0.01136097332856354,0.005304651666294743,down
S1,senior,pooled_2024,13595,22820,14013,0.595749342681858,0.9701705559123671,-0.19257291290717765,-0.06440034096206793,-0.16246737795496774,-0.039865934063627595,-0.009480772429366402,0.014115826083410887,0.021451863102441574,0.01724841873042723,0.01136097332856354,0.005304651666294743,down
S1,senior,scraped_2026,17713,40881,19040,0.43328196472689023,0.9303046218487395,-0.19257291290717765,-0.06440034096206793,-0.16246737795496774,-0.039865934063627595,-0.009480772429366402,0.014115826083410887,0.021451863102441574,0.01724841873042723,0.01136097332856354,0.005304651666294743,down
S2,senior,arshkon,13,4691,2267,0.002771264122788318,0.005734450816056462,-0.0023034780030873506,-0.0020980027851694866,0.002614839149331075,0.008000655303868497,0.004444802020407788,0.009759246662935135,0.002270365411568212,0.004700054241934893,0.0015667285842706493,0.002689094810633709,up
S2,senior,asaniczka,92,18129,11746,0.0050747421258756685,0.007832453601225949,-0.0023034780030873506,-0.0020980027851694866,0.002614839149331075,0.008000655303868497,0.004444802020407788,0.009759246662935135,0.002270365411568212,0.004700054241934893,0.0015667285842706493,0.002689094810633709,up
S2,senior,pooled_2024,105,22820,14013,0.004601226993865031,0.0074930421751231,-0.0023034780030873506,-0.0020980027851694866,0.002614839149331075,0.008000655303868497,0.004444802020407788,0.009759246662935135,0.002270365411568212,0.004700054241934893,0.0015667285842706493,0.002689094810633709,up
S2,senior,scraped_2026,295,40881,19040,0.007216066143196106,0.015493697478991597,-0.0023034780030873506,-0.0020980027851694866,0.002614839149331075,0.008000655303868497,0.004444802020407788,0.009759246662935135,0.002270365411568212,0.004700054241934893,0.0015667285842706493,0.002689094810633709,up
S3,senior,arshkon,1804,4691,4691,0.38456619057770197,0.38456619057770197,-0.22975340785574722,-0.22975340785574722,-0.14417987321788017,-0.14417987321788017,0.03834420789591658,0.03834420789591658,0.02101046360716284,0.02101046360716284,0.011470521366454304,0.011470521366454304,down
S3,senior,asaniczka,11137,18129,18129,0.6143195984334492,0.6143195984334492,-0.22975340785574722,-0.22975340785574722,-0.14417987321788017,-0.14417987321788017,0.03834420789591658,0.03834420789591658,0.02101046360716284,0.02101046360716284,0.011470521366454304,0.011470521366454304,down
S3,senior,pooled_2024,12941,22820,22820,0.5670902716914987,0.5670902716914987,-0.22975340785574722,-0.22975340785574722,-0.14417987321788017,-0.14417987321788017,0.03834420789591658,0.03834420789591658,0.02101046360716284,0.02101046360716284,0.011470521366454304,0.011470521366454304,down
S3,senior,scraped_2026,17289,40881,40881,0.42291039847361855,0.42291039847361855,-0.22975340785574722,-0.22975340785574722,-0.14417987321788017,-0.14417987321788017,0.03834420789591658,0.03834420789591658,0.02101046360716284,0.02101046360716284,0.011470521366454304,0.011470521366454304,down
S4,senior,arshkon,1751,4691,2911,0.3732679599232573,0.6015115080728272,-0.09713857104921775,-0.06297345374733798,-0.06057495043275707,-0.07498060074653634,0.016595301738639434,-0.023649936701230723,0.020888666450775164,0.02673009782773444,0.011518190679768284,0.01332199849008015,down
S4,senior,asaniczka,8528,18129,12834,0.47040653097247503,0.6644849618201651,-0.09713857104921775,-0.06297345374733798,-0.06057495043275707,-0.07498060074653634,0.016595301738639434,-0.023649936701230723,0.020888666450775164,0.02673009782773444,0.011518190679768284,0.01332199849008015,down
S4,senior,pooled_2024,10279,22820,15745,0.4504382120946538,0.6528421721181328,-0.09713857104921775,-0.06297345374733798,-0.06057495043275707,-0.07498060074653634,0.016595301738639434,-0.023649936701230723,0.020888666450775164,0.02673009782773444,0.011518190679768284,0.01332199849008015,down
S4,senior,scraped_2026,15938,40881,27581,0.3898632616618967,0.5778615713715964,-0.09713857104921775,-0.06297345374733798,-0.06057495043275707,-0.07498060074653634,0.016595301738639434,-0.023649936701230723,0.020888666450775164,0.02673009782773444,0.011518190679768284,0.01332199849008015,down
S5,senior,arshkon,596,4691,2911,0.1270518013216798,0.20474063895568534,-0.04802680202103077,-0.04257118900130391,-0.04348682365552517,-0.05902703925775646,-0.005332665292717698,-0.024326585803152806,0.014382820480412714,0.022030639711526013,0.00859727684739377,0.011941738850852231,down
S5,senior,asaniczka,3174,18129,12834,0.17507860334271058,0.24731182795698925,-0.04802680202103077,-0.04257118900130391,-0.04348682365552517,-0.05902703925775646,-0.005332665292717698,-0.024326585803152806,0.014382820480412714,0.022030639711526013,0.00859727684739377,0.011941738850852231,down
S5,senior,pooled_2024,3770,22820,15745,0.16520595968448729,0.239441092410289,-0.04802680202103077,-0.04257118900130391,-0.04348682365552517,-0.05902703925775646,-0.005332665292717698,-0.024326585803152806,0.014382820480412714,0.022030639711526013,0.00859727684739377,0.011941738850852231,down
S5,senior,scraped_2026,4976,40881,27581,0.12171913602896212,0.18041405315253253,-0.04802680202103077,-0.04257118900130391,-0.04348682365552517,-0.05902703925775646,-0.005332665292717698,-0.024326585803152806,0.014382820480412714,0.022030639711526013,0.00859727684739377,0.011941738850852231,down
