definition,side,scope,n_match,n_all,n_known,share_of_all,share_of_known,within_2024_diff_all,within_2024_diff_known,cross_pooled_diff_all,cross_pooled_diff_known,cross_arshkon_diff_all,cross_arshkon_diff_known,mde_arshkon_vs_scraped_all,mde_arshkon_vs_scraped_known,mde_pooled_vs_scraped_all,mde_pooled_vs_scraped_known,direction
J1,junior,arshkon,175,4691,2267,0.03730547857599659,0.07719453021614468,0.026052789514272277,0.05982691570907844,0.014579844095925713,0.03991797157741281,-0.006117396092691383,-0.01023024450185897,0.008184458819701005,0.016613230948982798,0.0029585809377818055,0.0050583674465636,up
J1,junior,asaniczka,204,18129,11746,0.01125268906172431,0.017367614507066236,0.026052789514272277,0.05982691570907844,0.014579844095925713,0.03991797157741281,-0.006117396092691383,-0.01023024450185897,0.008184458819701005,0.016613230948982798,0.0029585809377818055,0.0050583674465636,up
J1,junior,pooled_2024,379,22820,14013,0.01660823838737949,0.027046314136872904,0.026052789514272277,0.05982691570907844,0.014579844095925713,0.03991797157741281,-0.006117396092691383,-0.01023024450185897,0.008184458819701005,0.016613230948982798,0.0029585809377818055,0.0050583674465636,up
J1,junior,scraped_2026,1275,40881,19040,0.031188082483305204,0.06696428571428571,0.026052789514272277,0.05982691570907844,0.014579844095925713,0.03991797157741281,-0.006117396092691383,-0.01023024450185897,0.008184458819701005,0.016613230948982798,0.0029585809377818055,0.0050583674465636,up
J2,junior,arshkon,190,4691,2267,0.04050309102536773,0.08381120423467137,0.027926556191675854,0.06440034096206793,0.01414280146727143,0.039865934063627595,-0.008043024001566937,-0.01411582608341086,0.008513836071450375,0.01724841873042723,0.003104375764095578,0.0053046516662947464,up
J2,junior,asaniczka,228,18129,11746,0.012576534833691875,0.01941086327260344,0.027926556191675854,0.06440034096206793,0.01414280146727143,0.039865934063627595,-0.008043024001566937,-0.01411582608341086,0.008513836071450375,0.01724841873042723,0.003104375764095578,0.0053046516662947464,up
J2,junior,pooled_2024,418,22820,14013,0.01831726555652936,0.02982944408763291,0.027926556191675854,0.06440034096206793,0.01414280146727143,0.039865934063627595,-0.008043024001566937,-0.01411582608341086,0.008513836071450375,0.01724841873042723,0.003104375764095578,0.0053046516662947464,up
J2,junior,scraped_2026,1327,40881,19040,0.03246006702380079,0.0696953781512605,0.027926556191675854,0.06440034096206793,0.01414280146727143,0.039865934063627595,-0.008043024001566937,-0.01411582608341086,0.008513836071450375,0.01724841873042723,0.003104375764095578,0.0053046516662947464,up
J3,junior,arshkon,436,4691,2911,0.09294393519505435,0.14977670903469598,0.019580815331851756,0.046145728825875656,0.038606949680868696,0.05976736047957315,0.02305127040167762,0.0221532427437022,0.012539695876938105,0.019483156848738425,0.006185935762998137,0.008830647223883235,up
J3,junior,asaniczka,1330,18129,12834,0.0733631198632026,0.10363098020882032,0.019580815331851756,0.046145728825875656,0.038606949680868696,0.05976736047957315,0.02305127040167762,0.0221532427437022,0.012539695876938105,0.019483156848738425,0.006185935762998137,0.008830647223883235,up
J3,junior,pooled_2024,1766,22820,15745,0.07738825591586328,0.11216259129882503,0.019580815331851756,0.046145728825875656,0.038606949680868696,0.05976736047957315,0.02305127040167762,0.0221532427437022,0.012539695876938105,0.019483156848738425,0.006185935762998137,0.008830647223883235,up
J3,junior,scraped_2026,4742,40881,27581,0.11599520559673197,0.17192995177839818,0.019580815331851756,0.046145728825875656,0.038606949680868696,0.05976736047957315,0.02305127040167762,0.0221532427437022,0.012539695876938105,0.019483156848738425,0.006185935762998137,0.008830647223883235,up
