,J1,J2,J3,J4,J5,J6
J1,1.0,1.0,0.2249093107617896,0.25574365175332525,0.7079806529625151,1.0
J2,0.9478510028653295,1.0,0.23209169054441262,0.26876790830945557,0.6710601719197707,0.9478510028653295
J3,0.05716041794714198,0.062231100184388446,1.0,1.0,0.033036263060848184,0.057467732022126614
J4,0.03170439214510568,0.03515215110178384,0.4877829410882926,1.0,0.018587917853395294,0.031854294708439514
J5,0.9390537289494787,0.9390537289494787,0.1724137931034483,0.19887730553327987,1.0,1.0
J6,0.9560693641618497,0.9560693641618497,0.2161849710982659,0.24566473988439305,0.7208092485549132,1.0
