company,n_ar,entry_share_j1_ar,entry_share_j2_ar,entry_share_j3_ar,ai_strict_ar,ai_broad_ar,mean_desc_length_raw_ar,mean_desc_length_cleaned_ar,mean_tech_count_ar,mean_org_scope_per_1k_ar,mean_breadth_raw_ar,mean_breadth_resid_ar,agg_rate_ar,n_sc,entry_share_j1_sc,entry_share_j2_sc,entry_share_j3_sc,ai_strict_sc,ai_broad_sc,mean_desc_length_raw_sc,mean_desc_length_cleaned_sc,mean_tech_count_sc,mean_org_scope_per_1k_sc,mean_breadth_raw_sc,mean_breadth_resid_sc,agg_rate_sc,d_entry_share_j1,d_entry_share_j2,d_entry_share_j3,d_ai_strict,d_ai_broad,d_mean_desc_length_raw,d_mean_desc_length_cleaned,d_mean_tech_count,d_mean_org_scope_per_1k,d_mean_breadth_raw,d_mean_breadth_resid
Confidential,5,0.0,0.0,0.0,0.0,0.0,1939.8,1228.6,4.6,0.1949317738791423,6.2,-2.539246968563232,0.0,7,0.0,0.0,0.0,0.0,0.2857142857142857,2361.8571428571427,241.85714285714286,6.428571428571429,0.0,6.857142857142857,-0.08212308588000054,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,422.0571428571427,-986.742857142857,1.8285714285714292,-0.1949317738791423,0.6571428571428566,2.4571238826832316
ConsultNet Technology Services and Solutions,3,0.0,0.0,0.3333333333333333,0.0,0.0,1831.3333333333333,864.6666666666666,3.0,0.0,10.0,1.9246272006995115,0.0,26,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.23076923076923078,0.6538461538461539,3889.769230769231,718.6538461538462,11.076923076923077,0.22697998757164037,12.076923076923077,4.267901642120643,0.0,0.038461538461538464,0.038461538461538464,-0.2948717948717948,0.23076923076923078,0.6538461538461539,2058.4358974358975,-146.01282051282044,8.076923076923077,0.22697998757164037,2.0769230769230766,2.3432744414211317
CrowdStrike,4,0.0,0.0,0.0,0.0,0.25,4807.75,1867.75,9.25,0.12382367508667656,10.75,0.84483846296924,0.0,29,0.0,0.0,0.0,0.06896551724137931,1.0,7992.827586206897,737.3448275862069,9.137931034482758,0.028605244119569,9.586206896551724,1.7430900419715458,0.0,0.0,0.0,0.0,0.06896551724137931,0.75,3185.0775862068967,-1130.405172413793,-0.11206896551724199,-0.09521843096710757,-1.1637931034482758,0.8982515790023058
Cygnus Professionals Inc.,4,0.0,0.0,0.0,0.0,0.0,1952.5,1147.25,2.5,0.3293611230753127,4.5,-4.090851208342887,0.0,4,0.0,0.0,0.0,0.0,0.0,1773.75,340.0,6.5,0.0,6.75,-0.36829463258537776,0.0,0.0,0.0,0.0,0.0,0.0,-178.75,-807.25,4.0,-0.3293611230753127,2.25,3.722556575757509
DataAnnotation,8,0.0,0.0,0.0,0.0,1.0,1448.375,666.25,6.0,0.0,8.0,0.28657178693659524,1.0,71,0.0,0.0,0.0,0.0,1.0,2475.7323943661972,289.92957746478874,8.774647887323944,0.0,9.422535211267606,2.3955772525195553,1.0,0.0,0.0,0.0,0.0,0.0,1027.3573943661972,-376.32042253521126,2.774647887323944,0.0,1.422535211267606,2.10900546558296
Deloitte,22,0.045454545454545456,0.045454545454545456,0.0,0.0,0.0,3980.090909090909,1522.090909090909,5.954545454545454,0.0491666256944786,8.181818181818182,-1.0928044053351618,0.0,59,0.0,0.0,0.15254237288135594,0.3220338983050847,0.9322033898305084,5698.033898305085,567.2033898305085,10.864406779661017,0.16714174412111762,12.40677966101695,4.874028731461225,0.0,-0.045454545454545456,-0.045454545454545456,0.15254237288135594,0.3220338983050847,0.9322033898305084,1717.9429892141761,-954.8875192604005,4.909861325115563,0.11797511842663902,4.224961479198768,5.966833136796387
Delta Air Lines,3,0.0,0.0,0.0,0.0,0.3333333333333333,4679.333333333333,1451.0,4.333333333333333,0.43774449024654105,9.666666666666666,0.5217255730511337,0.0,8,0.0,0.0,0.5,0.125,0.625,6501.125,1033.75,9.0,0.15730138813292457,11.125,2.741191431915369,0.0,0.0,0.0,0.5,0.125,0.2916666666666667,1821.791666666667,-417.25,4.666666666666667,-0.28044310211361645,1.458333333333334,2.2194658588642353
Dexian,7,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,2857.4285714285716,1390.142857142857,8.571428571428571,0.08233841086867023,10.428571428571429,1.3946437581780695,0.0,38,0.0,0.0,0.0,0.15789473684210525,0.34210526315789475,2731.5789473684213,187.10526315789474,8.157894736842104,0.0829581462990635,8.578947368421053,1.7395578459447565,0.0,-0.14285714285714285,-0.14285714285714285,0.0,0.15789473684210525,0.34210526315789475,-125.84962406015029,-1203.0375939849623,-0.41353383458646675,0.0006197354303932728,-1.8496240601503757,0.34491408776668697
Docusign,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,7059.666666666667,1639.3333333333333,13.0,0.0,15.0,5.511507976146831,0.0,30,0.03333333333333333,0.03333333333333333,0.23333333333333334,0.2,0.26666666666666666,8297.1,563.8666666666667,11.566666666666666,0.17600906958153703,12.4,4.873335801489674,0.0,-0.3,-0.3,-0.09999999999999998,0.2,-0.06666666666666665,1237.4333333333334,-1075.4666666666667,-1.4333333333333336,0.17600906958153703,-2.5999999999999996,-0.6381721746571571
EPITEC,11,0.0,0.09090909090909091,0.09090909090909091,0.0,0.18181818181818182,2984.818181818182,1514.6363636363637,4.636363636363637,0.14886615400672643,7.545454545454546,-1.7155697265196415,0.0,33,0.0,0.0,0.06060606060606061,0.09090909090909091,0.21212121212121213,2635.181818181818,245.03030303030303,6.333333333333333,0.0,6.666666666666667,-0.27838764164441526,0.0,0.0,-0.09090909090909091,-0.030303030303030304,0.09090909090909091,0.030303030303030304,-349.63636363636397,-1269.6060606060607,1.6969696969696964,-0.14886615400672643,-0.8787878787878789,1.4371820848752261
EVONA,4,0.0,0.0,0.0,0.0,0.0,1494.0,645.75,2.0,0.0,3.25,-4.426032846320725,0.0,22,0.0,0.0,0.0,0.09090909090909091,0.22727272727272727,2317.3636363636365,299.1818181818182,2.0454545454545454,0.04320774282751469,2.4545454545454546,-4.589290110778443,0.0,0.0,0.0,0.0,0.09090909090909091,0.22727272727272727,823.3636363636365,-346.5681818181818,0.045454545454545414,0.04320774282751469,-0.7954545454545454,-0.1632572644577186
Ehub Global Inc,5,0.0,0.0,0.0,0.2,0.2,717.0,505.8,3.2,0.0,3.4,-4.020741062143253,0.0,5,0.0,0.0,0.4,0.2,0.4,1710.8,807.8,8.2,0.0736105999263894,9.0,1.0283613399889635,0.0,0.0,0.0,0.4,0.0,0.2,993.8,301.99999999999994,4.999999999999999,0.0736105999263894,5.6,5.049102402132217
Eliassen Group,12,0.0,0.0,0.0,0.0,0.0,2578.4166666666665,1259.25,8.5,0.2741646851026575,10.666666666666666,1.871509064412549,0.0,37,0.0,0.0,0.08108108108108109,0.21621621621621623,0.7027027027027027,4288.081081081081,502.7837837837838,9.91891891891892,0.13645452978774328,10.702702702702704,3.28746371429509,0.05405405405405406,0.0,0.0,0.08108108108108109,0.21621621621621623,0.7027027027027027,1709.6644144144143,-756.4662162162163,1.4189189189189193,-0.13771015531491423,0.036036036036037444,1.415954649882541
Empower Professionals,7,0.0,0.0,0.0,0.0,0.0,1368.4285714285713,915.8571428571429,5.571428571428571,0.0,7.285714285714286,-0.8830383492386572,0.0,10,0.0,0.0,0.1,0.0,0.4,2445.9,336.4,9.0,0.1260239445494644,9.5,2.388272358647483,1.0,0.0,0.0,0.1,0.0,0.4,1077.4714285714288,-579.4571428571429,3.428571428571429,0.1260239445494644,2.2142857142857144,3.27131070788614
Entegee,5,0.0,0.0,0.0,0.0,0.0,1483.0,410.6,2.8,0.0,4.0,-3.247080627318707,0.0,10,0.1,0.1,0.0,0.0,0.0,2032.2,151.7,1.7,0.0,1.8,-4.974804507822121,0.0,0.1,0.1,0.0,0.0,0.0,549.2,-258.90000000000003,-1.0999999999999999,0.0,-2.2,-1.7277238805034139
Equifax,4,0.0,0.0,0.25,0.0,0.0,3971.5,2288.5,20.75,0.23261677914229933,24.25,13.577321362628613,0.0,30,0.0,0.0,0.5,0.23333333333333334,0.4666666666666667,3715.5666666666666,735.5,16.566666666666666,0.18785415830497948,18.033333333333335,10.193581747248922,0.0,0.0,0.0,0.25,0.23333333333333334,0.4666666666666667,-255.9333333333334,-1553.0,-4.183333333333334,-0.044762620837319855,-6.216666666666665,-3.3837396153796906
Esri,3,0.0,0.0,0.6666666666666666,0.0,0.0,4315.0,968.6666666666666,2.0,0.0,3.6666666666666665,-4.5984192126942505,0.0,66,0.0,0.030303030303030304,0.45454545454545453,0.045454545454545456,0.19696969696969696,5760.136363636364,343.8787878787879,6.818181818181818,0.06698005306749129,7.848484848484849,0.7231146697899911,0.0,0.0,0.030303030303030304,-0.2121212121212121,0.045454545454545456,0.19696969696969696,1445.136363636364,-624.7878787878788,4.818181818181818,0.06698005306749129,4.181818181818182,5.321533882484242
Experis,26,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.0,0.07692307692307693,2799.0384615384614,1106.5384615384614,4.615384615384615,0.19763270208348782,7.038461538461538,-1.4781251376165692,1.0,58,0.017241379310344827,0.017241379310344827,0.10344827586206896,0.06896551724137931,0.29310344827586204,3639.7241379310344,291.44827586206895,4.793103448275862,0.08964331198542495,5.431034482758621,-1.5986938312839574,1.0,-0.021220159151193636,-0.021220159151193636,0.026525198938992037,0.06896551724137931,0.21618037135278512,840.685676392573,-815.0901856763925,0.17771883289124712,-0.10798939009806287,-1.6074270557029173,-0.1205686936673882
Extend Information Systems Inc.,3,0.0,0.0,0.0,0.0,0.0,2149.0,1037.0,3.3333333333333335,0.19630938358853553,4.333333333333333,-4.056403768503186,0.0,3,0.0,0.0,0.0,0.0,0.0,4095.6666666666665,590.6666666666666,7.0,0.0,7.0,-0.5755517999105132,0.0,0.0,0.0,0.0,0.0,0.0,1946.6666666666665,-446.33333333333337,3.6666666666666665,-0.19630938358853553,2.666666666666667,3.4808519685926727
FIS,6,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,6308.833333333333,1808.3333333333333,7.666666666666667,0.918880394819341,13.0,3.203224221048636,0.0,15,0.0,0.0,0.0,0.13333333333333333,0.4,6351.733333333334,319.6,8.866666666666667,0.1746076438933323,9.6,2.518918317734168,0.0,-0.16666666666666666,-0.16666666666666666,0.0,0.13333333333333333,0.23333333333333336,42.900000000000546,-1488.7333333333331,1.2000000000000002,-0.7442727509260088,-3.4000000000000004,-0.6843059033144678
FanDuel,4,0.0,0.0,0.0,0.0,1.0,7935.25,2646.75,5.0,0.28998848787730447,7.0,-4.3261854732526235,0.0,14,0.0,0.0,0.0,0.21428571428571427,0.6428571428571429,8219.142857142857,637.8571428571429,11.071428571428571,0.08906583301046969,11.785714285714286,4.124079307076719,0.0,0.0,0.0,0.0,0.21428571428571427,-0.3571428571428571,283.8928571428569,-2008.892857142857,6.071428571428571,-0.20092265486683478,4.7857142857142865,8.450264780329341
Fanatics,3,0.0,0.0,0.0,0.0,0.0,4956.0,1154.3333333333333,5.0,0.16118633139909735,7.333333333333333,-1.2704390383149515,0.0,33,0.0,0.0,0.15151515151515152,0.15151515151515152,0.24242424242424243,6152.727272727273,301.57575757575756,7.696969696969697,0.21240883824162674,8.212121212121213,1.1639187081828692,0.0,0.0,0.0,0.15151515151515152,0.15151515151515152,0.24242424242424243,1196.727272727273,-852.7575757575758,2.6969696969696972,0.05122250684252938,0.8787878787878798,2.4343577464978208
FastTek Global,5,0.0,0.0,0.2,0.0,0.4,3997.2,1373.8,7.0,0.0,10.8,1.7958843850447082,0.0,23,0.0,0.0,0.0,0.21739130434782608,0.9565217391304348,5657.95652173913,713.7391304347826,9.695652173913043,0.06845167220350269,10.695652173913043,2.8955959877325803,0.08695652173913043,0.0,0.0,-0.2,0.21739130434782608,0.5565217391304348,1660.7565217391302,-660.0608695652173,2.695652173913043,0.06845167220350269,-0.1043478260869577,1.0997116026878722
Fidelity Investments,29,0.0,0.0,0.034482758620689655,0.0,0.0,6005.931034482759,1562.7241379310344,9.89655172413793,0.17369438801832865,11.89655172413793,2.5478074543301603,0.0,46,0.0,0.0,0.10869565217391304,0.043478260869565216,0.1956521739130435,4669.934782608696,764.9347826086956,9.347826086956522,0.16370840692974528,11.0,3.1065545363232347,0.0,0.0,0.0,0.07421289355322339,0.043478260869565216,0.1956521739130435,-1335.996251874063,-797.7893553223388,-0.5487256371814091,-0.009985981088583368,-0.8965517241379306,0.5587470819930744
Ford Motor Company,14,0.0,0.0,0.2857142857142857,0.0,0.21428571428571427,5255.714285714285,1976.5714285714287,8.857142857142858,0.39505638774720025,14.571428571428571,4.467758876793373,0.0,48,0.020833333333333332,0.020833333333333332,0.16666666666666666,0.08333333333333333,0.1875,6230.5625,756.625,6.25,0.12588776963435874,8.5,0.6217129445283142,0.0,0.020833333333333332,0.020833333333333332,-0.11904761904761904,0.08333333333333333,-0.026785714285714274,974.8482142857147,-1219.9464285714287,-2.6071428571428577,-0.26916861811284154,-6.071428571428571,-3.8460459322650586
Franklin Fitch,7,0.0,0.0,0.0,0.0,0.0,1275.142857142857,455.57142857142856,2.142857142857143,0.2242655303879794,2.2857142857142856,-5.043401613037146,0.0,16,0.0,0.0,0.0,0.25,0.375,1755.5625,125.6875,4.6875,0.05,4.75,-1.977353435754122,0.0,0.0,0.0,0.0,0.25,0.375,480.4196428571429,-329.88392857142856,2.544642857142857,-0.17426553038797937,2.4642857142857144,3.0660481772830237
GE HealthCare,4,0.0,0.0,0.0,0.0,0.5,5357.0,2226.5,5.5,0.2144082332761578,9.25,-1.309580455027671,0.0,12,0.0,0.0,0.0,0.0,0.6666666666666666,6316.25,738.6666666666666,8.666666666666666,0.0,10.5,2.654471893849646,0.0,0.0,0.0,0.0,0.0,0.16666666666666663,959.25,-1487.8333333333335,3.166666666666666,-0.2144082332761578,1.25,3.964052348877317
Galactic Minds INC,3,0.0,0.0,0.0,0.0,0.0,910.0,459.0,3.3333333333333335,0.0,5.0,-2.33537017611606,0.0,7,0.0,0.0,0.0,0.2857142857142857,0.42857142857142855,2203.4285714285716,680.1428571428571,8.0,0.3576458665828728,9.285714285714286,1.546943219579622,0.2857142857142857,0.0,0.0,0.0,0.2857142857142857,0.42857142857142855,1293.4285714285716,221.1428571428571,4.666666666666666,0.3576458665828728,4.2857142857142865,3.8823133956956823
"Gardner Resources Consulting, LLC",3,0.0,0.0,0.0,0.0,0.0,1257.0,889.6666666666666,9.666666666666666,0.273224043715847,12.333333333333334,4.2123564282490875,0.0,7,0.0,0.0,0.0,0.0,0.42857142857142855,1101.7142857142858,335.85714285714283,6.285714285714286,0.2499687539057618,7.285714285714286,0.17497690494450208,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,-155.28571428571422,-553.8095238095239,-3.3809523809523805,-0.023255289810085233,-5.047619047619048,-4.037379523304585
General Atomics,3,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,3514.0,1757.3333333333333,0.0,0.14887598630340926,7.0,-2.7037434031525005,0.0,20,0.0,0.0,0.15,0.0,0.25,5063.9,1008.65,1.4,0.02390057361376673,4.95,-3.388022045877739,0.0,-0.3333333333333333,-0.3333333333333333,0.15,0.0,0.25,1549.8999999999996,-748.6833333333333,1.4,-0.12497541268964253,-2.05,-0.6842786427252383
General Dynamics Information Technology,3,0.0,0.0,0.0,0.0,1.0,6938.333333333333,1900.0,3.6666666666666665,0.0,8.333333333333334,-1.6306575001584729,0.0,73,0.0273972602739726,0.0410958904109589,0.1643835616438356,0.0821917808219178,1.0,6355.342465753424,613.3424657534247,9.41095890410959,0.006992664694735223,10.561643835616438,2.944727654094576,0.0410958904109589,0.0273972602739726,0.0410958904109589,0.1643835616438356,0.0821917808219178,0.0,-582.9908675799088,-1286.6575342465753,5.744292237442924,0.006992664694735223,2.2283105022831045,4.575385154253049
General Dynamics Mission Systems,5,0.0,0.0,0.4,0.0,0.2,3938.6,1208.0,2.8,0.08688097306689835,6.4,-2.301669185397416,0.0,63,0.1111111111111111,0.1111111111111111,0.36507936507936506,0.031746031746031744,0.31746031746031744,4322.777777777777,374.6984126984127,3.3333333333333335,0.02885490674287466,4.317460317460317,-2.8641299184541347,0.0,0.1111111111111111,0.1111111111111111,-0.03492063492063496,0.031746031746031744,0.11746031746031743,384.17777777777746,-833.3015873015872,0.5333333333333337,-0.058026066324023684,-2.082539682539683,-0.5624607330567186
General Motors,14,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.0,0.07142857142857142,7339.357142857143,1715.7857142857142,8.0,0.6636356779634559,11.0,1.3720462774119337,0.07142857142857142,182,0.054945054945054944,0.054945054945054944,0.08791208791208792,0.04945054945054945,0.46703296703296704,7201.7032967032965,637.010989010989,6.164835164835165,0.17878690651377155,7.423076923076923,-0.23701453198027025,0.016483516483516484,-0.01648351648351648,-0.01648351648351648,0.016483516483516494,0.04945054945054945,0.39560439560439564,-137.65384615384664,-1078.7747252747254,-1.8351648351648349,-0.48484877144968436,-3.5769230769230766,-1.609060809392204
Goldman Sachs,6,0.0,0.0,0.0,0.0,0.6666666666666666,3906.3333333333335,1243.6666666666667,3.8333333333333335,0.2004262358299543,5.666666666666667,-3.1000643763155757,0.0,47,0.0,0.0851063829787234,0.19148936170212766,0.1702127659574468,0.7872340425531915,5274.595744680851,578.7659574468086,8.97872340425532,0.12103954970378378,9.936170212765957,2.38232726094201,0.0,0.0,0.0851063829787234,0.19148936170212766,0.1702127659574468,0.12056737588652489,1368.2624113475172,-664.9007092198582,5.1453900709219855,-0.07938668612617053,4.26950354609929,5.482391637257585
Goliath Partners,5,0.0,0.0,0.0,0.0,0.0,1240.2,496.4,2.4,0.0,3.0,-4.403593918368561,0.0,37,0.0,0.0,0.0,0.08108108108108109,0.2972972972972973,1039.027027027027,121.5945945945946,2.189189189189189,0.2602007453293828,2.5945945945945947,-4.125292709516687,0.0,0.0,0.0,0.0,0.08108108108108109,0.2972972972972973,-201.17297297297296,-374.8054054054054,-0.21081081081081088,0.2602007453293828,-0.40540540540540526,0.2783012088518735
Google,15,0.0,0.0,0.4666666666666667,0.06666666666666667,1.0,4502.266666666666,1354.0666666666666,1.3333333333333333,0.44029205146768985,10.466666666666667,1.4985478925433533,0.0,757,0.009247027741083224,0.009247027741083224,0.5165125495376486,0.16116248348745046,0.9484808454425363,4767.603698811096,504.21796565389695,2.7080581241743724,0.10927746577963837,5.71334214002642,-1.7045130316499044,0.0,0.009247027741083224,0.009247027741083224,0.049845882870981906,0.0944958168207838,-0.0515191545574637,265.33703214442994,-849.8487010127697,1.3747247908410392,-0.3310145856880515,-4.753324526640247,-3.2030609241932577
Guidehouse,3,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,4292.333333333333,1249.3333333333333,3.3333333333333335,0.0,10.0,1.2229320263734387,0.0,14,0.0,0.0,0.07142857142857142,0.14285714285714285,0.5714285714285714,6594.214285714285,603.0,9.785714285714286,0.13097712772465175,11.285714285714286,3.6876644602837856,0.0,-0.3333333333333333,-0.3333333333333333,0.07142857142857142,0.14285714285714285,0.5714285714285714,2301.8809523809523,-646.3333333333333,6.4523809523809526,0.13097712772465175,1.2857142857142865,2.464732433910347
HIRECLOUT,3,0.0,0.0,0.0,0.0,0.3333333333333333,3425.6666666666665,1806.3333333333333,13.0,0.5286344925020409,17.333333333333332,7.54020588284467,0.0,5,0.0,0.0,0.2,0.2,0.6,4758.8,683.4,9.0,0.5518253164451447,10.2,2.455287370368938,0.0,0.0,0.0,0.2,0.2,0.26666666666666666,1333.1333333333337,-1122.9333333333334,-4.0,0.02319082394310379,-7.133333333333333,-5.084918512475731
HTC Global Services,7,0.0,0.0,0.0,0.0,0.0,3519.1428571428573,1754.5714285714287,5.714285714285714,0.36077912751019375,9.285714285714286,-0.4129909495611521,0.0,13,0.0,0.0,0.15384615384615385,0.07692307692307693,0.23076923076923078,4243.461538461538,806.4615384615385,8.846153846153847,0.3806943624187568,11.23076923076923,3.2615721444216943,0.0,0.0,0.0,0.15384615384615385,0.07692307692307693,0.23076923076923078,724.3186813186808,-948.1098901098902,3.1318681318681323,0.019915234908563062,1.9450549450549435,3.6745630939828464
Harnham,6,0.0,0.0,0.0,0.16666666666666666,0.8333333333333334,1936.1666666666667,946.3333333333334,4.833333333333333,0.4307543490599343,6.833333333333333,-1.3910128781940945,1.0,35,0.0,0.0,0.02857142857142857,0.22857142857142856,0.5428571428571428,2264.4285714285716,444.4,6.428571428571429,0.40729245138599274,7.171428571428572,-0.13730880690977493,1.0,0.0,0.0,0.02857142857142857,0.06190476190476191,-0.29047619047619055,328.2619047619048,-501.9333333333334,1.5952380952380958,-0.02346189767394158,0.33809523809523867,1.2537040712843195
Harvey Nash,4,0.0,0.0,0.0,0.0,0.25,2243.25,1167.75,7.5,0.16874789065136686,9.75,1.1217534249144328,0.0,3,0.0,0.0,0.3333333333333333,0.0,0.0,561.3333333333334,0.0,3.0,0.0,3.0,-3.4980787939262843,0.0,0.0,0.0,0.3333333333333333,0.0,-0.25,-1681.9166666666665,-1167.75,-4.5,-0.16874789065136686,-6.75,-4.619832218840717
Honeywell,11,0.09090909090909091,0.09090909090909091,0.36363636363636365,0.0,0.0,3533.818181818182,1517.1818181818182,1.7272727272727273,0.28866417969216773,4.909090909090909,-4.356576690017624,0.0,49,0.02040816326530612,0.02040816326530612,0.10204081632653061,0.2857142857142857,0.3469387755102041,5962.959183673469,670.0816326530612,6.795918367346939,0.1527188756084076,8.326530612244898,0.6061128719481051,0.02040816326530612,-0.0705009276437848,-0.0705009276437848,-0.26159554730983303,0.2857142857142857,0.3469387755102041,2429.141001855287,-847.100185528757,5.0686456400742115,-0.13594530408376013,3.417439703153989,4.962689561965729
Horizontal Talent,4,0.0,0.0,0.0,0.0,0.0,1503.25,848.25,5.0,0.17349063150589866,7.5,-0.5454261031691552,0.0,33,0.030303030303030304,0.030303030303030304,0.0,0.06060606060606061,0.9696969696969697,2385.969696969697,367.3030303030303,7.454545454545454,0.15124840513274074,8.030303030303031,0.8622031864313922,0.12121212121212122,0.030303030303030304,0.030303030303030304,0.0,0.06060606060606061,0.9696969696969697,882.719696969697,-480.9469696969697,2.454545454545454,-0.022242226373157925,0.5303030303030312,1.4076292896005473
ICE,26,0.07692307692307693,0.07692307692307693,0.11538461538461539,0.0,0.038461538461538464,3476.3076923076924,1669.5,7.346153846153846,0.1700441504566207,10.307692307692308,0.7641713295267398,0.0,51,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.29411764705882354,0.39215686274509803,3438.3137254901962,793.2156862745098,9.137254901960784,0.08940571132940771,10.588235294117647,2.643200817543441,0.0,-0.018099547511312222,-0.018099547511312222,-0.056561085972850686,0.29411764705882354,0.35369532428355954,-37.99396681749613,-876.2843137254902,1.791101055806938,-0.08063843912721298,0.28054298642533837,1.8790294880167013
"IDR, Inc.",4,0.0,0.0,0.0,0.0,0.0,1972.5,826.0,6.75,0.0,7.75,-0.2548384490216111,0.0,24,0.0,0.0,0.041666666666666664,0.16666666666666666,0.3333333333333333,1899.5,226.91666666666666,5.541666666666667,0.08746483051096349,5.833333333333333,-1.0786787274235174,0.0,0.0,0.0,0.041666666666666664,0.16666666666666666,0.3333333333333333,-73.0,-599.0833333333334,-1.208333333333333,0.08746483051096349,-1.916666666666667,-0.8238402784019063
INSPYR Solutions,4,0.5,0.5,0.25,0.0,0.0,3901.75,1607.0,9.5,0.0,13.0,3.570489286293824,1.0,21,0.0,0.0,0.047619047619047616,0.23809523809523808,1.0,4766.952380952381,482.9047619047619,7.761904761904762,0.22353837696676923,8.761904761904763,1.38292837416309,1.0,-0.5,-0.5,-0.20238095238095238,0.23809523809523808,1.0,865.2023809523807,-1124.095238095238,-1.7380952380952381,0.22353837696676923,-4.238095238095237,-2.187560912130734
Info Way Solutions,3,0.0,0.0,0.0,0.0,0.0,1240.6666666666667,866.3333333333334,3.3333333333333335,0.0,4.666666666666667,-3.411746406352739,0.0,11,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,967.9090909090909,230.1818181818182,4.7272727272727275,0.18328520249134847,5.2727272727272725,-1.6452409606334568,0.36363636363636365,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,-272.75757575757586,-636.1515151515152,1.393939393939394,0.18328520249134847,0.6060606060606055,1.7665054457192821
Infojini Inc,3,0.0,0.0,0.0,0.0,0.0,1760.6666666666667,1109.0,6.0,0.23912003825920614,8.333333333333334,-0.18774359316040545,0.0,7,0.0,0.0,0.0,0.5714285714285714,0.8571428571428571,2204.285714285714,508.14285714285717,9.571428571428571,0.10218679746576742,12.428571428571429,5.003556610229012,0.2857142857142857,0.0,0.0,0.0,0.5714285714285714,0.8571428571428571,443.6190476190475,-600.8571428571429,3.571428571428571,-0.13693324079343872,4.095238095238095,5.191300203389417
Infosys,5,0.0,0.0,0.0,0.0,0.4,2141.0,1329.4,7.0,0.3883495145631068,11.8,2.8768772769166597,0.0,47,0.0,0.0,0.06382978723404255,0.06382978723404255,1.0,4473.021276595745,518.8297872340426,8.808510638297872,0.1189601149119728,10.51063829787234,3.066128763914642,0.0,0.0,0.0,0.06382978723404255,0.06382978723404255,0.6,2332.021276595745,-810.5702127659575,1.8085106382978715,-0.269389399651134,-1.2893617021276604,0.18925148699798244
Innova Solutions,3,0.0,0.0,0.0,0.0,0.0,3806.6666666666665,994.0,4.666666666666667,0.18789928598271324,6.333333333333333,-1.977964706555124,0.0,18,0.0,0.0,0.0,0.3888888888888889,1.0,6485.388888888889,508.3333333333333,7.166666666666667,0.11725500939935454,7.5,0.07463772180399274,0.5555555555555556,0.0,0.0,0.0,0.3888888888888889,1.0,2678.722222222222,-485.6666666666667,2.5,-0.0706442765833587,1.166666666666667,2.052602428359117
Insight Global,25,0.04,0.04,0.08,0.04,0.08,1595.68,956.6,4.64,0.13819433506248613,6.0,-2.2430742976359572,1.0,121,0.024793388429752067,0.024793388429752067,0.08264462809917356,0.1487603305785124,0.3305785123966942,2169.8429752066118,248.0909090909091,5.595041322314049,0.06737094375768665,6.041322314049586,-0.9093150423635066,1.0,-0.015206611570247934,-0.015206611570247934,0.0026446280991735543,0.10876033057851239,0.2505785123966942,574.1629752066117,-708.5090909090909,0.9550413223140497,-0.07082339130479948,0.04132231404958642,1.3337592552724507
IntePros,5,0.0,0.0,0.0,0.0,0.0,3156.6,1127.6,6.0,0.5588320953798485,8.0,-0.5550063811968539,0.0,12,0.0,0.0,0.0,0.08333333333333333,0.25,2640.5,83.33333333333333,9.083333333333334,0.0,9.083333333333334,2.433240853461193,0.0,0.0,0.0,0.0,0.08333333333333333,0.25,-516.0999999999999,-1044.2666666666667,3.083333333333334,-0.5588320953798485,1.083333333333334,2.9882472346580466
Intel,4,0.5,0.5,1.0,0.0,0.5,5087.75,2056.0,10.25,0.12518778167250874,19.0,8.75143954641755,0.0,29,0.06896551724137931,0.06896551724137931,0.3448275862068966,0.034482758620689655,0.9655172413793104,6567.9655172413795,668.3448275862069,3.4482758620689653,0.09740529802990557,5.241379310344827,-2.4758702122721816,0.0,-0.43103448275862066,-0.43103448275862066,-0.6551724137931034,0.034482758620689655,0.4655172413793104,1480.2155172413795,-1387.655172413793,-6.801724137931035,-0.027782483642603176,-13.758620689655173,-11.227309758689731
Intellectt Inc,4,0.0,0.0,0.0,0.0,0.0,1812.75,1131.75,1.0,1.0992930782893255,4.75,-3.8125766627569577,0.0,24,0.0,0.0,0.0,0.3333333333333333,0.5416666666666666,1828.5416666666667,290.2083333333333,7.583333333333333,0.19733236571888,8.125,1.0975335447672714,0.041666666666666664,0.0,0.0,0.0,0.3333333333333333,0.5416666666666666,15.791666666666742,-841.5416666666667,6.583333333333333,-0.9019607125704455,3.375,4.910110207524229
