cohort,n_rows,n_cos,mean_desc_len_raw,mean_desc_len_cleaned,ai_strict,ai_broad,mean_tech,mean_breadth_resid,j1,j2,j3,mean_yoe,agg_rate,specialist_rate
new,18317,5916,4628.567669378173,526.6564939673527,0.16072500955396626,0.5107823333515313,6.97505049953595,0.44119688934225354,0.03302942621608342,0.033684555331113177,0.09270076977671016,5.164147053770829,0.19965059780531746,0.05961674946770759
returning,22564,2024,5142.115538025173,518.509351178869,0.1301630916504166,0.5105920936004255,6.938441765644389,0.578588732731397,0.02969331678780358,0.03146605211841872,0.1349051586598121,4.962795658447832,0.13929267860308456,0.12630739230632868
