comparison,text_scope,ngram_n,term,category,category_note,z_b_minus_a,log_odds_delta_b_minus_a,direction,count_a,count_b,rate_a_per_10k_terms,rate_b_per_10k_terms,doc_count_a,doc_count_b,doc_prev_a,doc_prev_b,distinct_companies_total,distinct_companies_a,distinct_companies_b,label_a,label_b,n_docs_a,n_docs_b,tokens_a,tokens_b,companies_a,companies_b
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,cameras,noise,uncategorized_or_context_needed,1.0933708865870067,0.334375483727392,scraped_2026_heavy,13,55,0.37933610345954527,0.5333374707391669,10,48,0.002369106846718787,0.005036197670758577,47,10,37,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,aligning,noise,uncategorized_or_context_needed,2.5416469995310162,0.5964816573283809,scraped_2026_heavy,21,116,0.6127737055884961,1.1248572110135158,21,115,0.004975124378109453,0.01206589025285909,106,20,88,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,topics,noise,uncategorized_or_context_needed,-0.5273456345987475,-0.09453525681428587,arshkon_2024_heavy,42,115,1.2255474111769922,1.1151601660909853,37,104,0.008765695332859511,0.010911761619976918,132,34,99,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,shopify,noise,uncategorized_or_context_needed,1.4409722355234844,0.4361742607640018,scraped_2026_heavy,13,61,0.37933610345954527,0.5915197402743487,4,22,0.0009476427386875149,0.002308257265764348,25,4,21,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,called,noise,uncategorized_or_context_needed,-2.2537739249758872,-0.8269794589688981,arshkon_2024_heavy,13,17,0.37933610345954527,0.16484976368301524,12,17,0.0028429282160625444,0.0017836533417269962,24,10,15,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,firewall,noise,uncategorized_or_context_needed,-3.3826770249142655,-0.5979892814368206,arshkon_2024_heavy,51,84,1.4881647135720621,0.8145517734925458,44,59,0.010424070125562663,0.006190326303640751,83,38,47,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,ambiguous,noise,uncategorized_or_context_needed,8.06698157317781,1.4239074029106638,scraped_2026_heavy,33,428,0.9629301087819226,4.150335226842972,31,388,0.00734423122482824,0.0407092645052985,317,30,291,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,uat,noise,uncategorized_or_context_needed,-3.53867967514844,-0.7244016000003466,arshkon_2024_heavy,40,58,1.1671880106447547,0.5624286055067579,27,48,0.006396588486140725,0.005036197670758577,57,18,40,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,rule,noise,uncategorized_or_context_needed,1.2990025309369237,0.4981545177836679,scraped_2026_heavy,8,40,0.23343760212895093,0.38788179690121233,8,36,0.0018952854773750297,0.003777148253068933,28,8,20,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,automatic,noise,uncategorized_or_context_needed,-0.9136398354261931,-0.2817358167958748,arshkon_2024_heavy,15,34,0.43769550399178303,0.3296995273660305,14,32,0.003316749585406302,0.0033574651138390515,42,12,30,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,aggressive,noise,uncategorized_or_context_needed,-0.9918512325553401,-0.361779789010491,arshkon_2024_heavy,11,23,0.3209767029273075,0.22303203321819706,11,22,0.002606017531390666,0.002308257265764348,32,11,21,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,hierarchy,noise,uncategorized_or_context_needed,1.2677999794593062,0.6086461917471819,scraped_2026_heavy,5,28,0.14589850133059434,0.2715172578308486,5,26,0.0011845534233593934,0.0027279404049942294,26,5,21,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,securely,noise,uncategorized_or_context_needed,1.7813214858070472,0.44565022686742317,scraped_2026_heavy,19,90,0.5544143050562584,0.8727340430277277,19,85,0.0045013030087656955,0.00891826670863498,72,16,59,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,gitlab,noise,uncategorized_or_context_needed,3.829201940005702,0.3380475872627411,scraped_2026_heavy,156,662,4.552033241514543,6.4194437387150645,138,542,0.032693674484719264,0.056867065365648936,442,113,347,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,algorithm,tech_stack,,2.419546030247607,0.32631568400041466,scraped_2026_heavy,67,281,1.9550399178299642,2.7248696232310166,55,223,0.013030087656953328,0.02339733501206589,149,37,123,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,scikit-learn,noise,uncategorized_or_context_needed,2.4614083163351017,0.5133084748480865,scraped_2026_heavy,27,137,0.7878519071852095,1.3284951543866523,24,125,0.005685856432125089,0.013115098100933795,123,20,104,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,present,noise,uncategorized_or_context_needed,-3.402890398671798,-0.3446183244332044,arshkon_2024_heavy,142,302,4.143517437788879,2.928507566604153,130,287,0.030798389007344232,0.030112265239743995,319,108,223,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,algebra,noise,uncategorized_or_context_needed,1.991706430475801,0.9319582970463198,scraped_2026_heavy,5,39,0.14589850133059434,0.378184751978682,5,36,0.0011845534233593934,0.003777148253068933,36,5,32,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,managerial,mgmt,,-1.9912011644988716,-0.7476028517519726,arshkon_2024_heavy,12,17,0.35015640319342645,0.16484976368301524,12,16,0.0028429282160625444,0.0016787325569195257,24,10,14,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,remains,noise,uncategorized_or_context_needed,0.18225003980966575,0.04895475393201387,scraped_2026_heavy,18,57,0.5252346047901396,0.5527315605842276,18,56,0.0042643923240938165,0.0058755639492183405,62,18,45,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,certificates,noise,uncategorized_or_context_needed,-2.9337358403715372,-0.6198872863155653,arshkon_2024_heavy,36,58,1.0504692095802792,0.5624286055067579,35,53,0.008291873963515755,0.005560801594795929,82,32,52,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,promptly,noise,uncategorized_or_context_needed,-3.011976825842351,-0.7391872060775206,arshkon_2024_heavy,28,40,0.8170316074513282,0.38788179690121233,26,39,0.006159677801468846,0.004091910607491344,54,25,29,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,redis,noise,uncategorized_or_context_needed,1.2955527998486445,0.14665564903006256,scraped_2026_heavy,99,346,2.8887903263457675,3.3551775431954867,82,298,0.019426676143094054,0.03126639387262617,288,70,226,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,scenarios,tech_stack,,3.144188987573268,0.4030708234435547,scraped_2026_heavy,73,331,2.1301181194266774,3.2097218693575322,67,280,0.015873015873015872,0.029377819746091702,229,55,186,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,terraform,tech_stack,,5.143366167856572,0.2831171797256946,scraped_2026_heavy,406,1629,11.846958308044261,15.796486178801873,299,1148,0.07083629471689173,0.12044906095897598,973,246,775,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,calling,noise,uncategorized_or_context_needed,3.9211538086517126,1.4065215771511443,scraped_2026_heavy,8,102,0.23343760212895093,0.9890985820980914,8,84,0.0018952854773750297,0.00881334592382751,78,6,72,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,kanban,noise,uncategorized_or_context_needed,-2.066624600323048,-0.3827255457495795,arshkon_2024_heavy,43,88,1.254727111443111,0.8533399531826671,41,85,0.009713338071547027,0.00891826670863498,111,37,76,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,interacting,noise,uncategorized_or_context_needed,-0.671902942063997,-0.11296378616589564,arshkon_2024_heavy,48,129,1.4006256127737058,1.2509187950064096,46,125,0.01089789149490642,0.013115098100933795,121,41,82,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,buildings,noise,uncategorized_or_context_needed,1.189853886891033,0.5730243373724466,scraped_2026_heavy,5,27,0.14589850133059434,0.2618202129083183,5,26,0.0011845534233593934,0.0027279404049942294,20,5,16,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,up-to-date,noise,uncategorized_or_context_needed,-6.763700306384393,-0.8409127505588909,arshkon_2024_heavy,114,147,3.3264858303375506,1.4254656036119553,111,144,0.026297085998578537,0.015108593012275733,202,102,104,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,parameter,noise,uncategorized_or_context_needed,1.0988661765462133,0.5906009043643028,scraped_2026_heavy,4,22,0.11671880106447546,0.21333498829566677,4,21,0.0009476427386875149,0.0022033364809568774,23,4,20,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,develops,noise,uncategorized_or_context_needed,-2.271088702426901,-0.1715035374267,arshkon_2024_heavy,242,613,7.061487464400766,5.944288537511079,185,462,0.04382847666429756,0.0484734025810513,395,148,269,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,kubeflow,noise,uncategorized_or_context_needed,2.1172594869125767,0.7918146280440954,scraped_2026_heavy,8,54,0.23343760212895093,0.5236404258166366,8,49,0.0018952854773750297,0.005141118455566048,49,7,43,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,lasting,noise,uncategorized_or_context_needed,2.2782421884674893,1.1721223255947173,scraped_2026_heavy,4,40,0.11671880106447546,0.38788179690121233,4,40,0.0009476427386875149,0.004196831392298815,37,4,33,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,triage,noise,uncategorized_or_context_needed,3.9431372471990227,0.5996393659436894,scraped_2026_heavy,50,277,1.4589850133059432,2.6860814435408953,47,242,0.0111348021795783,0.025390829923407826,198,36,168,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,telephony,noise,uncategorized_or_context_needed,1.0734437041594709,0.37277678895082467,scraped_2026_heavy,10,44,0.2917970026611887,0.42666997659133354,4,21,0.0009476427386875149,0.0022033364809568774,22,4,18,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,conferences,noise,uncategorized_or_context_needed,1.038814367367638,0.22316112637381735,scraped_2026_heavy,27,102,0.7878519071852095,0.9890985820980914,27,92,0.006396588486140725,0.009652712202287273,85,25,62,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,efficiency,noise,uncategorized_or_context_needed,5.6418034664196925,0.3138167170080699,scraped_2026_heavy,395,1635,11.525981605116952,15.854668448337053,328,1359,0.07770670457237622,0.14258734655335223,1031,281,798,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,transforming,noise,uncategorized_or_context_needed,1.0662995692222643,0.17459868704664672,scraped_2026_heavy,47,169,1.3714459125075869,1.6388005919076223,46,165,0.01089789149490642,0.017311929493232608,174,40,139,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,typescript/javascript,tech_stack,,2.1681244248218903,0.8097098313492737,scraped_2026_heavy,8,55,0.23343760212895093,0.5333374707391669,8,47,0.0018952854773750297,0.004931276885951107,48,6,43,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,informed,noise,uncategorized_or_context_needed,-0.4522373885524158,-0.06874477825098779,arshkon_2024_heavy,58,163,1.6924226154348943,1.5806183223724402,55,158,0.013030087656953328,0.01657748399958032,162,48,119,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,headless,noise,uncategorized_or_context_needed,0.4348386922964856,0.16286150133461064,scraped_2026_heavy,9,32,0.2626173023950698,0.31030543752096984,7,22,0.001658374792703151,0.002308257265764348,29,7,22,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,supporting,noise,uncategorized_or_context_needed,5.543122720553455,0.24537895905137663,scraped_2026_heavy,633,2444,18.47075026845324,23.699577790664073,521,1828,0.12343046671404881,0.1917951946280558,1365,387,1063,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,close,noise,uncategorized_or_context_needed,3.452356151934394,0.46274396295537734,scraped_2026_heavy,66,318,1.9258602175638453,3.0836602853646378,61,297,0.0144515517649846,0.031161473087818695,263,58,214,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,functional,noise,uncategorized_or_context_needed,-8.702498673008657,-0.38178542404381766,arshkon_2024_heavy,766,1570,22.35165040384705,15.224360528372582,572,1207,0.13551291163231463,0.12663938726261673,1075,425,730,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,pairing,noise,uncategorized_or_context_needed,3.3459334534883443,1.387208852977981,scraped_2026_heavy,6,75,0.17507820159671322,0.7272783691897732,6,71,0.0014214641080312722,0.007449375721330396,67,4,63,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,requires,noise,uncategorized_or_context_needed,3.3339112780844387,0.1837615226052831,scraped_2026_heavy,414,1502,12.080395910173209,14.564961473640523,347,1242,0.08220800758114191,0.13031161473087818,879,255,678,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,researches,noise,uncategorized_or_context_needed,-0.8579211917045803,-0.2734771007390915,arshkon_2024_heavy,14,32,0.4085158037256641,0.31030543752096984,14,31,0.003316749585406302,0.003252544329031581,37,14,25,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,socket,noise,uncategorized_or_context_needed,0.5451481106679708,0.2152434654071218,scraped_2026_heavy,8,30,0.23343760212895093,0.2909113476759092,8,27,0.0018952854773750297,0.0028328611898017,26,7,19,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,dbs,noise,uncategorized_or_context_needed,2.279348460761244,0.9035285417726389,scraped_2026_heavy,7,53,0.20425790186283205,0.5139433808941063,7,47,0.001658374792703151,0.004931276885951107,47,7,40,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,sci,noise,uncategorized_or_context_needed,3.2645844704362883,0.6599207402132059,scraped_2026_heavy,28,165,0.8170316074513282,1.600012412217501,21,140,0.004975124378109453,0.014688909873045851,71,16,60,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,enterprise-level,noise,uncategorized_or_context_needed,-0.6935736772065175,-0.13906046480542678,arshkon_2024_heavy,34,89,0.9921098090480414,0.8630369981051974,31,86,0.00734423122482824,0.00902318749344245,106,30,76,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,job-related,noise,uncategorized_or_context_needed,0.4605327214385241,0.1299016315618875,scraped_2026_heavy,16,55,0.46687520425790185,0.5333374707391669,14,40,0.003316749585406302,0.004196831392298815,30,11,21,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,well-scoped,noise,uncategorized_or_context_needed,2.515633773147963,2.3835957778868853,scraped_2026_heavy,1,37,0.029179700266118866,0.3587906621336214,1,33,0.00023691068467187872,0.003462385898646522,31,1,30,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,stays,noise,uncategorized_or_context_needed,0.9698831721510756,0.32281789324728294,scraped_2026_heavy,11,46,0.3209767029273075,0.4460640664363941,11,44,0.002606017531390666,0.004616514531528696,50,11,40,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,friday,noise,uncategorized_or_context_needed,0.6835301219813009,0.14300588115842672,scraped_2026_heavy,29,101,0.8462113077174471,0.9794015371755611,29,94,0.006870409855484482,0.009862553771902214,90,28,63,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,tailwind,noise,uncategorized_or_context_needed,3.2803370379928145,0.9874496369445591,scraped_2026_heavy,12,99,0.35015640319342645,0.9600074473305005,11,80,0.002606017531390666,0.00839366278459763,85,11,74,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,modules,noise,uncategorized_or_context_needed,-3.5337109560824103,-0.29701042165983793,arshkon_2024_heavy,203,453,5.9234791540221305,4.3927613499062295,158,359,0.03743188817815683,0.03766656174588186,377,125,272,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,objectives,noise,uncategorized_or_context_needed,-0.16255199057778835,-0.01102287989934947,arshkon_2024_heavy,287,855,8.374573976376114,8.290973408763413,262,718,0.06207059938403222,0.07533312349176371,620,222,427,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,transitioning,noise,uncategorized_or_context_needed,1.4405484805773863,0.5198286408950548,scraped_2026_heavy,9,46,0.2626173023950698,0.4460640664363941,9,44,0.0021321961620469083,0.004616514531528696,46,9,38,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,govcloud,tech_stack,,2.5167514894895358,1.285488355367308,scraped_2026_heavy,4,45,0.11671880106447546,0.43636702151386386,4,33,0.0009476427386875149,0.003462385898646522,31,4,28,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,possibly,noise,uncategorized_or_context_needed,-1.2638704591644425,-0.44793518451599645,arshkon_2024_heavy,12,23,0.35015640319342645,0.22303203321819706,12,23,0.0028429282160625444,0.002413178050571818,33,12,21,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,commitments,noise,uncategorized_or_context_needed,-1.3330954890759423,-0.2646934448182616,arshkon_2024_heavy,36,83,1.0504692095802792,0.8048547285700156,35,72,0.008291873963515755,0.007554296506137866,89,26,64,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,podman,noise,uncategorized_or_context_needed,2.817541710599391,1.101489065866316,scraped_2026_heavy,7,65,0.20425790186283205,0.6303079199644701,5,59,0.0011845534233593934,0.006190326303640751,44,5,40,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,tens,noise,uncategorized_or_context_needed,1.959373364795748,0.7360222766046061,scraped_2026_heavy,8,51,0.23343760212895093,0.4945492910490457,8,51,0.0018952854773750297,0.0053509600251809885,47,5,44,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,token,noise,uncategorized_or_context_needed,3.1737832752294888,1.5911645717596041,scraped_2026_heavy,4,62,0.11671880106447546,0.601216785196879,4,53,0.0009476427386875149,0.005560801594795929,52,4,48,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,allow,noise,uncategorized_or_context_needed,0.713091845634873,0.10878827677441194,scraped_2026_heavy,55,185,1.6048835146365374,1.7939533106681071,55,175,0.013030087656953328,0.018361137341307312,174,42,138,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,rabbitmq,noise,uncategorized_or_context_needed,1.2701654201469175,0.2426354398558086,scraped_2026_heavy,34,131,0.9921098090480414,1.2703128848514704,31,124,0.00734423122482824,0.013010177316126324,127,25,103,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,contributed,org_scope,,1.354582710174009,0.5525152657625245,scraped_2026_heavy,7,37,0.20425790186283205,0.3587906621336214,6,35,0.0014214641080312722,0.0036722274682614627,32,5,28,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,fixing,noise,uncategorized_or_context_needed,-3.827890513606309,-0.7837210533296854,arshkon_2024_heavy,41,56,1.1963677109108735,0.5430345156616972,39,51,0.00923951670220327,0.0053509600251809885,76,33,46,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,notes,noise,uncategorized_or_context_needed,0.15829890007871172,0.03767270120571631,scraped_2026_heavy,23,72,0.671133106120734,0.6981872344221821,23,69,0.00544894574745321,0.007239534151715455,75,20,55,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,pytorch,noise,uncategorized_or_context_needed,5.133360903629592,0.5827516520009919,scraped_2026_heavy,90,490,2.626173023950698,4.751552012039851,79,424,0.018715944089078417,0.044486412758367434,339,69,279,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,servers,noise,uncategorized_or_context_needed,-4.113559372510744,-0.3705805564790099,arshkon_2024_heavy,181,375,5.281525748167514,3.6363918459488653,146,297,0.03458895996209429,0.031161473087818695,354,129,239,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,encompasses,noise,uncategorized_or_context_needed,-0.3553575092955496,-0.15735208316596427,arshkon_2024_heavy,7,18,0.20425790186283205,0.17454680860554553,7,18,0.001658374792703151,0.0018885741265344666,20,6,14,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,advise,noise,uncategorized_or_context_needed,-1.8110963228881278,-0.37680547503400597,arshkon_2024_heavy,34,70,0.9921098090480414,0.6787931445771216,33,68,0.007818052594171997,0.007134613366907985,91,33,59,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,defect,noise,uncategorized_or_context_needed,1.4359602718553601,0.21258346608281187,scraped_2026_heavy,57,213,1.6632429151687753,2.065470568498956,50,161,0.011845534233593935,0.01689224635400273,167,46,125,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,missile,noise,uncategorized_or_context_needed,2.5368272252605926,0.6772989001906726,scraped_2026_heavy,16,96,0.46687520425790185,0.9309163125629095,8,43,0.0018952854773750297,0.004511593746721225,26,6,23,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,sres,noise,uncategorized_or_context_needed,1.0734437041594709,0.37277678895082467,scraped_2026_heavy,10,44,0.2917970026611887,0.42666997659133354,8,37,0.0018952854773750297,0.003882069037876403,38,7,31,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,tickets,noise,uncategorized_or_context_needed,-0.9707267003056327,-0.1962676484180168,arshkon_2024_heavy,34,84,0.9921098090480414,0.8145517734925458,29,78,0.006870409855484482,0.008183821214982689,95,22,74,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,advice,noise,uncategorized_or_context_needed,-2.1112748064935687,-0.45163313427963203,arshkon_2024_heavy,33,63,0.9629301087819226,0.6109138301194095,30,56,0.007107320540156361,0.0058755639492183405,69,28,44,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,lakehouse,noise,uncategorized_or_context_needed,4.933562728691635,1.3433120283035063,scraped_2026_heavy,14,167,0.4085158037256641,1.6194065020625614,9,108,0.0021321961620469083,0.0113314447592068,113,9,104,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
primary_arshkon_vs_scraped_llm_excl_agg_cap50,full_text,1,normal,noise,uncategorized_or_context_needed,-1.368098301446381,-0.3293301766485115,arshkon_2024_heavy,25,54,0.7294925066529716,0.5236404258166366,25,49,0.005922767116796968,0.005141118455566048,59,23,38,arshkon_2024,scraped_2026,4221,9531,342704,1031242,2266,3601
