metric,period_group,swe,swe_adjacent,control,swe_minus_control,adjacent_minus_control,swe_minus_adjacent,gradient_change_swe_minus_control,gradient_change_adjacent_minus_control,gradient_change_swe_minus_adjacent
broad_ai_primary_ex_mcp,2024,0.1247589833479404,0.1178909952606635,0.004624632530384801,0.12013435081755561,0.11326636273027871,0.0068679880872768995,0.2453722928502763,0.24391074086915396,0.001461551981122411
broad_ai_primary_ex_mcp,2026,0.3966145642229887,0.3882850241545894,0.031107920555156737,0.3655066436678319,0.35717710359943267,0.00832954006839931,0.2453722928502763,0.24391074086915396,0.001461551981122411
ai_tool_primary_ex_mcp,2024,0.02182296231375986,0.02064996614759648,8.775393795796587e-05,0.021735208375801895,0.020562212209638515,0.0011729961661633807,0.20982564024348044,0.1830380007252915,0.026787639518188956
ai_tool_primary_ex_mcp,2026,0.23974462464225435,0.21178398895790201,0.008183776022972003,0.23156084861928233,0.20360021293493002,0.027960635684352336,0.20982564024348044,0.1830380007252915,0.026787639518188956
ai_domain_primary_ex_generic_libs,2024,0.11919368974583698,0.11628300609343263,0.0045456539862226315,0.11464803575961435,0.11173735210721,0.00291068365240435,0.14932684252815076,0.1906772398310874,-0.04135039730293663
ai_domain_primary_ex_generic_libs,2026,0.28989016902717646,0.32832988267770874,0.02591529073941134,0.2639748782877651,0.3024145919382974,-0.03843971365053228,0.14932684252815076,0.1906772398310874,-0.04135039730293663
