occ_group,source_group,eligible_n,labeled_n,yoe_known_share,aggregator_share,seniority_entry_share_all,seniority_associate_share_all,seniority_mid_senior_share_all,seniority_director_share_all,seniority_unknown_share_all,yoe_le2_share_known,yoe_le3_share_known,yoe_ge5_share_known,broad_ai_share_raw,ai_tool_share_raw,ai_domain_share_raw,mcp_share_raw,raw_tech_count_mean,raw_tech_count_median,raw_char_len_mean,raw_char_len_median,clean_char_len_mean_labeled,clean_char_len_median_labeled,org_scope_share_labeled,org_scope_count_mean_labeled,requirement_breadth_mean_labeled,clean_tech_count_mean_labeled,clean_ai_count_mean_labeled
control,arshkon,8614,8596.0,0.4407940561876016,0.053169259345251914,0.15347109356860925,0.007778035755746459,0.2065242628279545,0.024611098212212676,0.6076155096354772,0.6054780089544377,0.7606004740584672,0.20042138530418752,0.004179243092639889,0.00023218017181332715,0.004063153006733225,0.00011609008590666357,0.2310192709542605,0.0,3206.525191548642,2687.0,1848.9238017682644,1490.0,0.22580269892973476,0.2788506281991624,2.112843182875756,0.17647743136342484,0.0010469986040018613
control,asaniczka,105341,20634.0,0.4776392857481892,0.046021966755584245,0.015160288966309414,0.00022783151859200122,0.23767573879116394,0.0056957879648000306,0.7412403527591346,0.6145682202126602,0.7789923482063003,0.1876180065586803,0.004661053151194691,7.594383953066707e-05,0.004585109311664025,8.543681947200046e-05,0.21571847618685983,0.0,3749.855165605035,3221.0,2151.9399534748472,1739.0,0.19492100416787825,0.23718135116797517,2.2556944848308618,0.17771639042357273,0.0012115925172046138
control,scraped_2026,41790,8967.0,0.5506341229959321,0.07611868868150275,0.03529552524527399,0.0009093084469968892,0.30452261306532663,0.011677434793012682,0.6475951184493898,0.47446873234540005,0.6465168832297596,0.2920342444917648,0.031107920555156737,0.008183776022972003,0.02591529073941134,0.000191433357262503,0.35367312754247426,0.0,4434.2755204594405,3996.0,2295.1100702576114,1923.0,0.31783205085312816,0.46682279469164717,2.9161369465819114,0.23798371807739488,0.01059440169510427
swe,arshkon,4691,4687.0,0.6205499893412918,0.09166489021530591,0.03730547857599659,0.003197612449371136,0.43999147303346836,0.002771264122788318,0.5167341718183757,0.14977670903469598,0.3115767777396084,0.6015115080728272,0.12619910466851417,0.033468343636751226,0.11788531230014922,0.0006395224898742272,5.244084416968663,5.0,3305.6418674056704,2974.0,1957.9283123533178,1823.0,0.4634094303392362,0.6788990825688074,8.215916364412204,5.0684873053125665,0.23618519308726263
swe,asaniczka,18129,17037.0,0.7079265265596558,0.16233658778752275,0.01125268906172431,0.0013238457719675658,0.6302609079375586,0.0050747421258756685,0.35208781510287385,0.10363098020882032,0.24372759856630824,0.6644849618201651,0.12438634232445253,0.018809642010039165,0.11953224116057146,0.0009928843289756743,4.942302388438414,4.0,3881.4461911853937,3733.0,2304.582438222692,2130.0,0.46481188002582613,0.6828080061043611,8.136526383753008,4.752714679814521,0.1868873627986148
swe,scraped_2026,40881,12534.0,0.6746654925270908,0.1663364399109611,0.031188082483305204,0.0012719845404955848,0.42606589858369415,0.007216066143196106,0.5342579682493089,0.17192995177839818,0.33744244226097675,0.5778615713715964,0.3966145642229887,0.23974462464225435,0.28989016902717646,0.021648198429588317,7.3616594506005235,7.0,4912.017049485091,4862.0,2600.7022498803253,2458.0,0.6191160044678474,1.0600765916706558,10.714057762884952,6.8226424126376255,0.9655337482048827
swe_adjacent,arshkon,2396,2394.0,0.6172787979966611,0.10684474123539232,0.03923205342237062,0.004590984974958264,0.46243739565943237,0.012103505843071787,0.48163606010016696,0.18187964841108858,0.3509127789046653,0.5645706558485463,0.13898163606010017,0.037979966611018365,0.1343906510851419,0.0008347245409015025,3.4232053422370616,3.0,3640.273789649416,3227.5,2377.4774436090224,2166.0,0.5108604845446951,0.8137009189640768,6.632832080200501,3.324561403508772,0.3153717627401838
swe_adjacent,asaniczka,9420,9410.0,0.735244161358811,0.15,0.01592356687898089,0.0016985138004246285,0.6083864118895966,0.004564755838641189,0.36942675159235666,0.1253248628356916,0.28530176147848685,0.6355760900952931,0.11252653927813164,0.01624203821656051,0.11167728237791932,0.003397027600849257,2.965498938428875,2.0,3992.1859872611467,3716.5,2609.609670563231,2446.0,0.49277364505844845,0.748990435706695,6.324017003188097,2.8418703506907543,0.21030818278427205
swe_adjacent,scraped_2026,11592,11521.0,0.6733954451345756,0.16459627329192547,0.04399585921325052,0.006383712905452036,0.4716183574879227,0.012422360248447204,0.46557971014492755,0.17345631565462466,0.3410197284140405,0.5828849602869588,0.3882850241545894,0.21178398895790201,0.32832988267770874,0.015527950310559006,5.36516563146998,4.0,5117.723257418909,5035.5,2941.8681538060932,2790.0,0.6746810172728062,1.2295807655585453,9.312820067702456,5.145994271330614,1.1264647166044615
