spec,metric,label,denominator,swe_2024,swe_2026,swe_change,adjacent_change,control_change,did_swe_minus_control,did_adjacent_minus_control,did_swe_minus_adjacent,specificity_flag
exclude_aggregators,org_scope_share_labeled,Org-scope language prevalence,LLM-labeled rows,0.48173810291116126,0.6352352544982199,0.15349715158705868,0.18756243210223678,0.1043469914980917,0.04915016008896697,0.08321544060414507,-0.0340652805151781,swe_amplified
exclude_aggregators,org_scope_count_mean_labeled,Mean org-scope indicator count,LLM-labeled rows,0.7127511010849715,1.1037236601558742,0.39097255907090267,0.4940579241111943,0.2064972098115647,0.18447534925933798,0.2875607142996296,-0.10308536504029164,swe_amplified
exclude_aggregators,requirement_breadth_mean_labeled,Mean regex-derived requirement breadth,LLM-labeled rows,8.0161134386078,10.792071586644857,2.7759581480370574,3.0328390755588144,0.6870255957185756,2.088932552318482,2.345813479840239,-0.25688092752175695,swe_amplified
exclude_aggregators,clean_tech_count_mean_labeled,"Mean technology indicator count, cleaned text",LLM-labeled rows,4.651144054141153,6.773501395169826,2.122357341028673,2.224996908261188,0.06359806437231297,2.05875927665636,2.161398843888875,-0.1026395672325151,swe_amplified
exclude_aggregators,clean_ai_count_mean_labeled,"Mean AI indicator count, cleaned text",LLM-labeled rows,0.19234074551509292,0.9943231020879438,0.8019823565728509,0.9117055179795635,0.009488168923451681,0.7924941876493992,0.9022173490561117,-0.10972316140671257,swe_amplified
exclude_swe_title_lookup_llm,broad_ai_share_raw,"Broad AI prevalence, raw description binary",eligible rows,0.13036869974504806,0.4047053354682093,0.27433663572316125,0.2703940288939259,0.026483288024771935,0.24785334769838932,0.24391074086915396,0.003942606829235362,swe_amplified
exclude_swe_title_lookup_llm,ai_tool_share_raw,"AI-tool-specific prevalence, raw description binary",eligible rows,0.020984506766032557,0.24322090801094984,0.22223640124491728,0.19113402281030553,0.008096022085014037,0.21414037915990325,0.1830380007252915,0.03110237843461175,swe_amplified
exclude_swe_title_lookup_llm,ai_domain_share_raw,"AI-domain prevalence, raw description binary",eligible rows,0.12453422239654835,0.2959557874076752,0.17142156501112685,0.21204687658427612,0.02136963675318871,0.15005192825793814,0.19067723983108742,-0.040625311573149275,swe_amplified
exclude_swe_title_lookup_llm,mcp_share_raw,"MCP prevalence, raw description binary, excluded from primary AI",eligible rows,0.0009805844283192783,0.021357367904550385,0.020376783476231106,0.012650496011303759,0.00010367941930453713,0.020273104056926568,0.012546816591999221,0.007726287464927347,swe_amplified
exclude_swe_title_lookup_llm,raw_tech_count_mean,"Mean technology indicator count, raw description binary",eligible rows,5.184496960188272,7.4603584525592685,2.2758614923709963,2.30685486640566,0.13679804527315742,2.139063447097839,2.1700568211325026,-0.030993374034663734,swe_amplified
exclude_swe_title_lookup_llm,raw_char_len_mean,Mean raw description length,eligible rows,3808.701706216905,4937.867336397913,1129.165630181008,1196.896581724935,725.4913424944543,403.6742876865537,471.4052392304807,-67.73095154392695,swe_amplified
exclude_swe_title_lookup_llm,clean_char_len_mean_labeled,Mean cleaned description length,LLM-labeled rows,2232.0516451264098,2602.6638923917612,370.61224726535147,379.3378251039585,232.28153792781313,138.33070933753834,147.05628717614536,-8.725577838607023,swe_amplified
exclude_swe_title_lookup_llm,org_scope_share_labeled,Org-scope language prevalence,LLM-labeled rows,0.46696874517275117,0.621437578814628,0.15446883364187686,0.17823913316572382,0.11382931393899884,0.04063951970287802,0.06440981922672498,-0.02377029952384696,field_wide_or_control_parallel
exclude_swe_title_lookup_llm,org_scope_count_mean_labeled,Mean org-scope indicator count,LLM-labeled rows,0.6871427835847793,1.0665825977301386,0.3794398141453593,0.4674662281136114,0.21738728323081924,0.16205253091454008,0.25007894488279214,-0.08802641396825206,swe_amplified
exclude_swe_title_lookup_llm,requirement_breadth_mean_labeled,Mean regex-derived requirement breadth,LLM-labeled rows,8.340353225889501,10.806893652795292,2.466540426905791,2.926171474005404,0.7024523759353154,1.7640880509704755,2.2237190980700885,-0.459631047099613,swe_amplified
exclude_swe_title_lookup_llm,clean_tech_count_mean_labeled,"Mean technology indicator count, cleaned text",LLM-labeled rows,4.996395654188765,6.911475409836066,1.9150797556473007,2.2062280903750056,0.06063168249751119,1.8544480731497894,2.1455964078774943,-0.29114833472770485,swe_amplified
exclude_swe_title_lookup_llm,clean_ai_count_mean_labeled,"Mean AI indicator count, cleaned text",LLM-labeled rows,0.1998352299057721,0.9746952501050862,0.7748600201993141,0.894848315384536,0.009431213190143613,0.7654288070091705,0.8854171021943924,-0.11998829518522192,swe_amplified
company_cap50,broad_ai_share_raw,"Broad AI prevalence, raw description binary",eligible rows,0.12259962832954781,0.37696666561144704,0.25436703728189924,0.27321257569007906,0.030720674785991962,0.22364636249590727,0.2424919009040871,-0.01884553840817982,swe_amplified
company_cap50,ai_tool_share_raw,"AI-tool-specific prevalence, raw description binary",eligible rows,0.022558331612636796,0.2402101997530786,0.21765186814044182,0.1943758847695887,0.008347252337340405,0.20930461580310142,0.1860286324322483,0.023275983370853126,swe_amplified
company_cap50,ai_domain_share_raw,"AI-domain prevalence, raw description binary",eligible rows,0.11697295065042329,0.26604197663743706,0.14906902598701377,0.21352176244452148,0.02474773712520085,0.12432128886181293,0.18877402531932064,-0.06445273645750771,swe_amplified
company_cap50,mcp_share_raw,"MCP prevalence, raw description binary, excluded from primary AI",eligible rows,0.0010840388189138964,0.021779733451517933,0.020695694632604036,0.01290731574518636,0.00019042458451512943,0.020505270048088907,0.01271689116067123,0.007788378887417676,swe_amplified
company_cap50,raw_tech_count_mean,"Mean technology indicator count, raw description binary",eligible rows,4.8737869089407395,7.402228623888062,2.5284417149473226,2.3296986998630564,0.12275049329502849,2.4056912216522943,2.206948206568028,0.19874301508426617,swe_amplified
company_cap50,raw_char_len_mean,Mean raw description length,eligible rows,3598.5229196778855,4710.512393554718,1111.9894738768326,1230.4009587190021,761.0893441654175,350.90012971141505,469.3116145535846,-118.41148484216956,swe_amplified
company_cap50,clean_char_len_mean_labeled,Mean cleaned description length,LLM-labeled rows,2196.475188374596,2594.9222976501305,398.44710927553433,418.96927812107833,236.44248053599995,162.00462873953438,182.52679758507838,-20.522168845544,swe_amplified
company_cap50,org_scope_share_labeled,Org-scope language prevalence,LLM-labeled rows,0.47583423035522066,0.621201044386423,0.14536681403120233,0.18014300258067573,0.1109619794445382,0.03440483458666413,0.06918102313613753,-0.0347761885494734,field_wide_or_control_parallel
company_cap50,org_scope_count_mean_labeled,Mean org-scope indicator count,LLM-labeled rows,0.7029063509149623,1.0789556135770235,0.3760492626620612,0.4699718256504961,0.22126338893122288,0.1547858737308383,0.24870843671927323,-0.09392256298843493,swe_amplified
company_cap50,requirement_breadth_mean_labeled,Mean regex-derived requirement breadth,LLM-labeled rows,8.042734122712595,10.815770234986946,2.773036112274351,2.9657243648933402,0.6142194553787892,2.158816656895562,2.351504909514551,-0.19268825261898925,swe_amplified
company_cap50,clean_tech_count_mean_labeled,"Mean technology indicator count, cleaned text",LLM-labeled rows,4.7106566200215285,6.907258485639686,2.196601865618158,2.223351563794777,0.05991046389718391,2.1366914017209737,2.163441099897593,-0.02674969817661932,swe_amplified
company_cap50,clean_ai_count_mean_labeled,"Mean AI indicator count, cleaned text",LLM-labeled rows,0.19790096878363833,0.9580156657963447,0.7601146970127064,0.9054336245471981,0.009185892319399445,0.7509288046933069,0.8962477322277986,-0.14531892753449172,swe_amplified
