spec,metric,label,denominator,swe_2024,swe_2026,swe_change,adjacent_change,control_change,did_swe_minus_control,did_adjacent_minus_control,did_swe_minus_adjacent,specificity_flag
base,broad_ai_share_raw,"Broad AI prevalence, raw description binary",eligible rows,0.1247589833479404,0.3966145642229887,0.2718555808750483,0.2703940288939259,0.026483288024771935,0.24537229285027637,0.24391074086915396,0.001461551981122411,swe_amplified
base,ai_tool_share_raw,"AI-tool-specific prevalence, raw description binary",eligible rows,0.02182296231375986,0.23974462464225435,0.2179216623284945,0.19113402281030553,0.008096022085014037,0.20982564024348047,0.1830380007252915,0.026787639518188966,swe_amplified
base,ai_domain_share_raw,"AI-domain prevalence, raw description binary",eligible rows,0.11919368974583698,0.28989016902717646,0.17069647928133946,0.21204687658427612,0.02136963675318871,0.14932684252815076,0.19067723983108742,-0.04135039730293666,swe_amplified
base,mcp_share_raw,"MCP prevalence, raw description binary, excluded from primary AI",eligible rows,0.0009202453987730061,0.021648198429588317,0.02072795303081531,0.012650496011303759,0.00010367941930453713,0.02062427361151077,0.012546816591999221,0.00807745701951155,swe_amplified
base,raw_tech_count_mean,"Mean technology indicator count, raw description binary",eligible rows,5.004338299737073,7.3616594506005235,2.3573211508634504,2.30685486640566,0.13679804527315742,2.220523105590293,2.1700568211325026,0.050466284457790334,swe_amplified
base,raw_char_len_mean,Mean raw description length,eligible rows,3763.080806310254,4912.017049485091,1148.9362431748368,1196.896581724935,725.4913424944543,423.4449006803825,471.4052392304807,-47.960338550098186,swe_amplified
base,clean_char_len_mean_labeled,Mean cleaned description length,LLM-labeled rows,2229.7910605781626,2600.7022498803253,370.9111893021627,379.3378251039585,232.28153792781313,138.62965137434958,147.05628717614536,-8.426635801795783,swe_amplified
base,org_scope_share_labeled,Org-scope language prevalence,LLM-labeled rows,0.46450929847173633,0.6191160044678474,0.1546067059961111,0.17823913316572382,0.11382931393899884,0.040777392057112255,0.06440981922672498,-0.023632427169612724,field_wide_or_control_parallel
base,org_scope_count_mean_labeled,Mean org-scope indicator count,LLM-labeled rows,0.6819646473945866,1.0600765916706558,0.3781119442760692,0.4674662281136114,0.21738728323081924,0.16072466104524996,0.25007894488279214,-0.08935428383754218,swe_amplified
base,requirement_breadth_mean_labeled,Mean regex-derived requirement breadth,LLM-labeled rows,8.153654943840912,10.714057762884952,2.5604028190440395,2.926171474005404,0.7024523759353154,1.8579504431087241,2.2237190980700885,-0.36576865496136435,swe_amplified
base,clean_tech_count_mean_labeled,"Mean technology indicator count, cleaned text",LLM-labeled rows,4.820843306941631,6.8226424126376255,2.0017991056959943,2.2062280903750056,0.06063168249751119,1.941167423198483,2.1455964078774943,-0.20442898467901127,swe_amplified
base,clean_ai_count_mean_labeled,"Mean AI indicator count, cleaned text",LLM-labeled rows,0.19752347633953232,0.9655337482048827,0.7680102718653503,0.894848315384536,0.009431213190143613,0.7585790586752067,0.8854171021943924,-0.1268380435191857,swe_amplified
exclude_aggregators,broad_ai_share_raw,"Broad AI prevalence, raw description binary",eligible rows,0.12207538437805317,0.413280126756844,0.29120474237879085,0.2875389254212559,0.027496480875227124,0.26370826150356375,0.2600424445460288,0.0036658169575349286,swe_amplified
exclude_aggregators,ai_tool_share_raw,"AI-tool-specific prevalence, raw description binary",eligible rows,0.0220085360209801,0.24415363398961298,0.22214509796863288,0.1931201283308028,0.008247984843300086,0.2138971131253328,0.18487214348750272,0.029024969637830078,swe_amplified
exclude_aggregators,ai_domain_share_raw,"AI-domain prevalence, raw description binary",eligible rows,0.11626471949400936,0.3074440303981691,0.19117931090415974,0.23055613664591065,0.022450978475955563,0.16872833242820418,0.2081051581699551,-0.039376825741750915,swe_amplified
exclude_aggregators,mcp_share_raw,"MCP prevalence, raw description binary, excluded from primary AI",eligible rows,0.0010284362626626214,0.020656670872333558,0.019628234609670937,0.011810086482934648,0.00011516607047509614,0.01951306853919584,0.011694920412459552,0.007818148126736289,swe_amplified
exclude_aggregators,raw_tech_count_mean,"Mean technology indicator count, raw description binary",eligible rows,4.817144032498586,7.350635251313048,2.5334912188144623,2.3484628704837727,0.13398681584140315,2.3995044029730592,2.2144760546423696,0.1850283483306896,swe_amplified
exclude_aggregators,raw_char_len_mean,Mean raw description length,eligible rows,3707.145677996606,5112.935506587248,1405.7898285906417,1379.5340866686397,724.1234236278174,681.6664049628243,655.4106630408223,26.255741922002017,swe_amplified
exclude_aggregators,clean_char_len_mean_labeled,Mean cleaned description length,LLM-labeled rows,2242.6408851648944,2705.683825651881,463.0429404869865,472.67999280952836,227.81706788711472,235.22587259987176,244.86292492241364,-9.637052322541876,swe_amplified
